taxonomic_order,species,PRIMARY_COM_NAME,genus,family,add.to,do.not.break,notes,needs.statement
12427,Poicephalus_gulielmi,Red-fronted Parrot,Poicephalus,Psittacidae (New World and African Parrots),,,,
12432,Poicephalus_meyeri,Meyer's Parrot,Poicephalus,Psittacidae (New World and African Parrots),,,,
12439,Poicephalus_rueppellii,Rüppell's Parrot,Poicephalus,Psittacidae (New World and African Parrots),,,,
12440,Poicephalus_cryptoxanthus,Brown-headed Parrot,Poicephalus,Psittacidae (New World and African Parrots),,,,
12443,Poicephalus_crassus,Niam-Niam Parrot,Poicephalus,Psittacidae (New World and African Parrots),"Poicephalus_meyeri, Poicephalus_rueppellii, Poicephalus_cryptoxanthus, Poicephalus_crassus",,"Thought to form a species-group with P. meyeri, P. rueppellii and P. cryptoxanthus, and possibly others.",yes
12444,Poicephalus_rufiventris,Red-bellied Parrot,Poicephalus,Psittacidae (New World and African Parrots),,,,
12447,Poicephalus_senegalus,Senegal Parrot,Poicephalus,Psittacidae (New World and African Parrots),,,,
12450,Poicephalus_flavifrons,Yellow-fronted Parrot,Poicephalus,Psittacidae (New World and African Parrots),,,,
12452,Touit_batavicus,Lilac-tailed Parrotlet,Touit,Psittacidae (New World and African Parrots),,,,
12453,Touit_huetii,Scarlet-shouldered Parrotlet,Touit,Psittacidae (New World and African Parrots),,,,
12454,Touit_costaricensis,Red-fronted Parrotlet,Touit,Psittacidae (New World and African Parrots),,,,
12455,Touit_dilectissimus,Blue-fronted Parrotlet,Touit,Psittacidae (New World and African Parrots),,,,
12456,Touit_purpuratus,Sapphire-rumped Parrotlet,Touit,Psittacidae (New World and African Parrots),,,,
12459,Touit_melanonotus,Brown-backed Parrotlet,Touit,Psittacidae (New World and African Parrots),,,,
12460,Touit_surdus,Golden-tailed Parrotlet,Touit,Psittacidae (New World and African Parrots),,,,
12461,Touit_stictopterus,Spot-winged Parrotlet,Touit,Psittacidae (New World and African Parrots),,,,
12463,Psilopsiagon_aymara,Gray-hooded Parakeet,Psilopsiagon,Psittacidae (New World and African Parrots),,,,
12464,Psilopsiagon_aurifrons,Mountain Parakeet,Psilopsiagon,Psittacidae (New World and African Parrots),,,,
12469,Bolborhynchus_lineola,Barred Parakeet,Bolborhynchus,Psittacidae (New World and African Parrots),,,,
12472,Bolborhynchus_ferrugineifrons,Rufous-fronted Parakeet,Bolborhynchus,Psittacidae (New World and African Parrots),,,,
12473,Bolborhynchus_orbygnesius,Andean Parakeet,Bolborhynchus,Psittacidae (New World and African Parrots),,,,
12475,Nannopsittaca_panychlora,Tepui Parrotlet,Nannopsittaca,Psittacidae (New World and African Parrots),,,,
12476,Nannopsittaca_dachilleae,Amazonian Parrotlet,Nannopsittaca,Psittacidae (New World and African Parrots),,,,
12477,Myiopsitta_monachus,Monk Parakeet,Myiopsitta,Psittacidae (New World and African Parrots),,,,
12483,Brotogeris_sanctithomae,Tui Parakeet,Brotogeris,Psittacidae (New World and African Parrots),,,,
12486,Brotogeris_tirica,Plain Parakeet,Brotogeris,Psittacidae (New World and African Parrots),,,,
12487,Brotogeris_versicolurus,White-winged Parakeet,Brotogeris,Psittacidae (New World and African Parrots),,,,
12488,Brotogeris_chiriri,Yellow-chevroned Parakeet,Brotogeris,Psittacidae (New World and African Parrots),,,,
12493,Brotogeris_pyrrhoptera,Gray-cheeked Parakeet,Brotogeris,Psittacidae (New World and African Parrots),,,,
12494,Brotogeris_jugularis,Orange-chinned Parakeet,Brotogeris,Psittacidae (New World and African Parrots),,,,
12497,Brotogeris_cyanoptera,Cobalt-winged Parakeet,Brotogeris,Psittacidae (New World and African Parrots),,,,
12501,Brotogeris_chrysoptera,Golden-winged Parakeet,Brotogeris,Psittacidae (New World and African Parrots),,,,
12508,Pionopsitta_pileata,Pileated Parrot,Pionopsitta,Psittacidae (New World and African Parrots),,,,
12509,Triclaria_malachitacea,Blue-bellied Parrot,Triclaria,Psittacidae (New World and African Parrots),,,,
12510,Hapalopsittaca_amazonina,Rusty-faced Parrot,Hapalopsittaca,Psittacidae (New World and African Parrots),,,,
12514,Hapalopsittaca_fuertesi,Indigo-winged Parrot,Hapalopsittaca,Psittacidae (New World and African Parrots),,,,
12515,Hapalopsittaca_pyrrhops,Red-faced Parrot,Hapalopsittaca,Psittacidae (New World and African Parrots),,,,
12516,Hapalopsittaca_melanotis,Black-winged Parrot,Hapalopsittaca,Psittacidae (New World and African Parrots),,,,
12519,Pyrilia_haematotis,Brown-hooded Parrot,Pyrilia,Psittacidae (New World and African Parrots),,,,
12522,Pyrilia_pulchra,Rose-faced Parrot,Pyrilia,Psittacidae (New World and African Parrots),,,,
12523,Pyrilia_pyrilia,Saffron-headed Parrot,Pyrilia,Psittacidae (New World and African Parrots),,,,
12524,Pyrilia_barrabandi,Orange-cheeked Parrot,Pyrilia,Psittacidae (New World and African Parrots),,,,
12527,Pyrilia_caica,Caica Parrot,Pyrilia,Psittacidae (New World and African Parrots),,,,
12528,Pyrilia_aurantiocephala,Bald Parrot,Pyrilia,Psittacidae (New World and African Parrots),,,,
12529,Pyrilia_vulturina,Vulturine Parrot,Pyrilia,Psittacidae (New World and African Parrots),,,,
12531,Pionus_fuscus,Dusky Parrot,Pionus,Psittacidae (New World and African Parrots),,,,
12532,Pionus_sordidus,Red-billed Parrot,Pionus,Psittacidae (New World and African Parrots),,,,
12539,Pionus_maximiliani,Scaly-headed Parrot,Pionus,Psittacidae (New World and African Parrots),,,,
12544,Pionus_tumultuosus,Speckle-faced Parrot,Pionus,Psittacidae (New World and African Parrots),,,,
12547,Pionus_menstruus,Blue-headed Parrot,Pionus,Psittacidae (New World and African Parrots),,,,
12552,Pionus_senilis,White-crowned Parrot,Pionus,Psittacidae (New World and African Parrots),,,,
12553,Pionus_chalcopterus,Bronze-winged Parrot,Pionus,Psittacidae (New World and African Parrots),,,,
12555,Graydidascalus_brachyurus,Short-tailed Parrot,Graydidascalus,Psittacidae (New World and African Parrots),,,,
12556,Alipiopsitta_xanthops,Yellow-faced Parrot,Alipiopsitta,Psittacidae (New World and African Parrots),,,,
12557,Amazona_festiva,Festive Parrot,Amazona,Psittacidae (New World and African Parrots),,,,
12560,Amazona_vinacea,Vinaceous-breasted Parrot,Amazona,Psittacidae (New World and African Parrots),,,,
12561,Amazona_tucumana,Tucuman Parrot,Amazona,Psittacidae (New World and African Parrots),,,,
12562,Amazona_pretrei,Red-spectacled Parrot,Amazona,Psittacidae (New World and African Parrots),,,,
12563,Amazona_viridigenalis,Red-crowned Parrot,Amazona,Psittacidae (New World and African Parrots),,,,
12564,Amazona_finschi,Lilac-crowned Parrot,Amazona,Psittacidae (New World and African Parrots),,,,
12566,Amazona_autumnalis,Red-lored Parrot,Amazona,Psittacidae (New World and African Parrots),,,,
12573,Amazona_dufresniana,Blue-cheeked Parrot,Amazona,Psittacidae (New World and African Parrots),,,,
12574,Amazona_rhodocorytha,Red-browed Parrot,Amazona,Psittacidae (New World and African Parrots),,,,
12575,Amazona_arausiaca,Red-necked Parrot,Amazona,Psittacidae (New World and African Parrots),,,,
12576,Amazona_martinicana,Martinique Parrot,Amazona,Psittacidae (New World and African Parrots),"Amazona_arausiaca, Amazona_martinicana, Amazona_imperialis, Amazona_violacea",,"Sometimes considered conspecific with extant A. imperialis and †A. violacea. Not known from any material remains, but said to be similar to extant A. arausiaca of nearby Dominica.",yes
12577,Amazona_versicolor,St. Lucia Parrot,Amazona,Psittacidae (New World and African Parrots),,,,
12578,Amazona_auropalliata,Yellow-naped Parrot,Amazona,Psittacidae (New World and African Parrots),,,,
12582,Amazona_oratrix,Yellow-headed Parrot,Amazona,Psittacidae (New World and African Parrots),,,,
12590,Amazona_ochrocephala,Yellow-crowned Parrot,Amazona,Psittacidae (New World and African Parrots),"Amazona_auropalliata, Amazona_oratrix, Amazona_ochrocephala",,"BOW: Treatment as conspecific with A. oratrix and A. auropalliata has been common in recent decades. ETM: missing only in recent tree drafts, probably a taxonomy issue",yes
12595,Amazona_barbadensis,Yellow-shouldered Parrot,Amazona,Psittacidae (New World and African Parrots),,,,
12596,Amazona_aestiva,Turquoise-fronted Parrot,Amazona,Psittacidae (New World and African Parrots),,,,
12599,Amazona_agilis,Black-billed Parrot,Amazona,Psittacidae (New World and African Parrots),,,,
12600,Amazona_albifrons,White-fronted Parrot,Amazona,Psittacidae (New World and African Parrots),,,,
12604,Amazona_xantholora,Yellow-lored Parrot,Amazona,Psittacidae (New World and African Parrots),,,,
12605,Amazona_collaria,Yellow-billed Parrot,Amazona,Psittacidae (New World and African Parrots),,,,
12607,Amazona_leucocephala,Cuban Parrot,Amazona,Psittacidae (New World and African Parrots),,,,
12613,Amazona_ventralis,Hispaniolan Parrot,Amazona,Psittacidae (New World and African Parrots),,,,
12614,Amazona_vittata,Puerto Rican Parrot,Amazona,Psittacidae (New World and African Parrots),,,,
12617,Amazona_farinosa,Mealy Parrot,Amazona,Psittacidae (New World and African Parrots),,,,
12622,Amazona_kawalli,Kawall's Parrot,Amazona,Psittacidae (New World and African Parrots),,,,
12623,Amazona_imperialis,Imperial Parrot,Amazona,Psittacidae (New World and African Parrots),,,,
12624,Amazona_violacea,Guadeloupe Parrot,Amazona,Psittacidae (New World and African Parrots),"Amazona_arausiaca, Amazona_martinicana, Amazona_imperialis, Amazona_violacea",,,yes
12625,Amazona_brasiliensis,Red-tailed Parrot,Amazona,Psittacidae (New World and African Parrots),,,,
12626,Amazona_guildingii,St. Vincent Parrot,Amazona,Psittacidae (New World and African Parrots),,,,
12627,Amazona_amazonica,Orange-winged Parrot,Amazona,Psittacidae (New World and African Parrots),,,,
12630,Amazona_mercenarius,Scaly-naped Parrot,Amazona,Psittacidae (New World and African Parrots),,,,
12634,Forpus_modestus,Dusky-billed Parrotlet,Forpus,Psittacidae (New World and African Parrots),,,,
12637,Forpus_cyanopygius,Mexican Parrotlet,Forpus,Psittacidae (New World and African Parrots),,,,
12640,Forpus_spengeli,Turquoise-winged Parrotlet,Forpus,Psittacidae (New World and African Parrots),,,,
12641,Forpus_crassirostris,Riparian Parrotlet,Forpus,Psittacidae (New World and African Parrots),,,,
12642,Forpus_xanthopterygius,Cobalt-rumped Parrotlet,Forpus,Psittacidae (New World and African Parrots),,,,
12643,Forpus_passerinus,Green-rumped Parrotlet,Forpus,Psittacidae (New World and African Parrots),,,,
12649,Forpus_conspicillatus,Spectacled Parrotlet,Forpus,Psittacidae (New World and African Parrots),,,,
12653,Forpus_coelestis,Pacific Parrotlet,Forpus,Psittacidae (New World and African Parrots),,,,
12654,Forpus_xanthops,Yellow-faced Parrotlet,Forpus,Psittacidae (New World and African Parrots),,,,
12656,Pionites_melanocephalus,Black-headed Parrot,Pionites,Psittacidae (New World and African Parrots),,,,
12659,Pionites_leucogaster,White-bellied Parrot,Pionites,Psittacidae (New World and African Parrots),,,,
12663,Deroptyus_accipitrinus,Red-fan Parrot,Deroptyus,Psittacidae (New World and African Parrots),,,,
12666,Pyrrhura_cruentata,Ochre-marked Parakeet,Pyrrhura,Psittacidae (New World and African Parrots),,,,
12667,Pyrrhura_devillei,Blaze-winged Parakeet,Pyrrhura,Psittacidae (New World and African Parrots),,,,
12668,Pyrrhura_frontalis,Maroon-bellied Parakeet,Pyrrhura,Psittacidae (New World and African Parrots),,,,
12671,Pyrrhura_lepida,Pearly Parakeet,Pyrrhura,Psittacidae (New World and African Parrots),,,,
12675,Pyrrhura_perlata,Crimson-bellied Parakeet,Pyrrhura,Psittacidae (New World and African Parrots),,,,
12676,Pyrrhura_molinae,Green-cheeked Parakeet,Pyrrhura,Psittacidae (New World and African Parrots),,,,
12683,Pyrrhura_pfrimeri,Pfrimer's Parakeet,Pyrrhura,Psittacidae (New World and African Parrots),,,,
12684,Pyrrhura_griseipectus,Gray-breasted Parakeet,Pyrrhura,Psittacidae (New World and African Parrots),,,,
12685,Pyrrhura_leucotis,Maroon-faced Parakeet,Pyrrhura,Psittacidae (New World and African Parrots),,,,
12687,Pyrrhura_picta,Painted Parakeet,Pyrrhura,Psittacidae (New World and African Parrots),,,,
12693,Pyrrhura_amazonum,Santarem Parakeet,Pyrrhura,Psittacidae (New World and African Parrots),,,,
12697,Pyrrhura_lucianii,Bonaparte's Parakeet,Pyrrhura,Psittacidae (New World and African Parrots),,,,
12698,Pyrrhura_roseifrons,Rose-fronted Parakeet,Pyrrhura,Psittacidae (New World and African Parrots),,,,
12704,Pyrrhura_viridicata,Santa Marta Parakeet,Pyrrhura,Psittacidae (New World and African Parrots),,,,
12705,Pyrrhura_egregia,Fiery-shouldered Parakeet,Pyrrhura,Psittacidae (New World and African Parrots),,,,
12708,Pyrrhura_melanura,Maroon-tailed Parakeet,Pyrrhura,Psittacidae (New World and African Parrots),,,,
12715,Pyrrhura_orcesi,El Oro Parakeet,Pyrrhura,Psittacidae (New World and African Parrots),,,,
12716,Pyrrhura_rupicola,Black-capped Parakeet,Pyrrhura,Psittacidae (New World and African Parrots),,,,
12719,Pyrrhura_albipectus,White-necked Parakeet,Pyrrhura,Psittacidae (New World and African Parrots),,,,
12720,Pyrrhura_calliptera,Brown-breasted Parakeet,Pyrrhura,Psittacidae (New World and African Parrots),,,,
12721,Pyrrhura_hoematotis,Red-eared Parakeet,Pyrrhura,Psittacidae (New World and African Parrots),,,,
12724,Pyrrhura_rhodocephala,Rose-headed Parakeet,Pyrrhura,Psittacidae (New World and African Parrots),,,,
12725,Pyrrhura_hoffmanni,Sulphur-winged Parakeet,Pyrrhura,Psittacidae (New World and African Parrots),,,,
12729,Enicognathus_ferrugineus,Austral Parakeet,Enicognathus,Psittacidae (New World and African Parrots),,,,
12732,Enicognathus_leptorhynchus,Slender-billed Parakeet,Enicognathus,Psittacidae (New World and African Parrots),,,,
12734,Cyanoliseus_patagonus,Burrowing Parakeet,Cyanoliseus,Psittacidae (New World and African Parrots),,,,
12740,Anodorhynchus_hyacinthinus,Hyacinth Macaw,Anodorhynchus,Psittacidae (New World and African Parrots),,,,
12741,Anodorhynchus_glaucus,Glaucous Macaw,Anodorhynchus,Psittacidae (New World and African Parrots),,,,
12742,Anodorhynchus_leari,Indigo Macaw,Anodorhynchus,Psittacidae (New World and African Parrots),,,,
12743,Rhynchopsitta_pachyrhyncha,Thick-billed Parrot,Rhynchopsitta,Psittacidae (New World and African Parrots),,,,
12744,Rhynchopsitta_terrisi,Maroon-fronted Parrot,Rhynchopsitta,Psittacidae (New World and African Parrots),,,,
12745,Eupsittula_nana,Olive-throated Parakeet,Eupsittula,Psittacidae (New World and African Parrots),,,,
12750,Eupsittula_canicularis,Orange-fronted Parakeet,Eupsittula,Psittacidae (New World and African Parrots),,,,
12754,Eupsittula_aurea,Peach-fronted Parakeet,Eupsittula,Psittacidae (New World and African Parrots),,,,
12755,Eupsittula_pertinax,Brown-throated Parakeet,Eupsittula,Psittacidae (New World and African Parrots),,,,
12771,Eupsittula_cactorum,Cactus Parakeet,Eupsittula,Psittacidae (New World and African Parrots),,,,
12774,Conuropsis_carolinensis,Carolina Parakeet,Conuropsis,Psittacidae (New World and African Parrots),,,,
12777,Aratinga_weddellii,Dusky-headed Parakeet,Aratinga,Psittacidae (New World and African Parrots),,,,
12778,Aratinga_nenday,Nanday Parakeet,Aratinga,Psittacidae (New World and African Parrots),,,,
12779,Aratinga_solstitialis,Sun Parakeet,Aratinga,Psittacidae (New World and African Parrots),,,,
12780,Aratinga_maculata,Sulphur-breasted Parakeet,Aratinga,Psittacidae (New World and African Parrots),"Aratinga_solstitialis, Aratinga_maculata",,Recent split,yes
12781,Aratinga_jandaya,Jandaya Parakeet,Aratinga,Psittacidae (New World and African Parrots),,,,
12782,Aratinga_auricapillus,Golden-capped Parakeet,Aratinga,Psittacidae (New World and African Parrots),,,,
12785,Cyanopsitta_spixii,Spix's Macaw,Cyanopsitta,Psittacidae (New World and African Parrots),,,,
12786,Orthopsittaca_manilatus,Red-bellied Macaw,Orthopsittaca,Psittacidae (New World and African Parrots),,,,
12787,Primolius_maracana,Blue-winged Macaw,Primolius,Psittacidae (New World and African Parrots),,,,
12788,Primolius_couloni,Blue-headed Macaw,Primolius,Psittacidae (New World and African Parrots),,,,
12789,Primolius_auricollis,Yellow-collared Macaw,Primolius,Psittacidae (New World and African Parrots),,,,
12790,Ara_ararauna,Blue-and-yellow Macaw,Ara,Psittacidae (New World and African Parrots),,,,
12791,Ara_glaucogularis,Blue-throated Macaw,Ara,Psittacidae (New World and African Parrots),,,,
12792,Ara_severus,Chestnut-fronted Macaw,Ara,Psittacidae (New World and African Parrots),,,,
12793,Ara_tricolor,Cuban Macaw,Ara,Psittacidae (New World and African Parrots),Ara,,,yes
12794,Ara_rubrogenys,Red-fronted Macaw,Ara,Psittacidae (New World and African Parrots),,,,
12795,Ara_militaris,Military Macaw,Ara,Psittacidae (New World and African Parrots),,,,
12799,Ara_ambiguus,Great Green Macaw,Ara,Psittacidae (New World and African Parrots),,,,
12802,Ara_macao,Scarlet Macaw,Ara,Psittacidae (New World and African Parrots),,,,
12807,Ara_chloropterus,Red-and-green Macaw,Ara,Psittacidae (New World and African Parrots),,,,
12811,Leptosittaca_branickii,Golden-plumed Parakeet,Leptosittaca,Psittacidae (New World and African Parrots),,,,
12812,Ognorhynchus_icterotis,Yellow-eared Parrot,Ognorhynchus,Psittacidae (New World and African Parrots),,,,
12813,Guaruba_guarouba,Golden Parakeet,Guaruba,Psittacidae (New World and African Parrots),,,,
12814,Thectocercus_acuticaudatus,Blue-crowned Parakeet,Thectocercus,Psittacidae (New World and African Parrots),,,,
12822,Diopsittaca_nobilis,Red-shouldered Macaw,Diopsittaca,Psittacidae (New World and African Parrots),,,,
12828,Psittacara_holochlorus,Green Parakeet,Psittacara,Psittacidae (New World and African Parrots),,,,
12833,Psittacara_brevipes,Socorro Parakeet,Psittacara,Psittacidae (New World and African Parrots),,,,
12834,Psittacara_strenuus,Pacific Parakeet,Psittacara,Psittacidae (New World and African Parrots),,,,
12837,Psittacara_finschi,Crimson-fronted Parakeet,Psittacara,Psittacidae (New World and African Parrots),,,,
12839,Psittacara_wagleri,Scarlet-fronted Parakeet,Psittacara,Psittacidae (New World and African Parrots),,,,
12846,Psittacara_mitratus,Mitred Parakeet,Psittacara,Psittacidae (New World and African Parrots),,,,
12853,Psittacara_erythrogenys,Red-masked Parakeet,Psittacara,Psittacidae (New World and African Parrots),,,,
12855,Psittacara_leucophthalmus,White-eyed Parakeet,Psittacara,Psittacidae (New World and African Parrots),,,,
12859,Psittacara_euops,Cuban Parakeet,Psittacara,Psittacidae (New World and African Parrots),,,,
12860,Psittacara_chloropterus,Hispaniolan Parakeet,Psittacara,Psittacidae (New World and African Parrots),,,,
12861,Psittacara_maugei,Puerto Rican Parakeet,Psittacara,Psittacidae (New World and African Parrots),"Psittacara_chloropterus, Psittacara_maugei",,MJI: obvious sisters,yes
12862,Psittacara_labati,Guadeloupe Parakeet,Psittacara,Psittacidae (New World and African Parrots),Psittacara,,,yes
12868,Traversia_lyalli,Stephens Island Wren,Traversia,Acanthisittidae (New Zealand Wrens),,,,
12869,Acanthisitta_chloris,Rifleman,Acanthisitta,Acanthisittidae (New Zealand Wrens),,,,
12872,Xenicus_longipes,Bush Wren,Xenicus,Acanthisittidae (New Zealand Wrens),,,,
12876,Xenicus_gilviventris,South Island Wren,Xenicus,Acanthisittidae (New Zealand Wrens),,,,
12878,Smithornis_capensis,African Broadbill,Smithornis,Calyptomenidae (African and Green Broadbills),,,,
12888,Smithornis_sharpei,Gray-headed Broadbill,Smithornis,Calyptomenidae (African and Green Broadbills),,,,
12892,Smithornis_rufolateralis,Rufous-sided Broadbill,Smithornis,Calyptomenidae (African and Green Broadbills),,,,
12896,Calyptomena_viridis,Green Broadbill,Calyptomena,Calyptomenidae (African and Green Broadbills),,,,
12900,Calyptomena_hosii,Hose's Broadbill,Calyptomena,Calyptomenidae (African and Green Broadbills),"Calyptomena_hosii, Calyptomena_whiteheadi",,MJI guess based on morphology and recent split,yes
12901,Calyptomena_whiteheadi,Whitehead's Broadbill,Calyptomena,Calyptomenidae (African and Green Broadbills),,,,
12903,Pseudocalyptomena_graueri,Grauer's Broadbill,Pseudocalyptomena,Eurylaimidae (Asian and Grauer's Broadbills),,,,
12904,Psarisomus_dalhousiae,Long-tailed Broadbill,Psarisomus,Eurylaimidae (Asian and Grauer's Broadbills),,,,
12910,Corydon_sumatranus,Dusky Broadbill,Corydon,Eurylaimidae (Asian and Grauer's Broadbills),,,,
12915,Sarcophanops_samarensis,Visayan Broadbill,Sarcophanops,Eurylaimidae (Asian and Grauer's Broadbills),Sarcophanops,,MJI two-species genus match,yes
12916,Sarcophanops_steerii,Wattled Broadbill,Sarcophanops,Eurylaimidae (Asian and Grauer's Broadbills),,,,
12919,Serilophus_lunatus,Silver-breasted Broadbill,Serilophus,Eurylaimidae (Asian and Grauer's Broadbills),,,,
12931,Cymbirhynchus_macrorhynchos,Black-and-red Broadbill,Cymbirhynchus,Eurylaimidae (Asian and Grauer's Broadbills),,,,
12937,Eurylaimus_javanicus,Banded Broadbill,Eurylaimus,Eurylaimidae (Asian and Grauer's Broadbills),,,,
12944,Eurylaimus_ochromalus,Black-and-yellow Broadbill,Eurylaimus,Eurylaimidae (Asian and Grauer's Broadbills),,,,
12948,Sapayoa_aenigma,Sapayoa,Sapayoa,Sapayoidae (Sapayoa),,,,
12950,Philepitta_castanea,Velvet Asity,Philepitta,Philepittidae (Asities),,,,
12951,Philepitta_schlegeli,Schlegel's Asity,Philepitta,Philepittidae (Asities),Philepitta,,MJI two-species genus match,yes
12952,Neodrepanis_coruscans,Common Sunbird-Asity,Neodrepanis,Philepittidae (Asities),,,,
12953,Neodrepanis_hypoxantha,Yellow-bellied Sunbird-Asity,Neodrepanis,Philepittidae (Asities),Neodrepanis,,MJI two-species genus match,yes
12956,Erythropitta_kochi,Whiskered Pitta,Erythropitta,Pittidae (Pittas),,,,
12957,Erythropitta_erythrogaster,Blue-breasted Pitta,Erythropitta,Pittidae (Pittas),,,,
12963,Erythropitta_caeruleitorques,Sangihe Pitta,Erythropitta,Pittidae (Pittas),Erythropitta,,Genus is a mess,yes
12964,Erythropitta_palliceps,Siau Pitta,Erythropitta,Pittidae (Pittas),Erythropitta,,Genus is a mess,yes
12965,Erythropitta_celebensis,Sulawesi Pitta,Erythropitta,Pittidae (Pittas),,,,
12966,Erythropitta_dohertyi,Sula Pitta,Erythropitta,Pittidae (Pittas),Erythropitta,,Genus is a mess,yes
12967,Erythropitta_rufiventris,North Moluccan Pitta,Erythropitta,Pittidae (Pittas),Erythropitta,,Genus is a mess,yes
12971,Erythropitta_rubrinucha,South Moluccan Pitta,Erythropitta,Pittidae (Pittas),,,,
12974,Erythropitta_macklotii,Papuan Pitta,Erythropitta,Pittidae (Pittas),,,,
12980,Erythropitta_novaehibernicae,New Ireland Pitta,Erythropitta,Pittidae (Pittas),Erythropitta,,Genus is a mess,yes
12983,Erythropitta_splendida,Tabar Pitta,Erythropitta,Pittidae (Pittas),,,,
12984,Erythropitta_gazellae,New Britain Pitta,Erythropitta,Pittidae (Pittas),Erythropitta,,Genus is a mess,yes
12985,Erythropitta_meeki,Louisiade Pitta,Erythropitta,Pittidae (Pittas),,,,
12986,Erythropitta_venusta,Graceful Pitta,Erythropitta,Pittidae (Pittas),,,,
12987,Erythropitta_ussheri,Black-crowned Pitta,Erythropitta,Pittidae (Pittas),Erythropitta,,Genus is a mess,
12988,Erythropitta_arquata,Blue-banded Pitta,Erythropitta,Pittidae (Pittas),,,,
12989,Erythropitta_granatina,Garnet Pitta,Erythropitta,Pittidae (Pittas),,,,
12993,Hydrornis_phayrei,Eared Pitta,Hydrornis,Pittidae (Pittas),,,,
12994,Hydrornis_oatesi,Rusty-naped Pitta,Hydrornis,Pittidae (Pittas),,,,
12999,Hydrornis_nipalensis,Blue-naped Pitta,Hydrornis,Pittidae (Pittas),,,,
13002,Hydrornis_soror,Blue-rumped Pitta,Hydrornis,Pittidae (Pittas),,,,
13008,Hydrornis_caeruleus,Giant Pitta,Hydrornis,Pittidae (Pittas),,,,
13011,Hydrornis_schneideri,Schneider's Pitta,Hydrornis,Pittidae (Pittas),"Hydrornis_caeruleus, Hydrornis_schneideri, Hydrornis_cyaneus",,"Closely related to H. caeruleus, and also to H. cyaneus.",yes
13012,Hydrornis_irena,Malayan Banded-Pitta,Hydrornis,Pittidae (Pittas),"Hydrornis_irena, Hydrornis_guajanus, Hydrornis_schwaneri",,Recent splits,yes
13013,Hydrornis_guajanus,Javan Banded-Pitta,Hydrornis,Pittidae (Pittas),,,,
13014,Hydrornis_schwaneri,Bornean Banded-Pitta,Hydrornis,Pittidae (Pittas),"Hydrornis_irena, Hydrornis_guajanus, Hydrornis_schwaneri",,Recent splits,
13015,Hydrornis_baudii,Blue-headed Pitta,Hydrornis,Pittidae (Pittas),,,,
13016,Hydrornis_cyaneus,Blue Pitta,Hydrornis,Pittidae (Pittas),,,,
13020,Hydrornis_elliotii,Bar-bellied Pitta,Hydrornis,Pittidae (Pittas),,,,
13021,Hydrornis_gurneyi,Gurney's Pitta,Hydrornis,Pittidae (Pittas),,,,
13023,Pitta_angolensis,African Pitta,Pitta,Pittidae (Pittas),,,,
13027,Pitta_reichenowi,Green-breasted Pitta,Pitta,Pittidae (Pittas),,,,
13028,Pitta_brachyura,Indian Pitta,Pitta,Pittidae (Pittas),,,,
13029,Pitta_moluccensis,Blue-winged Pitta,Pitta,Pittidae (Pittas),,,,
13030,Pitta_nympha,Fairy Pitta,Pitta,Pittidae (Pittas),,,,
13031,Pitta_sordida,Hooded Pitta,Pitta,Pittidae (Pittas),,,,
13047,Pitta_steerii,Azure-breasted Pitta,Pitta,Pittidae (Pittas),,,,
13050,Pitta_versicolor,Noisy Pitta,Pitta,Pittidae (Pittas),,,,
13054,Pitta_maxima,Ivory-breasted Pitta,Pitta,Pittidae (Pittas),,,,
13057,Pitta_concinna,Ornate Pitta,Pitta,Pittidae (Pittas),"Pitta_concinna, Pitta_elegans, Pitta_vigorsii",,MJI guess based on morphology and recent split,yes
13058,Pitta_elegans,Elegant Pitta,Pitta,Pittidae (Pittas),,,,
13062,Pitta_vigorsii,Banda Sea Pitta,Pitta,Pittidae (Pittas),"Pitta_concinna, Pitta_elegans, Pitta_vigorsii",,MJI guess based on morphology and recent split,yes
13064,Pitta_anerythra,Black-faced Pitta,Pitta,Pittidae (Pittas),,,,
13068,Pitta_megarhyncha,Mangrove Pitta,Pitta,Pittidae (Pittas),"Pitta_moluccensis, Pitta_megarhyncha",,"Sometimes considered conspecific with P. moluccensis, but differs in morphology, plumage pattern and behaviour, separated ecologically, and no apparent interbreeding where ranges come into contact.",yes
13069,Pitta_superba,Superb Pitta,Pitta,Pittidae (Pittas),,,,
13070,Pitta_iris,Rainbow Pitta,Pitta,Pittidae (Pittas),,,,
13076,Euchrepomis_callinota,Rufous-rumped Antwren,Euchrepomis,Thamnophilidae (Typical Antbirds),,,,
13081,Euchrepomis_humeralis,Chestnut-shouldered Antwren,Euchrepomis,Thamnophilidae (Typical Antbirds),,,,
13082,Euchrepomis_sharpei,Yellow-rumped Antwren,Euchrepomis,Thamnophilidae (Typical Antbirds),,,,
13083,Euchrepomis_spodioptila,Ash-winged Antwren,Euchrepomis,Thamnophilidae (Typical Antbirds),,,,
13088,Cymbilaimus_lineatus,Fasciated Antshrike,Cymbilaimus,Thamnophilidae (Typical Antbirds),,,,
13092,Cymbilaimus_sanctaemariae,Bamboo Antshrike,Cymbilaimus,Thamnophilidae (Typical Antbirds),,,,
13093,Hypoedaleus_guttatus,Spot-backed Antshrike,Hypoedaleus,Thamnophilidae (Typical Antbirds),,,,
13094,Batara_cinerea,Giant Antshrike,Batara,Thamnophilidae (Typical Antbirds),,,,
