id	replacement
5852557	5340822
3599462	62258
3599849	3599397
5857248	3600737
4131368	48784
5846356	363022
3598274	214249
3599457	800679
3599551	3598211
3599616	824074
3599577	1086241
3599581	900078
3599593	727897
3599592	3598163
5835425	212174
3597183	335229
3600679	31566
3599377	3598491
3599659	364717
5860913	55587
5835411	1016856
3599769	647192
5266814	3596276
3598256	473891
4947790	338617
3597388	550149
5835373	467930
3597393	559266
3596453	26087
3599798	3598470
5859868	870606
3597264	569566
5857075	3600675
3598619	499641
5339491	443638
6151251	3596574
5857183	3604196
5857054	3595580
4947781	981954
5852560	474284
5852565	4947647
3599092	777935
3599526	817143
5857129	244702
5857276	49250
5857329	1008948
3599118	25820
5857108	701702
5852531	780433
5857215	3600004
3598818	302978
3598697	171829
5857058	1023132
5857177	4947400
3599621	3599396
3599059	960215
3600438	773835
3599341	265361
5861127	939944
5857190	3596359
5266741	3599351
3599379	1055601
5266742	3599569
3599536	3598213
4130480	698967
6520263	6520262
5859939	3599532
3599711	259942
5857136	129399
4947411	454019
3598152	33126
5857312	279106
6151560	243420
618085	411223
3605176	3603278
5559001	416112
3598464	1073080
5800396	44687
3598891	3598884
3597750	370815
3597953	103165
3597306	527328
4947550	857815
5852555	3599867
5857212	3600022
3599390	445868
4131367	3597638
4131369	3597619
4131655	647112
3598544	3598528
5857306	305334
3598224	3598191
5266748	3599630
4130486	254356
3598542	3598531
5857362	119889
3596716	3596700
5559013	5559012
5559022	480119
5559023	463177
5559031	565816
5559042	330010
5559043	330010
5559010	3600718
5559005	414354
5559007	192753
5857147	416080
7068394	3599313
6155584	662798
5559000	5340775
5857100	3600554
3598628	841165
3598128	869011
5857104	335017
3599574	647111
5857245	3600755
3599636	102468
3598810	906449
6153994	61981
3598916	3598883
4947771	4947762
5857234	3599981
5857036	851024
3597215	157200
5857141	154126
5857189	3605883
4130481	416080
4947777	4947767
5857279	927344
3598233	59725
4947770	355983
4947783	4947759
4947780	4947768
4947797	857173
4947791	394151
4130482	1026258
3596439	3596437
6155077	656589
3598378	551162
3598027	3598025
4131425	529543
3599821	227762
5341199	4131467
5341196	465905
4130483	887696
3597198	170490
4947610	3597655
7068748	3595637
5857019	3600327
5560134	3596574
5857070	628056
4947728	717316
4947712	3599818
4947699	634833
4947694	3598438
5857187	1041420
5857056	3595557
4947580	4947556
617804	515113
4947571	1098264
4947567	482248
4947456	895514
5835448	901831
5857045	3600313
5857069	3596772
5560004	543266
5736798	283835
3597954	103168
5857206	3600025
5857107	701703
104678	22039
5857067	3596773
5340523	5297298
5860912	124995
3598174	3598171
3598127	383140
3598232	59716
5857296	138187
5341368	489153
5857383	3599539
3599033	201676
4131319	288659
5340783	3599145
3597696	596763
5857355	28348
3598744	927346
5857371	349675
4947775	4947754
6155136	240289
6152047	946707
4947582	492722
5744142	267639
5859924	3597482
3597199	532753
7068077	3595850
5857348	90900
5857126	917049
405867	22039
4947660	196938
4947792	394154
4131521	3597415
4131398	529551
3596888	236666
3599848	720616
5559030	3599484
5559026	179649
7068446	6153378
4130825	4130800
4131400	3597626
5925683	4947815
3599235	1008948
4947635	3597478
4947612	3597629
4947577	4947565
5857214	3599939
4131386	3597632
5835473	489918
5861018	5223304
5341191	5340810
3600097	88590
4131509	901356
4131395	776926
4131373	3597622
4947593	959972
4131513	903274
5340709	917053
4131383	996844
6152027	3597994
3599552	3598212
4131242	921082
4947774	176459
5860996	1087570
3599635	3598166
4131511	328908
4947723	848363
4947766	3599649
4131497	760388
3599828	994339
5857175	981205
4947587	615346
4947782	4947764
1058340	501678
3597413	119725
4947607	3597612
666104	285198
3600770	198673
6152789	673521
4131503	3597409
4947685	334216
4131419	630046
4132058	3598087
3598021	675806
4947405	3596276
3598655	710529
4131543	3597471
4947586	1008491
4947697	290853
3599687	6024
4947681	697087
4947677	174119
4947618	28346
4947698	3598437
3598228	676568
4947564	520366
3597106	176464
3598766	504461
4131520	3597408
3598963	417505
4947773	395308
4947695	19368
3599128	3599121
4947619	957580
5857155	4131249
5560150	684048
4947548	660690
5835494	402451
5736795	931725
5857300	746231
3600484	539136
5857254	423342
4947594	959974
4947683	788849
4131418	776922
4947578	1046626
4947588	1018618
4947592	434294
4947595	959911
4131370	286093
3597501	659656
5744164	919201
4947608	3597642
3598987	1092630
5857326	946228
5857073	744560
4947680	3598460
5835435	136027
4947584	1018619
4131423	3597598
5857095	660930
3601066	609781
3598631	848364
5744141	666111
3597212	545135
4131244	1021962
3597093	741570
5857127	917049
5560092	269790
5857043	3600314
4947576	534432
3597616	1097688
3600375	174392
5857072	3596788
4947637	3597149
4131417	3597637
5857169	1021962
5835450	28348
5835456	719093
5835446	891413
5835462	726133
5835469	499628
5835492	3599804
5835353	1092197
5835372	330010
5835377	1092197
5835360	977742
3600163	960891
3597290	349675
3597214	45749
4131421	3597595
3597759	18594
3597760	370815
5835407	288691
3597699	4085
3595846	3595833
5846352	464703
3597900	775144
3597873	3597872
3597856	635220
5835464	436332
5835356	1080868
6153443	486836
3597795	641120
868637	105529
3599660	3598358
3599507	1022703
3599754	687884
3599765	865397
3596279	1870
3604197	1041420
5835470	463442
5835386	935135
5835408	711854
5925774	446659
4131500	318589
5835437	370815
5340027	443638
5835500	854607
5835426	153576
4131409	630062
4131366	3597640
5852539	494364
3599337	425274
5857336	3599840
5859959	283167
5341189	5340517
5859865	157745
5857216	3599921
4131742	793322
4131526	901357
4131482	1027172
5859875	552056
5560414	471652
3598615	981196
3598635	44860
3598621	565816
5859969	707369
5859899	634894
5859926	3597491
5857203	1041320
5835496	464703
3600619	192753
3600617	664344
5560416	726166
3599883	824110
6151629	166697
4947536	209184
772738	236083
3598380	835367
3597197	532752
5560030	279504
3599290	315044
5857339	3599488
3598820	168078
5827912	474278
3595667	482545
5560064	129413
5560095	306763
5560097	3597572
5560000	3599919
5560514	53708
5560119	109023
5560116	550039
5560117	664650
5560139	1041427
5560152	684046
5560413	946835
5560424	664650
6152016	877150
5561050	4131533
5561057	453758
5561054	4131525
6152805	3598490
3597281	1087582
4131365	3597610
4131805	422515
5857191	933122
5857318	3599165
5835366	419368
5835381	238478
3599859	334217
3597184	317442
5560456	355984
3600751	414338
829683	287312
4947796	913362
5835506	283193
5835457	109881
5835398	729489
3600683	969843
3597649	797581
6151361	5859986
3598337	1010889
6151833	817590
6151716	684048
6150903	903620
5859897	61985
3600376	174393
3596958	436747
6151431	733990
5859878	767835
3598565	405022
3598534	3598522
5846317	842352
5846366	822331
5846363	3599692
5846369	372538
5846354	4947501
5846358	313130
5846299	1025661
4131528	3597410
5857304	1036002
5857243	159830
5857253	71182
3598235	35354
4131414	3597647
4131396	3597657
3597385	559268
5852550	4947807
5852500	5297298
5852521	5340718
3599467	827152
5852537	897464
5852532	891428
3604403	759415
5852540	639413
5835439	703809
5835475	826466
5852571	568571
5852506	5340764
6151290	956254
5835440	332937
4132022	285210
3605562	214788
3600265	379419
4132001	3598743
5857101	1039521
3600429	238155
5852509	818421
6153019	5857382
6151391	527604
516013	433845
5839482	1019209
5852536	32331
5852577	1095263
3596442	570967
5852508	5340729
5860993	157614
3600367	600846
5852573	201675
5835452	693334
3598661	260004
3600294	738746
5860995	3597419
3595683	332037
3600713	595235
4131506	3597412
6151207	449659
4131476	939941
3600349	773835
878309	696975
5561055	706153
5561056	425446
5857346	732985
3599810	292918
5852530	568571
4947847	408566
4131377	776938
3598762	1053669
5857039	3600312
3598836	486630
3600415	3600414
5857207	3600036
5857259	900916
5857251	248494
5857274	1027024
5857264	780951
5857179	3602520
5857173	4131266
5857163	4131250
5857160	4131240
5857161	4131248
4131501	901359
5857133	615377
5857365	793322
5857154	4131251
5857079	3597059
5852576	3599569
5857068	3596771
5857063	3596742
5857407	3596388
3600774	487308
5857333	5341209
3597504	207743
5857323	3599253
5857345	786432
5857372	819314
5857370	422527
3600335	276609
5857282	1053669
5857280	191562
656838	209301
5857041	749206
5857229	3599913
5857016	215177
3600461	238140
3600456	199746
3596957	704183
5859869	817994
6151208	449659
5857238	374301
5852545	837585
5852504	744562
3597396	381385
5857198	3600480
6152793	3598474
5857182	3602884
3598671	269792
5857237	1024692
4131545	3597469
5846375	915881
3597207	666105
5852533	5340760
6372841	496253
3597173	630693
5852510	302793
5857046	375780
3600682	9837
4947785	4947761
6152627	457475
6150892	540033
3600098	512764
4947579	1046633
6151056	3596964
5852542	507121
5835397	755115
5857122	112946
5852515	860117
4131358	3598305
3599881	508025
5857244	3600754
5857271	388714
6154090	532751
5857038	3600316
3600674	9838
3600253	701705
5859963	806927
5859912	213448
5852496	3604679
5857033	3600425
6372707	267639
5857290	71225
5857313	361531
5852524	3602732
5857180	3604250
4131481	1027170
5857009	848607
5857267	190884
5846371	635218
3600546	781208
4131517	3597411
3597111	483332
5852584	617803
5859919	3597492
5857050	3595559
5852558	3599767
3596246	1082981
5857088	3600573
5835484	207740
3598273	1050338
3597177	961462
5857302	1008945
4131763	3597887
3597190	45748
4131527	455546
4131437	3597628
5857410	3596378
5342841	1041543
3599500	451617
5852572	3599876
