uid	|	parent_uid	|	name	|	rank	|	sourceinfo	|	uniqname	|	flags	|	
6154707	|	860130	|	Ardea paloccidentalis	|	species	|	gbif:8548301	|		|		|	
7662716	|	860130	|	Ardea aruensis	|	species	|	gbif:8770879	|		|		|	
7662715	|	860130	|	Ardea ardesiacea	|	species	|	gbif:8770923	|		|		|	
7662734	|	860130	|	Ardea pealii	|	species	|	gbif:8890892	|		|		|	
7662723	|	860130	|	Ardea caboga	|	species	|	gbif:8913983	|		|		|	
7662714	|	860130	|	Ardea affinis	|	species	|	gbif:8940579	|		|		|	
7662732	|	860130	|	Ardea nebulosa	|	species	|	gbif:8981934	|		|		|	
7662724	|	860130	|	Ardea callocephala	|	species	|	gbif:8982466	|		|		|	
7662722	|	860130	|	Ardea bubulcus	|	species	|	gbif:9006544	|		|		|	
7662719	|	860130	|	Ardea australis	|	species	|	gbif:9040478	|		|		|	
7662717	|	860130	|	Ardea atricollis	|	species	|	gbif:9065186	|		|		|	
7662730	|	860130	|	Ardea maguari	|	species	|	gbif:9108306	|		|		|	
7662733	|	860130	|	Ardea nivea	|	species	|	gbif:9161447	|		|		|	
7662720	|	860130	|	Ardea bilineata	|	species	|	gbif:9222347	|		|		|	
7662737	|	860130	|	Ardea timoriensis	|	species	|	gbif:9564736	|		|		|	
7662729	|	860130	|	Ardea longicollis	|	species	|	gbif:9619533	|		|		|	
7662721	|	860130	|	Ardea brunhuberi	|	no rank	|	gbif:9674871	|		|	extinct,incertae_sedis	|	
7662728	|	860130	|	Ardea lignitum	|	no rank	|	gbif:9695290	|		|	extinct,incertae_sedis	|	
7662735	|	860130	|	Ardea perplexa	|	no rank	|	gbif:9725111	|		|	extinct,incertae_sedis	|	
7662726	|	860130	|	Ardea formosa	|	no rank	|	gbif:9756888	|		|	extinct,incertae_sedis	|	
7662727	|	860130	|	Ardea latipes	|	no rank	|	gbif:9776624	|		|	extinct,incertae_sedis	|	
7662725	|	860130	|	Ardea effosa	|	no rank	|	gbif:9778118	|		|	extinct,incertae_sedis	|	
3596745	|	860130	|	Ardea sumatrana	|	species	|	gbif:2480924,irmng:10597994	|		|		|	
3596746	|	860130	|	Ardea humbloti	|	species	|	gbif:2480931,irmng:10192849	|		|		|	
3596744	|	860130	|	Ardea polkensis	|	species	|	gbif:4966501	|		|		|	
7662731	|	860130	|	Ardea megacephala	|	no rank	|	gbif:9645927	|		|	extinct,incertae_sedis	|	
7662736	|	860130	|	Ardea piveteaui	|	no rank	|	gbif:9746097	|		|	extinct,incertae_sedis	|	
6154708	|	860130	|	Ardea scolopacea	|	species	|	gbif:8229184	|		|		|	
5857062	|	860130	|	Ardea bournei	|	species	|	irmng:10540412	|		|	hidden	|	
154816	|	609781	|	Cochlearius	|	genus	|	ncbi:110675,worms:415218,gbif:2480832,irmng:1010228	|		|		|	
154815	|	154816	|	Cochlearius cochlearius	|	species	|	ncbi:110676,worms:422582,gbif:2480833,irmng:10196213	|		|		|	
273442	|	609781	|	Ardeola	|	genus	|	ncbi:188374,worms:203936,gbif:2480901,irmng:1278673	|		|		|	
1031968	|	273442	|	Ardeola idae	|	species	|	ncbi:1002743,worms:212670,gbif:2480903,irmng:10196211	|		|		|	
3596769	|	273442	|	Ardeola grayii	|	species	|	ncbi:1158920,gbif:2480905,irmng:10196210	|		|		|	
7662743	|	273442	|	unclassified Ardeola	|	no rank - terminal	|	ncbi:2628092	|		|	not_otu,was_container	|	
947047	|	273442	|	Ardeola ralloides	|	species	|	ncbi:670334,worms:212671,gbif:2480906,irmng:10196212	|		|		|	
273439	|	273442	|	Ardeola bacchus	|	species	|	ncbi:188375,gbif:2480907,irmng:10196209	|		|		|	
332177	|	273442	|	Ardeola bacchus/speciosa	|	species	|	ncbi:1097440	|		|		|	
1031963	|	273442	|	Ardeola rufiventris	|	species	|	ncbi:1002746,gbif:2480902,irmng:10196180,irmng:10459515	|		|		|	
151682	|	273442	|	Ardeola sp. GGS-2011	|	species	|	ncbi:1002901	|		|		|	
7662742	|	273442	|	Ardeola prasinosceles	|	species	|	gbif:8897433	|		|		|	
3596770	|	273442	|	Ardeola speciosa	|	species	|	gbif:2480904,irmng:10899391	|		|		|	
313128	|	609781	|	Nycticorax	|	genus	|	ncbi:8900,worms:159122,gbif:7824892,irmng:1099259	|		|		|	
868633	|	313128	|	Nycticorax caledonicus	|	species	|	ncbi:585469,gbif:2480857,irmng:10190824	|		|		|	
313126	|	313128	|	Nycticorax nycticorax	|	species	|	ncbi:8901,worms:159123,gbif:2480863,irmng:10453361	|		|		|	
282620	|	313126	|	Nycticorax nycticorax hoactli	|	subspecies	|	ncbi:230836	|		|	infraspecific	|	
7662759	|	313128	|	Nycticorax minahassae	|	species	|	gbif:8940972	|		|		|	
7662758	|	313128	|	Nycticorax crassirostris	|	species	|	gbif:9041830	|		|		|	
3596752	|	313128	|	Nycticorax fidens	|	species	|	gbif:4966497	|		|		|	
3596751	|	313128	|	Nycticorax falklandicus	|	species	|	irmng:10524677	|		|	hidden	|	
6520303	|	313128	|	Nycticorax megacephalus	|	species	|	additions-6520264-6520323:6520303	|		|		|	
6520304	|	313128	|	Nycticorax duboisi	|	species	|	additions-6520264-6520323:6520304	|		|		|	
6520305	|	313128	|	Nycticorax mauritianus	|	species	|	additions-6520264-6520323:6520305	|		|		|	
353612	|	609781	|	Dupetor	|	genus	|	ncbi:592149,gbif:2480870	|		|		|	
928976	|	353612	|	Dupetor flavicollis	|	species	|	ncbi:592150,gbif:2480871,irmng:10191121,irmng:10896441	|		|		|	
283835	|	609781	|	Agamia	|	genus	|	ncbi:706244,worms:415012,gbif:2480835,irmng:1330201	|		|		|	
283833	|	283835	|	Agamia agami	|	species	|	ncbi:706245,worms:422581,gbif:2480836,irmng:11373480	|		|		|	
744562	|	609781	|	Egretta	|	genus	|	ncbi:56073,worms:159113,gbif:2480872,irmng:1093570,irmng:1009803	|		|		|	
55044	|	744562	|	Egretta sacra	|	species	|	ncbi:887049,worms:446493,gbif:2480899,irmng:10940140,irmng:10829537	|		|		|	
892214	|	744562	|	Egretta caerulea	|	species	|	ncbi:110682,worms:159114,gbif:2480894,irmng:10585007,irmng:11010832	|		|		|	
126087	|	744562	|	Egretta thula	|	species	|	ncbi:110681,worms:159116,gbif:2480873,irmng:10196450,irmng:10830198	|		|		|	
3596775	|	744562	|	Egretta gularis	|	species	|	ncbi:1752861,worms:212665,gbif:2480898,irmng:10586611	|		|		|	
981451	|	744562	|	Egretta eulophotes	|	species	|	ncbi:458089,worms:446492,gbif:2480887,irmng:10717124	|		|		|	
273425	|	744562	|	Egretta garzetta	|	species	|	ncbi:188379,worms:159115,gbif:2480876,irmng:11357711	|		|		|	
744560	|	744562	|	Egretta rufescens	|	species	|	ncbi:56074,worms:422580,gbif:2480888,irmng:10667756,irmng:10695217	|		|		|	
881921	|	744562	|	Egretta tricolor	|	species	|	ncbi:110683,worms:159117,gbif:2480881,irmng:11027871,irmng:11034712	|		|		|	
3596779	|	744562	|	Egretta ardesiaca	|	species	|	worms:212663,gbif:2480878,irmng:10196451	|		|		|	
3596777	|	744562	|	Egretta dimorpha	|	species	|	gbif:2480879,irmng:10196452	|		|		|	
3596778	|	744562	|	Egretta vinaceigula	|	species	|	gbif:2480900,irmng:10456916	|		|		|	
3596781	|	744562	|	Egretta subfluvia	|	species	|	gbif:4966498	|		|		|	
3596774	|	744562	|	Egretta picata	|	species	|	gbif:6066403,irmng:11221560	|		|		|	
5560052	|	744562	|	Notophoyx novaehollandiae	|	species	|	irmng:10749714	|		|	hidden	|	
892217	|	609781	|	Syrigma	|	genus	|	ncbi:110686,gbif:2480920,irmng:1212182	|		|		|	
892218	|	892217	|	Syrigma sibilatrix	|	species	|	ncbi:110687,gbif:2480921,irmng:10762615	|		|		|	
6154730	|	892217	|	Syrigma sanctimartini	|	species	|	gbif:8631746	|		|		|	
5852502	|	609781	|	Casmerodius	|	genus	|	worms:206226,irmng:1024945	|		|	barren	|	
6154728	|	609781	|	Pikaihao	|	genus	|	gbif:8472480	|		|		|	
6154729	|	6154728	|	Pikaihao bartlei	|	species	|	gbif:8680713	|		|		|	
6154722	|	609781	|	Matuku	|	genus	|	gbif:8684021	|		|		|	
6154723	|	6154722	|	Matuku otagoense	|	species	|	gbif:8475293	|		|		|	
3596789	|	609781	|	Tigriornis	|	genus	|	gbif:2480827,irmng:1109482	|		|		|	
3596788	|	3596789	|	Tigriornis leucolopha	|	species	|	gbif:5789312,irmng:10840562	|		|		|	
3596786	|	609781	|	Zonerodius	|	genus	|	gbif:2480916,irmng:1026427	|		|		|	
3596785	|	3596786	|	Zonerodius heliosylus	|	species	|	gbif:2480917,irmng:10196214	|		|		|	
7662739	|	609781	|	Ardeirallus	|	genus	|	gbif:4405907	|		|		|	
7662740	|	7662739	|	Ardeirallus nesophilus	|	species	|	gbif:9041278	|		|		|	
7662741	|	7662739	|	Ardeirallus praetermissus	|	species	|	gbif:9138361	|		|		|	
4130616	|	609781	|	Gnotornis	|	genus	|	gbif:4576821,irmng:1245015	|		|		|	
7662757	|	4130616	|	Gnotornis aramiellus	|	species	|	gbif:8751071	|		|		|	
3605323	|	609781	|	Botaurites	|	no rank	|	gbif:4844325	|		|	extinct,incertae_sedis	|	
7662748	|	3605323	|	Ardea similis	|	no rank	|	gbif:9676236	|		|	extinct,incertae_sedis	|	
7662749	|	3605323	|	Botaurites avitus	|	no rank	|	gbif:9810603	|		|	extinct,incertae_sedis	|	
3596783	|	609781	|	Ardetta	|	genus	|	gbif:4847046,irmng:1196484	|		|		|	
7662746	|	3596783	|	Ardetta pulchra	|	species	|	gbif:8878606	|		|		|	
7662745	|	3596783	|	Ardetta nigra	|	species	|	gbif:9038587	|		|		|	
7662747	|	3596783	|	Ardetta riedeli	|	species	|	gbif:9092968	|		|		|	
7662744	|	3596783	|	Ardetta cockerelli	|	species	|	gbif:9111004	|		|		|	
3596798	|	3596783	|	Ardetta punctata	|	species	|	irmng:11309481	|		|	hidden	|	
4130621	|	609781	|	Calcardea	|	no rank	|	gbif:4847062,irmng:1436625	|		|	extinct,incertae_sedis	|	
4130622	|	4130621	|	Calcardea junnei	|	no rank	|	gbif:4966495	|		|	extinct_inherited,incertae_sedis	|	
4130619	|	609781	|	Proardea	|	no rank	|	gbif:4847067,irmng:1357080	|		|	extinct,incertae_sedis	|	
4130620	|	4130619	|	Proardea amissa	|	no rank	|	gbif:4966496	|		|	extinct_inherited,incertae_sedis	|	
4130625	|	609781	|	Proardeola	|	genus	|	gbif:4847112,irmng:1232330	|		|		|	
4130626	|	4130625	|	Proardeola walkeri	|	species	|	gbif:4966499	|		|		|	
3603824	|	609781	|	Ardeacites	|	no rank	|	gbif:4852410	|		|	extinct,incertae_sedis	|	
7662738	|	3603824	|	Ardeacites molassicus	|	no rank	|	gbif:9726527	|		|	extinct,incertae_sedis	|	
3604087	|	609781	|	Palaeophoyx	|	genus	|	gbif:9411016	|		|		|	
6151151	|	3604087	|	Palaeophoyx columbiana	|	species	|	gbif:8566838	|		|		|	
5852503	|	609781	|	Heterocnus	|	genus	|	irmng:1357891	|		|	hidden,barren	|	
4130618	|	609781	|	Zeltornis	|	genus	|	irmng:1398848	|		|	hidden,barren	|	
4130629	|	609781	|	Erythocnus	|	genus	|	irmng:1408054	|		|	hidden,barren	|	
3596799	|	609781	|	Proherodius	|	no rank	|	irmng:1018349	|		|	hidden,barren,extinct,incertae_sedis	|	
3596782	|	609781	|	Bulbulcus	|	genus	|	irmng:1108918	|		|	hidden	|	
7662752	|	3596782	|	Bulbulcus ibis	|	species	|	irmng:10071612	|		|	hidden	|	
3596793	|	609781	|	Myola	|	genus	|	irmng:1347122	|		|	hidden	|	
3596792	|	3596793	|	Myola pacifica	|	species	|	irmng:10749434	|		|	hidden	|	
4130630	|	609781	|	Eoceornis	|	genus	|	gbif:4847100,irmng:1422068	|		|		|	
6154719	|	4130630	|	Eoceornis ardetta	|	species	|	gbif:8465857	|		|		|	
3596791	|	609781	|	Tonophoyx	|	genus	|	irmng:1113279	|		|	hidden	|	
3596797	|	3596791	|	Tonophoyx aruensis	|	species	|	irmng:11335539	|		|	hidden	|	
4130615	|	609781	|	Goisakius	|	genus	|	irmng:1182276	|		|	hidden,barren	|	
4130631	|	609781	|	Demigretta	|	genus	|	irmng:1105871	|		|	hidden	|	
4130632	|	4130631	|	Demigretta matook	|	species	|	irmng:11399182	|		|	hidden	|	
4130624	|	609781	|	Cancroma	|	genus	|	irmng:1307460	|		|	hidden,barren	|	
4131172	|	969837	|	Pelecaniformes sp. BOLD:AAD3667	|	species	|	ncbi:852699	|		|	sibling_higher	|	
3603740	|	969837	|	Cyphornithidae	|	no rank	|	gbif:4848869,irmng:118187	|		|	barren,extinct,incertae_sedis,sibling_higher	|	
4132132	|	3603740	|	Tympanonesiotes	|	no rank	|	irmng:1184998	|		|	hidden,barren,extinct,incertae_sedis	|	
4947520	|	969837	|	Phaethontiformes	|	order	|	gbif:7190987	|		|	barren,merged	|	
7662764	|	969837	|	Mangystania	|	no rank	|	gbif:9252146	|		|	extinct,major_rank_conflict,incertae_sedis	|	
7662765	|	7662764	|	Mangystania humilicristata	|	no rank	|	gbif:9559988	|		|	extinct,major_rank_conflict_inherited,incertae_sedis	|	
4947501	|	969837	|	Suliformes	|	order	|	gbif:7192775	|		|	barren,merged	|	
938409	|	241846	|	Coraciiformes	|	order	|	ncbi:8936,worms:158981,gbif:1447,irmng:10986	|		|	sibling_higher	|	
244696	|	938409	|	Coraciidae	|	family	|	ncbi:56290,worms:196027,gbif:9307,irmng:101601	|		|	sibling_higher	|	
244695	|	244696	|	Coracias	|	genus	|	ncbi:56291,worms:203878,gbif:2475359,irmng:1314124	|		|		|	
244691	|	244695	|	Coracias caudatus	|	species	|	ncbi:56292,worms:212742,gbif:2475360,irmng:11778667,irmng:10212653	|		|		|	
570967	|	244695	|	Coracias spatulata	|	species	|	ncbi:81902,irmng:11057673	|		|		|	
3596441	|	244695	|	Coracias benghalensis	|	species	|	ncbi:1343485,gbif:8343600,gbif:2475379,irmng:10660070	|		|		|	
5857415	|	244695	|	Coracias spatulatus	|	species	|	ncbi:1547491,gbif:2475368	|		|		|	
3596438	|	244695	|	Coracias cyanogaster	|	species	|	ncbi:1547490,gbif:2475364,irmng:11192120	|		|		|	
372551	|	244695	|	Coracias garrulus	|	species	|	ncbi:188338,worms:212743,gbif:2475365,irmng:11253903	|		|		|	
704139	|	244695	|	Coracias abyssinicus	|	species	|	ncbi:325342,gbif:2475373,irmng:10212652	|		|		|	
7659345	|	244695	|	Coracias lorti	|	species	|	gbif:8901572	|		|		|	
7659346	|	244695	|	Coracias natalensis	|	species	|	gbif:8935087	|		|		|	
7659343	|	244695	|	Coracias abyssinus	|	species	|	gbif:9086820	|		|		|	
7659344	|	244695	|	Coracias habessinica	|	species	|	gbif:9114510	|		|		|	
3596440	|	244695	|	Coracias temminckii	|	species	|	gbif:2475372,irmng:10218080	|		|		|	
3596437	|	244695	|	Coracias naevius	|	species	|	gbif:2475375,irmng:10594915	|		|		|	
6151372	|	244695	|	Coracias bicator	|	species	|	gbif:7839427	|		|		|	
6151373	|	244695	|	Coracias indica	|	species	|	gbif:8005297	|		|		|	
6151371	|	244695	|	Coracias affinis	|	species	|	gbif:8083525	|		|		|	
6151376	|	244695	|	Coracias sagittata	|	species	|	gbif:8131634	|		|		|	
372550	|	244696	|	Eurystomus	|	genus	|	ncbi:188339,gbif:2475338,irmng:1327666,irmng:1327044	|		|		|	
704138	|	372550	|	Eurystomus gularis	|	species	|	ncbi:325343,gbif:5228291,irmng:10912912	|		|		|	
897863	|	372550	|	Eurystomus glaucurus	|	species	|	ncbi:188340,gbif:5228294,irmng:10593602	|		|		|	
5223332	|	897863	|	Eurystomus glaucurus glaucurus	|	subspecies	|	ncbi:1304817	|		|	infraspecific	|	
5223333	|	897863	|	Eurystomus glaucurus suahelicus	|	subspecies	|	ncbi:1304818	|		|	infraspecific	|	
897864	|	372550	|	Eurystomus orientalis	|	species	|	ncbi:188341,gbif:5228280,irmng:10681906	|		|		|	
7659348	|	372550	|	Eurystomus calonyx	|	species	|	gbif:8844340	|		|		|	
7659347	|	372550	|	Eurystomus afer	|	species	|	gbif:8992115	|		|		|	
7659350	|	372550	|	Eurystomus waigiouensis	|	species	|	gbif:9095779	|		|		|	
7659349	|	372550	|	Eurystomus laetior	|	species	|	gbif:9119333	|		|		|	
3596436	|	372550	|	Eurystomus azureus	|	species	|	gbif:5228279,irmng:11407490	|		|		|	
6151379	|	372550	|	Eurystomus solomonensis	|	species	|	gbif:8200149	|		|		|	
483798	|	938409	|	Brachypteraciidae	|	family	|	ncbi:135163,gbif:5216,irmng:109375	|		|	sibling_higher	|	
483804	|	483798	|	Brachypteracias	|	genus	|	ncbi:135164,gbif:2475330,irmng:1202391	|		|		|	
483805	|	483804	|	Brachypteracias leptosomus	|	species	|	ncbi:135165,gbif:2475331,irmng:11103734	|		|		|	
372535	|	483804	|	Brachypteracias squamigera	|	species	|	ncbi:188337,irmng:10995229	|		|		|	
3596417	|	483804	|	Brachypteracias squamiger	|	species	|	gbif:5788444	|		|		|	
3596418	|	483804	|	Brachypteracias leptostomus	|	species	|	irmng:10532134	|		|	hidden	|	
897868	|	483798	|	Uratelornis	|	genus	|	ncbi:188345,gbif:2475328,irmng:1023636	|		|		|	
897865	|	897868	|	Uratelornis chimaera	|	species	|	ncbi:188346,gbif:2475329,irmng:10593603	|		|		|	
372538	|	483798	|	Atelornis	|	genus	|	ncbi:188334,gbif:2475332,irmng:1278479	|		|		|	
372536	|	372538	|	Atelornis pittoides	|	species	|	ncbi:188336,gbif:2475334,irmng:10218083	|		|		|	
372537	|	372538	|	Atelornis crossleyi	|	species	|	ncbi:188335,gbif:2475333,irmng:10218084	|		|		|	
4131036	|	483798	|	Geobiastes	|	genus	|	ncbi:1977155,gbif:2475335,irmng:1215552	|		|		|	
7068130	|	4131036	|	Geobiastes squamiger	|	species	|	ncbi:1977156,gbif:2475336	|		|		|	
815966	|	938409	|	Todidae	|	family	|	ncbi:57388,gbif:9354,irmng:105101	|		|	sibling_higher	|	
284297	|	815966	|	Todus	|	genus	|	ncbi:57435,gbif:2475383,irmng:1299270	|		|		|	
284298	|	284297	|	Todus todus	|	species	|	ncbi:57436,gbif:2475387,irmng:10218373	|		|		|	
986890	|	284297	|	Todus subulatus	|	species	|	ncbi:176934,gbif:9598502,irmng:11356605	|		|		|	
986891	|	284297	|	Todus multicolor	|	species	|	ncbi:176935,gbif:2475385,irmng:10218372	|		|		|	
986892	|	284297	|	Todus angustirostris	|	species	|	ncbi:176936,gbif:2475388,irmng:11227388	|		|		|	
741575	|	284297	|	Todus mexicanus	|	species	|	ncbi:135184,gbif:2475386,irmng:10693426	|		|		|	
7659373	|	284297	|	Todus pulcherrimus	|	species	|	gbif:8805619	|		|		|	
4131038	|	815966	|	Palaeotodus	|	no rank	|	gbif:4843864,irmng:1341856	|		|	extinct,incertae_sedis	|	
6151407	|	4131038	|	Palaeotodus itardiensis	|	no rank	|	gbif:8463731	|		|	extinct_inherited,incertae_sedis	|	
7659372	|	4131038	|	Palaeotodus emryi	|	no rank	|	gbif:9036395	|		|	extinct_inherited,incertae_sedis	|	
815968	|	938409	|	Meropidae	|	family	|	ncbi:57386,worms:196067,gbif:9320,irmng:104293	|		|	sibling_higher	|	
524017	|	815968	|	Nyctyornis	|	genus	|	ncbi:457350,gbif:2475457,irmng:1015645	|		|		|	
3596419	|	524017	|	Nyctyornis athertoni	|	species	|	ncbi:457352,gbif:2475458,irmng:10217789	|		|		|	
524018	|	524017	|	Nyctyornis amictus	|	species	|	ncbi:457351,gbif:2475461,irmng:10217788	|		|		|	
989088	|	815968	|	Merops	|	genus	|	ncbi:57420,worms:206781,gbif:2475391,irmng:1435252	|		|		|	
150514	|	989088	|	Merops hirundineus	|	species	|	ncbi:457294,gbif:2475434,irmng:11178196	|		|		|	
150517	|	989088	|	Merops gularis	|	species	|	ncbi:457291,gbif:2475423,irmng:10938831	|		|		|	
150515	|	150517	|	Merops gularis gularis	|	subspecies	|	ncbi:457293	|		|	infraspecific	|	
150516	|	150517	|	Merops gularis australis	|	subspecies	|	ncbi:457292	|		|	infraspecific	|	
372777	|	989088	|	Merops philippinus	|	species	|	ncbi:457331,gbif:2475452,irmng:10880738	|		|		|	
372778	|	989088	|	Merops leschenaulti	|	species	|	ncbi:457338,gbif:2475392,irmng:10218707	|		|		|	
614658	|	989088	|	Merops ornatus	|	species	|	ncbi:361449,gbif:2475422,irmng:11125073	|		|		|	
898071	|	989088	|	Merops persicus	|	species	|	ncbi:457325,worms:212740,gbif:2475419,irmng:11343323	|		|		|	
898073	|	989088	|	Merops superciliosus	|	species	|	ncbi:457328,worms:212738,gbif:2475440,irmng:10591946	|		|		|	
372776	|	898073	|	Merops superciliosus superciliosus	|	subspecies	|	ncbi:457330	|		|	infraspecific	|	
1009866	|	989088	|	Merops viridis	|	species	|	ncbi:135176,gbif:2475449,irmng:10218061	|		|		|	
372774	|	1009866	|	Merops viridis americanus	|	subspecies	|	ncbi:457336	|		|	infraspecific	|	
372775	|	1009866	|	Merops viridis viridis	|	subspecies	|	ncbi:457337	|		|	infraspecific	|	
948872	|	989088	|	Merops variegatus	|	species	|	ncbi:457304,gbif:2475429,irmng:10218059	|		|		|	
948874	|	948872	|	Merops variegatus loringi	|	subspecies	|	ncbi:457307	|		|	infraspecific	|	
423281	|	989088	|	Merops bullockoides	|	species	|	ncbi:457312,gbif:2475445,irmng:10218058	|		|		|	
423282	|	989088	|	Merops orientalis	|	species	|	ncbi:457316,gbif:2475410,irmng:10716122	|		|		|	
423284	|	989088	|	Merops albicollis	|	species	|	ncbi:457314,worms:212741,gbif:2475448,irmng:10218060	|		|		|	
423285	|	989088	|	Merops boehmi	|	species	|	ncbi:457315,gbif:2475439,irmng:10592472	|		|		|	
704135	|	989088	|	Merops pusillus	|	species	|	ncbi:325341,worms:212739,gbif:2475403,irmng:10761916	|		|		|	
948865	|	704135	|	Merops pusillus meridionalis	|	subspecies	|	ncbi:457301	|		|	infraspecific	|	
948869	|	704135	|	Merops pusillus pusillus	|	subspecies	|	ncbi:457303	|		|	infraspecific	|	
704136	|	989088	|	Merops bulocki	|	species	|	ncbi:325340,gbif:2475426,irmng:11009007	|		|		|	
724982	|	989088	|	Merops muelleri	|	species	|	ncbi:457288,gbif:2475400,irmng:10217790	|		|		|	
150518	|	724982	|	Merops muelleri muelleri	|	subspecies	|	ncbi:457290	|		|	infraspecific	|	
724983	|	724982	|	Merops muelleri mentalis	|	subspecies	|	ncbi:457289	|		|	infraspecific	|	
755107	|	989088	|	Merops apiaster	|	species	|	ncbi:265611,worms:426232,gbif:2475443,irmng:10218706	|		|		|	
948862	|	989088	|	Merops oreobates	|	species	|	ncbi:457309,gbif:2475446,irmng:10425179	|		|		|	
989087	|	989088	|	Merops nubicus	|	species	|	ncbi:57421,worms:212737,gbif:2475396,irmng:11009788	|		|		|	
5560130	|	989087	|	Merops nubicus nubicoides	|	subspecies	|	ncbi:457343,irmng:11305410	|		|	infraspecific	|	
6520458	|	989087	|	Merops nubicus nubicus	|	species	|	additions-6520447-6520466:6520458	|		|		|	
724987	|	989088	|	Merops breweri	|	species	|	ncbi:457287,gbif:2475447,irmng:11070119	|		|		|	
1050190	|	989088	|	Merops malimbicus	|	species	|	ncbi:457342,gbif:2475444,irmng:10766481	|		|		|	
7659359	|	989088	|	Merops muscatensis	|	species	|	gbif:8719463	|		|		|	
7659354	|	989088	|	Merops cyanostictus	|	species	|	gbif:8765665	|		|		|	
7659360	|	989088	|	Merops natalensis	|	species	|	gbif:8908955	|		|		|	
7659362	|	989088	|	Merops sumatranus	|	species	|	gbif:8915222	|		|		|	
7659353	|	989088	|	Merops batesiana	|	species	|	gbif:8929122	|		|		|	
7659363	|	989088	|	Merops urica	|	species	|	gbif:9111600	|		|		|	
7659355	|	989088	|	Merops dresseri	|	species	|	gbif:9127576	|		|		|	
7659356	|	989088	|	Merops javanicus	|	species	|	gbif:9132219	|		|		|	
7659357	|	989088	|	Merops marionis	|	species	|	gbif:9157193	|		|		|	
7659361	|	989088	|	Merops northcotti	|	species	|	gbif:9161219	|		|		|	
3596420	|	989088	|	Merops revoilii	|	species	|	gbif:2475409,irmng:11138701	|		|		|	
7659358	|	989088	|	Merops melanurus	|	species	|	gbif:4843769	|		|		|	
3596422	|	989088	|	Merops mentalis	|	species	|	gbif:6100744	|		|		|	
6151393	|	989088	|	Merops frenatus	|	species	|	gbif:7458479	|		|		|	
6151394	|	989088	|	Merops garrulus	|	species	|	gbif:7471735	|		|		|	
6151390	|	989088	|	Merops chrysocercus	|	species	|	gbif:8206839	|		|		|	
6151385	|	989088	|	Merops americanus	|	species	|	gbif:8286122	|		|		|	
3596421	|	989088	|	Merops auritus	|	species	|	irmng:11176035	|		|	hidden	|	
1050192	|	815968	|	Meropogon	|	genus	|	ncbi:457348,gbif:2475389,irmng:1201303	|		|		|	
1050191	|	1050192	|	Meropogon forsteni	|	species	|	ncbi:457349,gbif:2475390,irmng:11037225	|		|		|	
7659352	|	815968	|	Melittophagus pusillus	|	species	|	gbif:9202760	|		|	major_rank_conflict	|	
7659351	|	815968	|	Melittophagus lafresnayii	|	species	|	gbif:9217650	|		|	major_rank_conflict	|	
4131040	|	815968	|	Meropicus	|	genus	|	gbif:4843775,irmng:1408009	|		|	barren	|	
4131039	|	815968	|	Phlothrus	|	genus	|	irmng:1424957	|		|	hidden,barren	|	
489432	|	938409	|	Momotidae	|	family	|	ncbi:57387,gbif:5255,irmng:104298	|		|	sibling_higher	|	
1050055	|	489432	|	Electron	|	genus	|	ncbi:1118549,gbif:2475319,irmng:1050006	|		|		|	
897980	|	1050055	|	Electron platyrhynchum	|	species	|	ncbi:1118550,gbif:2475321,irmng:10593604	|		|		|	
3596428	|	1050055	|	Electron carinatum	|	species	|	gbif:2475320,irmng:10218086	|		|		|	
483801	|	489432	|	Baryphthengus	|	genus	|	ncbi:135161,gbif:2475268,irmng:1011090	|		|		|	
483796	|	483801	|	Baryphthengus ruficapillus	|	species	|	ncbi:135162,gbif:2475269,irmng:10218087	|		|		|	
88377	|	483801	|	Baryphthengus martii	|	species	|	ncbi:176943,gbif:2475270,irmng:10660071	|		|		|	
7659364	|	483801	|	Baryphthengus melancholicus	|	species	|	gbif:9038973	|		|		|	
88366	|	489432	|	Hylomanes	|	genus	|	ncbi:176944,gbif:2475284,irmng:1431626	|		|		|	
88365	|	88366	|	Hylomanes momotula	|	species	|	ncbi:176945,gbif:2475285,irmng:10458442	|		|		|	
3596434	|	489432	|	Aspatha	|	genus	|	ncbi:2231439,gbif:2475273,irmng:1429081	|		|		|	
3596435	|	3596434	|	Aspatha gularis	|	species	|	ncbi:2231440,gbif:2475274,irmng:10947193	|		|		|	
989084	|	489432	|	Momotus	|	genus	|	ncbi:57424,gbif:2475289,irmng:1272044	|		|		|	
989081	|	989084	|	Momotus momota	|	species	|	ncbi:57426,gbif:2475290,irmng:11192152	|		|		|	
989083	|	989084	|	Momotus mexicanus	|	species	|	ncbi:57425,gbif:2475314,irmng:10218088	|		|		|	
6151401	|	989084	|	Momotus castaneiceps	|	species	|	gbif:8402585	|		|		|	
7659371	|	989084	|	Momotus venezuelae	|	species	|	gbif:8743644	|		|		|	
7659370	|	989084	|	Momotus parensis	|	species	|	gbif:8889047	|		|		|	
7659365	|	989084	|	Momotus bartletti	|	species	|	gbif:8935341	|		|		|	
7659366	|	989084	|	Momotus bolivianus	|	species	|	gbif:9008010	|		|		|	
7659369	|	989084	|	Momotus nattereri	|	species	|	gbif:9022975	|		|		|	
7659367	|	989084	|	Momotus brasiliensis	|	species	|	gbif:9163001	|		|		|	
