uid	|	parent_uid	|	name	|	rank	|	sourceinfo	|	uniqname	|	flags	|	
7663753	|	3605034	|	Urocichla reptata	|	species	|	gbif:9016613	|		|	major_rank_conflict_inherited	|	
7663751	|	3605034	|	Urocichla kauriensis	|	species	|	gbif:9212851	|		|	major_rank_conflict_inherited	|	
3602512	|	81461	|	Stereornithidae	|	no rank	|	gbif:4843579,irmng:119296	|		|	barren,extinct,major_rank_conflict,incertae_sedis	|	
3602036	|	81461	|	Rhopoterpe	|	genus	|	gbif:4843603	|		|	major_rank_conflict	|	
7663596	|	3602036	|	Rhopoterpe torquata	|	species	|	gbif:8864602	|		|	major_rank_conflict_inherited	|	
7663595	|	3602036	|	Rhopoterpe stictoptera	|	species	|	gbif:9159970	|		|	major_rank_conflict_inherited	|	
3603658	|	81461	|	Tiga	|	genus	|	gbif:4843610	|		|	major_rank_conflict	|	
7663709	|	3603658	|	Tiga everetti	|	species	|	gbif:9118199	|		|	major_rank_conflict_inherited	|	
3605619	|	81461	|	Hydrobata	|	genus	|	gbif:4843634	|		|	major_rank_conflict	|	
7658339	|	3605619	|	Hydrobata marila	|	species	|	gbif:8886476	|		|	major_rank_conflict_inherited	|	
3601089	|	81461	|	Oreoperdix	|	genus	|	gbif:4843652	|		|	major_rank_conflict	|	
7663338	|	3601089	|	Oreoperdix crudigularis	|	species	|	gbif:8851820	|		|	major_rank_conflict_inherited	|	
3603688	|	81461	|	Myiomoira	|	genus	|	gbif:4843687	|		|	major_rank_conflict	|	
7658478	|	3603688	|	Myiomoira macrocephala	|	species	|	gbif:9220967	|		|	major_rank_conflict_inherited	|	
3601168	|	81461	|	Tamatia	|	genus	|	gbif:4843696	|		|	major_rank_conflict	|	
7663661	|	3601168	|	Tamatia bicincta	|	species	|	gbif:8920706	|		|	major_rank_conflict_inherited	|	
3600994	|	81461	|	Acanthylis	|	genus	|	gbif:4843734	|		|	major_rank_conflict	|	
7657960	|	3600994	|	Acanthylis hartlaubi	|	species	|	gbif:8931381	|		|	major_rank_conflict_inherited	|	
3604770	|	81461	|	Toria	|	genus	|	gbif:4843879	|		|	major_rank_conflict	|	
7663716	|	3604770	|	Toria nipalensis	|	species	|	gbif:9214066	|		|	major_rank_conflict_inherited	|	
3604440	|	81461	|	Sisopygis	|	genus	|	gbif:4843899	|		|	major_rank_conflict	|	
7663621	|	3604440	|	Sisopygis hellmayri	|	species	|	gbif:9035605	|		|	major_rank_conflict_inherited	|	
3601230	|	81461	|	Scotocichla	|	genus	|	gbif:4843900	|		|	major_rank_conflict	|	
7663612	|	3601230	|	Scotocichla fuscicapilla	|	species	|	gbif:8862050	|		|	major_rank_conflict_inherited	|	
3601234	|	81461	|	Mecistura	|	genus	|	gbif:4843906	|		|	major_rank_conflict	|	
7658424	|	3601234	|	Mecistura fuliginosa	|	species	|	gbif:8814812	|		|	major_rank_conflict_inherited	|	
7658425	|	3601234	|	Mecistura glaucogularis	|	species	|	gbif:8838013	|		|	major_rank_conflict_inherited	|	
3601203	|	81461	|	Calamoecetor	|	genus	|	gbif:4843918	|		|	major_rank_conflict	|	
7658054	|	3601203	|	Calamoecetor leptorhyncha	|	species	|	gbif:8777965	|		|	major_rank_conflict_inherited	|	
3602755	|	81461	|	Gobipterygidae	|	no rank	|	gbif:4843934,irmng:110672	|		|	extinct,major_rank_conflict,incertae_sedis	|	
4132136	|	3602755	|	Gobipteryx	|	no rank	|	gbif:4576077,irmng:1045393	|		|	extinct,major_rank_conflict_inherited,incertae_sedis	|	
4132137	|	4132136	|	Gobipteryx minuta	|	no rank	|	gbif:4843935,irmng:11081142	|		|	extinct,major_rank_conflict_inherited,incertae_sedis	|	
3604993	|	81461	|	Macrocorax	|	genus	|	gbif:4844030	|		|	major_rank_conflict	|	
7658413	|	3604993	|	Macrocorax woodfordi	|	species	|	gbif:8859122	|		|	major_rank_conflict_inherited	|	
3602701	|	81461	|	Ortygometra	|	genus	|	gbif:4844047	|		|	major_rank_conflict	|	
7663352	|	3602701	|	Ortygometra affinis	|	species	|	gbif:9049157	|		|	major_rank_conflict_inherited	|	
7663353	|	3602701	|	Ortygometra angolensis	|	species	|	gbif:9058914	|		|	major_rank_conflict_inherited	|	
7663354	|	3602701	|	Ortygometra griseofrons	|	species	|	gbif:9152621	|		|	major_rank_conflict_inherited	|	
3602359	|	81461	|	Anorthura	|	genus	|	gbif:4844050	|		|	major_rank_conflict	|	
7657979	|	3602359	|	Anorthura cypriotes	|	species	|	gbif:8747761	|		|	major_rank_conflict_inherited	|	
7657982	|	3602359	|	Anorthura tibetana	|	species	|	gbif:8914368	|		|	major_rank_conflict_inherited	|	
7657980	|	3602359	|	Anorthura magrathi	|	species	|	gbif:8969117	|		|	major_rank_conflict_inherited	|	
7657981	|	3602359	|	Anorthura talifuensis	|	species	|	gbif:9021967	|		|	major_rank_conflict_inherited	|	
3602130	|	81461	|	Aethorhynchus	|	genus	|	gbif:4844100	|		|	major_rank_conflict	|	
7657968	|	3602130	|	Aethorhynchus xanthotis	|	species	|	gbif:8784625	|		|	major_rank_conflict_inherited	|	
3602117	|	81461	|	Spizalauda	|	genus	|	gbif:4844109	|		|	major_rank_conflict	|	
7663635	|	3602117	|	Spizalauda simillima	|	species	|	gbif:8967811	|		|	major_rank_conflict_inherited	|	
3604470	|	81461	|	Chaptia	|	genus	|	gbif:4844145	|		|	major_rank_conflict	|	
7658107	|	3604470	|	Chaptia brauniana	|	species	|	gbif:8832021	|		|	major_rank_conflict_inherited	|	
7658108	|	3604470	|	Chaptia muscipetoides	|	species	|	gbif:8850427	|		|	major_rank_conflict_inherited	|	
3600876	|	81461	|	Agathopus	|	genus	|	gbif:4844184	|		|	major_rank_conflict	|	
7657969	|	3600876	|	Agathopus micropterus	|	species	|	gbif:8807628	|		|	major_rank_conflict_inherited	|	
3600877	|	81461	|	Horizillas	|	genus	|	gbif:4844185	|		|	major_rank_conflict	|	
7658337	|	3600877	|	Horizillas rufifrons	|	species	|	gbif:8768506	|		|	major_rank_conflict_inherited	|	
3605649	|	81461	|	Kurukuru	|	genus	|	gbif:4844206	|		|	major_rank_conflict	|	
7658383	|	3605649	|	Kurukuru nebouxii	|	species	|	gbif:8876815	|		|	major_rank_conflict_inherited	|	
3605855	|	81461	|	Pyrrhulauda	|	genus	|	gbif:4844226	|		|	major_rank_conflict	|	
7663579	|	3605855	|	Pyrrhulauda harrisoni	|	species	|	gbif:8915161	|		|	major_rank_conflict_inherited	|	
7663578	|	3605855	|	Pyrrhulauda eremodites	|	species	|	gbif:8979656	|		|	major_rank_conflict_inherited	|	
7663580	|	3605855	|	Pyrrhulauda smithi	|	species	|	gbif:9085221	|		|	major_rank_conflict_inherited	|	
3602380	|	81461	|	Yalavis	|	genus	|	gbif:4844248	|		|	major_rank_conflict	|	
7663775	|	3602380	|	Yalavis tenuipes	|	species	|	gbif:8932804	|		|	major_rank_conflict_inherited	|	
3603174	|	81461	|	Arachnechthra	|	genus	|	gbif:4844348	|		|	major_rank_conflict	|	
7657989	|	3603174	|	Arachnechthra rhizophorae	|	species	|	gbif:8894101	|		|	major_rank_conflict_inherited	|	
7657988	|	3603174	|	Arachnechthra intermedia	|	species	|	gbif:9196874	|		|	major_rank_conflict_inherited	|	
7657987	|	3603174	|	Arachnechthra andamanica	|	species	|	gbif:9212661	|		|	major_rank_conflict_inherited	|	
3602181	|	81461	|	Poecilothraupis	|	genus	|	gbif:4844367	|		|	major_rank_conflict	|	
7663505	|	3602181	|	Poecilothraupis melanogenys	|	species	|	gbif:8975866	|		|	major_rank_conflict_inherited	|	
3604435	|	81461	|	Karrucincla	|	genus	|	gbif:4844381	|		|	major_rank_conflict	|	
7658380	|	3604435	|	Karrucincla schegelii	|	species	|	gbif:8777833	|		|	major_rank_conflict_inherited	|	
7658381	|	3604435	|	Karrucincla schlegelii	|	species	|	gbif:8989570	|		|	major_rank_conflict_inherited	|	
3605366	|	81461	|	Ptenopodiscidae	|	no rank	|	gbif:4844404,irmng:116746	|		|	barren,extinct,major_rank_conflict,incertae_sedis	|	
4132143	|	3605366	|	Ptenopodiscus	|	no rank	|	irmng:1214206	|		|	hidden,barren,extinct,major_rank_conflict_inherited,incertae_sedis	|	
3605367	|	81461	|	Praeornithidae	|	no rank	|	gbif:4844405,irmng:116649	|		|	barren,extinct,major_rank_conflict,incertae_sedis	|	
4132142	|	3605367	|	Praeornis	|	no rank	|	irmng:1419262	|		|	hidden,barren,extinct,major_rank_conflict_inherited,incertae_sedis	|	
3604610	|	81461	|	Dissemuroides	|	genus	|	gbif:4844428	|		|	major_rank_conflict	|	
7658201	|	3604610	|	Dissemuroides dicruriformis	|	species	|	gbif:8976501	|		|	major_rank_conflict_inherited	|	
3601195	|	81461	|	Chrysomitris	|	genus	|	gbif:4844461	|		|	major_rank_conflict	|	
7658120	|	3601195	|	Chrysomitris longirostris	|	species	|	gbif:8729268	|		|	major_rank_conflict_inherited	|	
7658122	|	3601195	|	Chrysomitris stejnegeri	|	species	|	gbif:8802579	|		|	major_rank_conflict_inherited	|	
7658118	|	3601195	|	Chrysomitris boliviana	|	species	|	gbif:8877818	|		|	major_rank_conflict_inherited	|	
7658123	|	3601195	|	Chrysomitris thibetana	|	species	|	gbif:8963119	|		|	major_rank_conflict_inherited	|	
7658119	|	3601195	|	Chrysomitris forreri	|	species	|	gbif:8988289	|		|	major_rank_conflict_inherited	|	
7658124	|	3601195	|	Chrysomitris uropygialis	|	species	|	gbif:9049224	|		|	major_rank_conflict_inherited	|	
7658117	|	3601195	|	Chrysomitris atriceps	|	species	|	gbif:9077185	|		|	major_rank_conflict_inherited	|	
7658121	|	3601195	|	Chrysomitris sclateri	|	species	|	gbif:9137501	|		|	major_rank_conflict_inherited	|	
3601934	|	81461	|	Ocyris	|	genus	|	gbif:4844463	|		|	major_rank_conflict	|	
7663326	|	3601934	|	Ocyris oinops	|	species	|	gbif:8870433	|		|	major_rank_conflict_inherited	|	
3603027	|	81461	|	Urobrachya	|	genus	|	gbif:4844478	|		|	major_rank_conflict	|	
7663747	|	3603027	|	Urobrachya hildebrandti	|	species	|	gbif:8838648	|		|	major_rank_conflict_inherited	|	
7663749	|	3603027	|	Urobrachya nigronotata	|	species	|	gbif:8989378	|		|	major_rank_conflict_inherited	|	
7663746	|	3603027	|	Urobrachya bocagei	|	species	|	gbif:9008527	|		|	major_rank_conflict_inherited	|	
7663748	|	3603027	|	Urobrachya media	|	species	|	gbif:9028609	|		|	major_rank_conflict_inherited	|	
7663750	|	3603027	|	Urobrachya zanzibarica	|	species	|	gbif:9129418	|		|	major_rank_conflict_inherited	|	
3602397	|	81461	|	Eurolimnornithidae	|	no rank	|	gbif:4844487,irmng:116832	|		|	barren,extinct,major_rank_conflict,incertae_sedis	|	
3604848	|	81461	|	Ptilochloris	|	genus	|	gbif:4844491	|		|	major_rank_conflict	|	
7663559	|	3604848	|	Ptilochloris buckleyi	|	species	|	gbif:8911848	|		|	major_rank_conflict_inherited	|	
3603844	|	81461	|	Patagopterygidae	|	no rank	|	gbif:4844511,irmng:102342	|		|	barren,extinct,major_rank_conflict,incertae_sedis	|	
3603851	|	81461	|	Galeopsar	|	genus	|	gbif:4844517	|		|	major_rank_conflict	|	
7658286	|	3603851	|	Galeopsar salvadorii	|	species	|	gbif:9047285	|		|	major_rank_conflict_inherited	|	
3604705	|	81461	|	Sapeornithidae	|	no rank	|	gbif:4844525,irmng:119358	|		|	barren,extinct,major_rank_conflict,incertae_sedis	|	
4132103	|	3604705	|	Didactylornis	|	no rank	|	irmng:1271809	|		|	hidden,barren,extinct,major_rank_conflict_inherited,incertae_sedis	|	
3605672	|	81461	|	Proturacus	|	genus	|	gbif:4844592	|		|	major_rank_conflict	|	
7663540	|	3605672	|	Proturacus bannermani	|	species	|	gbif:8835446	|		|	major_rank_conflict_inherited	|	
3605805	|	81461	|	Oreopyra	|	genus	|	gbif:4844608	|		|	major_rank_conflict	|	
7663340	|	3605805	|	Oreopyra hemileuca	|	species	|	gbif:8727209	|		|	major_rank_conflict_inherited	|	
7663342	|	3605805	|	Oreopyra pectoralis	|	species	|	gbif:9022080	|		|	major_rank_conflict_inherited	|	
7663339	|	3605805	|	Oreopyra calolaema	|	species	|	gbif:9066509	|		|	major_rank_conflict_inherited	|	
7663341	|	3605805	|	Oreopyra leucaspis	|	species	|	gbif:9068640	|		|	major_rank_conflict_inherited	|	
3604466	|	81461	|	Liaoningornithidae	|	no rank	|	gbif:4844615,irmng:117339	|		|	extinct,major_rank_conflict,incertae_sedis	|	
4132070	|	3604466	|	Liaoningornis	|	no rank	|	gbif:9522673,irmng:1190226	|		|	extinct,major_rank_conflict_inherited,incertae_sedis	|	
4132071	|	4132070	|	Liaoningornis longidigitris	|	no rank	|	gbif:4966852	|		|	extinct_inherited,major_rank_conflict_inherited,incertae_sedis	|	
3601069	|	81461	|	Molpastes	|	genus	|	gbif:4844631	|		|	major_rank_conflict	|	
7658470	|	3601069	|	Molpastes aurigaster	|	species	|	gbif:8843183	|		|	major_rank_conflict_inherited	|	
7658471	|	3601069	|	Molpastes cafer	|	species	|	gbif:8848514	|		|	major_rank_conflict_inherited	|	
7658472	|	3601069	|	Molpastes haemorrhous	|	species	|	gbif:8935100	|		|	major_rank_conflict_inherited	|	
7658473	|	3601069	|	Molpastes humii	|	species	|	gbif:9136388	|		|	major_rank_conflict_inherited	|	
7658474	|	3601069	|	Molpastes magrathi	|	species	|	gbif:9160575	|		|	major_rank_conflict_inherited	|	
3601839	|	81461	|	Hyptiopus	|	genus	|	gbif:4844659	|		|	major_rank_conflict	|	
7658343	|	3601839	|	Hyptiopus magnirostris	|	species	|	gbif:9106934	|		|	major_rank_conflict_inherited	|	
3604846	|	81461	|	Propasser	|	genus	|	gbif:4844674	|		|	major_rank_conflict	|	
7663538	|	3604846	|	Propasser waltoni	|	species	|	gbif:8847893	|		|	major_rank_conflict_inherited	|	
7663534	|	3604846	|	Propasser rhodometopus	|	species	|	gbif:8920135	|		|	major_rank_conflict_inherited	|	
7663537	|	3604846	|	Propasser stoliczkae	|	species	|	gbif:8971017	|		|	major_rank_conflict_inherited	|	
7663532	|	3604846	|	Propasser blythi	|	species	|	gbif:9032122	|		|	major_rank_conflict_inherited	|	
7663533	|	3604846	|	Propasser pulcherrimus	|	species	|	gbif:9037650	|		|	major_rank_conflict_inherited	|	
7663535	|	3604846	|	Propasser ripponi	|	species	|	gbif:9065241	|		|	major_rank_conflict_inherited	|	
7663536	|	3604846	|	Propasser saturatus	|	species	|	gbif:9185757	|		|	major_rank_conflict_inherited	|	
3601876	|	81461	|	Cultrunguis	|	genus	|	gbif:4844688	|		|	major_rank_conflict	|	
7658161	|	3601876	|	Cultrunguis nigripes	|	species	|	gbif:9097982	|		|	major_rank_conflict_inherited	|	
3604316	|	81461	|	Neoparadisea	|	genus	|	gbif:4844696	|		|	major_rank_conflict	|	
7663304	|	3604316	|	Neoparadisea ruysi	|	species	|	gbif:9221523	|		|	major_rank_conflict_inherited	|	
3601812	|	81461	|	Wetmoregyps	|	no rank	|	gbif:4844739	|		|	extinct,major_rank_conflict,incertae_sedis	|	
7663762	|	3601812	|	Morphnus daggetti	|	no rank	|	gbif:9755821	|		|	extinct,major_rank_conflict_inherited,incertae_sedis	|	
3602320	|	81461	|	Calophasis	|	genus	|	gbif:4844753	|		|	major_rank_conflict	|	
7658086	|	3602320	|	Calophasis burmanicus	|	species	|	gbif:9117461	|		|	major_rank_conflict_inherited	|	
7658087	|	3602320	|	Calophasis mikado	|	species	|	gbif:9139627	|		|	major_rank_conflict_inherited	|	
3602324	|	81461	|	Drymoipus	|	genus	|	gbif:4844757	|		|	major_rank_conflict	|	
7658227	|	3602324	|	Drymoipus insignis	|	species	|	gbif:8971359	|		|	major_rank_conflict_inherited	|	
3605415	|	81461	|	Archibuteo	|	genus	|	gbif:4844878	|		|	major_rank_conflict	|	
7657991	|	3605415	|	Archibuteo leucoptera	|	species	|	gbif:8796356	|		|	major_rank_conflict_inherited	|	
3601973	|	81461	|	Ixulus	|	genus	|	gbif:4844902	|		|	major_rank_conflict	|	
7658366	|	3601973	|	Ixulus humilis	|	species	|	gbif:8778653	|		|	major_rank_conflict_inherited	|	
7658364	|	3601973	|	Ixulus clarki	|	species	|	gbif:8846793	|		|	major_rank_conflict_inherited	|	
7658363	|	3601973	|	Ixulus castaniceps	|	species	|	gbif:8900822	|		|	major_rank_conflict_inherited	|	
7658365	|	3601973	|	Ixulus flavicollis	|	species	|	gbif:9109796	|		|	major_rank_conflict_inherited	|	
3603548	|	81461	|	Crocopus	|	genus	|	gbif:4844934	|		|	major_rank_conflict	|	
7658155	|	3603548	|	Crocopus annamensis	|	species	|	gbif:9141706	|		|	major_rank_conflict_inherited	|	
3600861	|	81461	|	Hapalophus	|	genus	|	gbif:4844958	|		|	major_rank_conflict	|	
7658319	|	3600861	|	Hapalophus affinis	|	species	|	gbif:8939631	|		|	major_rank_conflict_inherited	|	
3604639	|	81461	|	Phoenicomanes	|	genus	|	gbif:4845007	|		|	major_rank_conflict	|	
7663469	|	3604639	|	Phoenicomanes iora	|	species	|	gbif:9160504	|		|	major_rank_conflict_inherited	|	
3604674	|	81461	|	Delattria	|	genus	|	gbif:4845030	|		|	major_rank_conflict	|	
7658178	|	3604674	|	Delattria sybillae	|	species	|	gbif:8731898	|		|	major_rank_conflict_inherited	|	
7658177	|	3604674	|	Delattria margaritae	|	species	|	gbif:8981285	|		|	major_rank_conflict_inherited	|	
3602492	|	81461	|	Cerchneipicus	|	genus	|	gbif:4845115	|		|	major_rank_conflict	|	
7658099	|	3602492	|	Cerchneipicus occidentalis	|	species	|	gbif:8929691	|		|	major_rank_conflict_inherited	|	
3605201	|	81461	|	Phaeoptila	|	genus	|	gbif:4845130	|		|	major_rank_conflict	|	
7663458	|	3605201	|	Phaeoptila zonura	|	species	|	gbif:9097680	|		|	major_rank_conflict_inherited	|	
3602328	|	81461	|	Bhuchanga	|	genus	|	gbif:4847027	|		|	major_rank_conflict	|	
7658011	|	3602328	|	Bhuchanga albirictus	|	species	|	gbif:9047468	|		|	major_rank_conflict_inherited	|	
7658012	|	3602328	|	Bhuchanga annectans	|	species	|	gbif:9082120	|		|	major_rank_conflict_inherited	|	
3601263	|	81461	|	Tatare	|	genus	|	gbif:4847033	|		|	major_rank_conflict	|	
7663663	|	3601263	|	Tatare viridis	|	species	|	gbif:9005787	|		|	major_rank_conflict_inherited	|	
7663662	|	3601263	|	Tatare vaughani	|	species	|	gbif:9186956	|		|	major_rank_conflict_inherited	|	
3603986	|	81461	|	Hypuroptila	|	genus	|	gbif:4847135	|		|	major_rank_conflict	|	
7658345	|	3603986	|	Hypuroptila urochrysa	|	species	|	gbif:9098392	|		|	major_rank_conflict_inherited	|	
7658344	|	3603986	|	Hypuroptila isaurae	|	species	|	gbif:9226942	|		|	major_rank_conflict_inherited	|	
3605703	|	81461	|	Lobiospiza	|	genus	|	gbif:4847140	|		|	barren,major_rank_conflict	|	
3604007	|	81461	|	Corythocichla	|	genus	|	gbif:4847147	|		|	major_rank_conflict	|	
7658147	|	3604007	|	Corythocichla annamensis	|	species	|	gbif:9093549	|		|	major_rank_conflict_inherited	|	
7658150	|	3604007	|	Corythocichla leucosticta	|	species	|	gbif:9130021	|		|	major_rank_conflict_inherited	|	
7658148	|	3604007	|	Corythocichla brevicaudata	|	species	|	gbif:9132450	|		|	major_rank_conflict_inherited	|	
7658149	|	3604007	|	Corythocichla griseigularis	|	species	|	gbif:9223767	|		|	major_rank_conflict_inherited	|	
3605354	|	81461	|	Eudrepanis	|	genus	|	gbif:4847155	|		|	major_rank_conflict	|	
7658256	|	3605354	|	Eudrepanis jefferyi	|	species	|	gbif:9110757	|		|	major_rank_conflict_inherited	|	
3605237	|	81461	|	Chamaeospiza	|	genus	|	gbif:4847196	|		|	major_rank_conflict	|	
7658105	|	3605237	|	Chamaeospiza alticola	|	species	|	gbif:8896265	|		|	major_rank_conflict_inherited	|	
7658106	|	3605237	|	Chamaeospiza nigrescens	|	species	|	gbif:8992581	|		|	major_rank_conflict_inherited	|	
3601380	|	81461	|	Oxyrhamphus	|	genus	|	gbif:4847385	|		|	major_rank_conflict	|	
7663370	|	3601380	|	Oxyrhamphus frater	|	species	|	gbif:8895718	|		|	major_rank_conflict_inherited	|	
7663369	|	3601380	|	Oxyrhamphus flammiceps	|	species	|	gbif:9030617	|		|	major_rank_conflict_inherited	|	
3604780	|	81461	|	Euprinodes	|	genus	|	gbif:4847394	|		|	major_rank_conflict	|	
7658265	|	3604780	|	Euprinodes rufigularis	|	species	|	gbif:8780413	|		|	major_rank_conflict_inherited	|	
7658261	|	3604780	|	Euprinodes cinereus	|	species	|	gbif:8836682	|		|	major_rank_conflict_inherited	|	
7658263	|	3604780	|	Euprinodes leucogaster	|	species	|	gbif:9098385	|		|	major_rank_conflict_inherited	|	
7658264	|	3604780	|	Euprinodes nigrescens	|	species	|	gbif:9119524	|		|	major_rank_conflict_inherited	|	
7658262	|	3604780	|	Euprinodes hildegardae	|	species	|	gbif:9076663	|		|	major_rank_conflict_inherited	|	
7658266	|	3604780	|	Euprinodes sclateri	|	species	|	gbif:9082411	|		|	major_rank_conflict_inherited	|	
3601922	|	81461	|	Gansuidae	|	no rank	|	gbif:4847406,irmng:100215	|		|	extinct,major_rank_conflict,incertae_sedis	|	
3601924	|	3601922	|	Gansus	|	no rank	|	gbif:9486120,irmng:1283883	|		|	extinct,major_rank_conflict_inherited,incertae_sedis	|	
3603289	|	3601924	|	Gansus yumenensis	|	no rank	|	gbif:4966868	|		|	extinct_inherited,major_rank_conflict_inherited,incertae_sedis	|	
3604327	|	81461	|	Ptilocolpa	|	genus	|	gbif:4847424	|		|	major_rank_conflict	|	
7663562	|	3604327	|	Ptilocolpa nigrorum	|	species	|	gbif:8978680	|		|	major_rank_conflict_inherited	|	
7663560	|	3604327	|	Ptilocolpa griseipectus	|	species	|	gbif:8979779	|		|	major_rank_conflict_inherited	|	
7663561	|	3604327	|	Ptilocolpa mindanensis	|	species	|	gbif:9046349	|		|	major_rank_conflict_inherited	|	
3601523	|	81461	|	Chiromachaeris	|	genus	|	gbif:4847457	|		|	major_rank_conflict	|	
7658111	|	3601523	|	Chiromachaeris aurantiaca	|	species	|	gbif:8933140	|		|	major_rank_conflict_inherited	|	
3601096	|	81461	|	Iache	|	genus	|	gbif:4847468	|		|	major_rank_conflict	|	
7658348	|	3601096	|	Iache nitida	|	species	|	gbif:9049916	|		|	major_rank_conflict_inherited	|	
3601090	|	81461	|	Rhinocichla	|	genus	|	gbif:4847469	|		|	major_rank_conflict	|	
7663591	|	3601090	|	Rhinocichla mitrata	|	species	|	gbif:9214139	|		|	major_rank_conflict_inherited	|	
3605272	|	81461	|	Lichenops	|	genus	|	gbif:4847546	|		|	major_rank_conflict	|	
7658395	|	3605272	|	Lichenops erythropterus	|	species	|	gbif:8764543	|		|	major_rank_conflict_inherited	|	
3605581	|	81461	|	Phalacrotreron	|	genus	|	gbif:4847553	|		|	major_rank_conflict	|	
7663462	|	3605581	|	Phalacrotreron delalandii	|	species	|	gbif:8825592	|		|	major_rank_conflict_inherited	|	
3605587	|	81461	|	Anuropsis	|	genus	|	gbif:4847554	|		|	major_rank_conflict	|	
7657986	|	3605587	|	Anuropsis malaccensis	|	species	|	gbif:9073278	|		|	major_rank_conflict_inherited	|	
3600928	|	81461	|	Eupsilostoma	|	genus	|	gbif:4847560	|		|	major_rank_conflict	|	
7658267	|	3600928	|	Eupsilostoma pusillum	|	species	|	gbif:8827269	|		|	major_rank_conflict_inherited	|	
3602664	|	81461	|	Heliotrypha	|	genus	|	gbif:4847575	|		|	major_rank_conflict	|	
7658321	|	3602664	|	Heliotrypha viola	|	species	|	gbif:8751706	|		|	major_rank_conflict_inherited	|	
7658320	|	3602664	|	Heliotrypha speciosa	|	species	|	gbif:8894217	|		|	major_rank_conflict_inherited	|	
3602657	|	81461	|	Serresius	|	genus	|	gbif:4847578	|		|	major_rank_conflict	|	
7663615	|	3602657	|	Serresius galeatus	|	species	|	gbif:8821757	|		|	major_rank_conflict_inherited	|	
3603808	|	81461	|	Sycobius	|	genus	|	gbif:4847593	|		|	major_rank_conflict	|	
7663658	|	3603808	|	Sycobius nuchalis	|	species	|	gbif:8775614	|		|	major_rank_conflict_inherited	|	
7663657	|	3603808	|	Sycobius cassini	|	species	|	gbif:9063459	|		|	major_rank_conflict_inherited	|	
3605218	|	81461	|	Limnopardalus	|	genus	|	gbif:4847664	|		|	major_rank_conflict	|	
7658399	|	3605218	|	Limnopardalus vigilantis	|	species	|	gbif:9078940	|		|	major_rank_conflict_inherited	|	
3601748	|	81461	|	Heterhyphantes	|	genus	|	gbif:4847699	|		|	major_rank_conflict	|	
7658330	|	3601748	|	Heterhyphantes golandi	|	species	|	gbif:9181113	|		|	major_rank_conflict_inherited	|	
3604084	|	81461	|	Archaeopterygidae	|	no rank	|	gbif:4847895,irmng:100762	|		|	extinct,major_rank_conflict,incertae_sedis	|	
4132083	|	3604084	|	Jurapteryx	|	no rank	|	irmng:1155052	|		|	hidden,barren,extinct,major_rank_conflict_inherited,incertae_sedis	|	
3604083	|	3604084	|	Archaeopteryx	|	no rank	|	gbif:4847896,irmng:1061651	|		|	extinct,major_rank_conflict_inherited,incertae_sedis	|	
3604082	|	3604083	|	Archaeopteryx lithographica	|	no rank	|	gbif:4847899,irmng:10520170	|		|	extinct,major_rank_conflict_inherited,incertae_sedis	|	
3602993	|	81461	|	Tchitrea	|	genus	|	gbif:4847906	|		|	major_rank_conflict	|	
7663673	|	3602993	|	Tchitrea rufa	|	species	|	gbif:8740657	|		|	major_rank_conflict_inherited	|	
7663671	|	3602993	|	Tchitrea plumbiceps	|	species	|	gbif:8741550	|		|	major_rank_conflict_inherited	|	
7663665	|	3602993	|	Tchitrea atrochalybeia	|	species	|	gbif:8802414	|		|	major_rank_conflict_inherited	|	
7663664	|	3602993	|	Tchitrea affinis	|	species	|	gbif:8802731	|		|	major_rank_conflict_inherited	|	
7663668	|	3602993	|	Tchitrea melampyra	|	species	|	gbif:8875147	|		|	major_rank_conflict_inherited	|	
7663669	|	3602993	|	Tchitrea mutata	|	species	|	gbif:8896691	|		|	major_rank_conflict_inherited	|	
7663674	|	3602993	|	Tchitrea viridis	|	species	|	gbif:8952542	|		|	major_rank_conflict_inherited	|	
7663667	|	3602993	|	Tchitrea fagani	|	species	|	gbif:8999391	|		|	major_rank_conflict_inherited	|	
7663672	|	3602993	|	Tchitrea rubiensis	|	species	|	gbif:9022958	|		|	major_rank_conflict_inherited	|	
7663670	|	3602993	|	Tchitrea perspicillata	|	species	|	gbif:9168367	|		|	major_rank_conflict_inherited	|	
7663666	|	3602993	|	Tchitrea desolata	|	species	|	gbif:9211262	|		|	major_rank_conflict_inherited	|	
3604607	|	81461	|	Alectrophasis	|	genus	|	gbif:4847915	|		|	major_rank_conflict	|	
7657974	|	3604607	|	Alectrophasis pyronotus	|	species	|	gbif:9195285	|		|	major_rank_conflict_inherited	|	
3601461	|	81461	|	Ixocincla	|	genus	|	gbif:4847930	|		|	major_rank_conflict	|	
7658361	|	3601461	|	Ixocincla virescens	|	species	|	gbif:8718210	|		|	major_rank_conflict_inherited	|	
3601465	|	81461	|	Merva	|	genus	|	gbif:4847931	|		|	major_rank_conflict	|	
7658447	|	3601465	|	Merva jerdonii	|	species	|	gbif:8832758	|		|	major_rank_conflict_inherited	|	
3601460	|	81461	|	Tripsurus	|	genus	|	gbif:4847932	|		|	major_rank_conflict	|	
7663720	|	3601460	|	Tripsurus auritus	|	species	|	gbif:8770813	|		|	major_rank_conflict_inherited	|	
3603589	|	81461	|	Gymnogenys	|	genus	|	gbif:4847944	|		|	major_rank_conflict	|	
