taxonomic_order,species,PRIMARY_COM_NAME,genus,family,add.to,do.not.break,notes,needs.statement
13064,Erythropitta_celebensis,Sulawesi Pitta,Erythropitta,Pittidae (Pittas),Erythropitta,,Genus is a mess,yes
13068,Erythropitta_rufiventris,North Moluccan Pitta,Erythropitta,Pittidae (Pittas),Erythropitta,,Genus is a mess,
13072,Erythropitta_rubrinucha,South Moluccan Pitta,Erythropitta,Pittidae (Pittas),Erythropitta,,Genus is a mess,yes
13075,Erythropitta_habenichti,North Papuan Pitta,Erythropitta,Pittidae (Pittas),Erythropitta,,Genus is a mess,yes
13076,Erythropitta_macklotii,South Papuan Pitta,Erythropitta,Pittidae (Pittas),Erythropitta,,Genus is a mess,yes
13082,Erythropitta_novaehibernicae,Bismarck Pitta,Erythropitta,Pittidae (Pittas),Erythropitta,,Genus is a mess,yes
13088,Erythropitta_meeki,Louisiade Pitta,Erythropitta,Pittidae (Pittas),,,,
13089,Erythropitta_venusta,Graceful Pitta,Erythropitta,Pittidae (Pittas),,,,
13090,Erythropitta_ussheri,Black-crowned Pitta,Erythropitta,Pittidae (Pittas),Erythropitta,,Genus is a mess,
13091,Erythropitta_arquata,Blue-banded Pitta,Erythropitta,Pittidae (Pittas),,,,
13092,Erythropitta_granatina,Garnet Pitta,Erythropitta,Pittidae (Pittas),,,,
13096,Hydrornis_phayrei,Eared Pitta,Hydrornis,Pittidae (Pittas),,,,
13097,Hydrornis_oatesi,Rusty-naped Pitta,Hydrornis,Pittidae (Pittas),,,,
13102,Hydrornis_nipalensis,Blue-naped Pitta,Hydrornis,Pittidae (Pittas),,,,
13105,Hydrornis_soror,Blue-rumped Pitta,Hydrornis,Pittidae (Pittas),,,,
13111,Hydrornis_caeruleus,Giant Pitta,Hydrornis,Pittidae (Pittas),,,,
13114,Hydrornis_schneideri,Schneider's Pitta,Hydrornis,Pittidae (Pittas),"Hydrornis_caeruleus, Hydrornis_schneideri, Hydrornis_cyaneus",,"Closely related to H. caeruleus, and also to H. cyaneus.",
13115,Hydrornis_irena,Malayan Banded-Pitta,Hydrornis,Pittidae (Pittas),"Hydrornis_irena, Hydrornis_guajanus, Hydrornis_schwaneri",,Recent splits,
13116,Hydrornis_guajanus,Javan Banded-Pitta,Hydrornis,Pittidae (Pittas),,,,
13117,Hydrornis_schwaneri,Bornean Banded-Pitta,Hydrornis,Pittidae (Pittas),"Hydrornis_irena, Hydrornis_guajanus, Hydrornis_schwaneri",,Recent splits,
13118,Hydrornis_baudii,Blue-headed Pitta,Hydrornis,Pittidae (Pittas),,,,
13119,Hydrornis_cyaneus,Blue Pitta,Hydrornis,Pittidae (Pittas),,,,
13123,Hydrornis_elliotii,Bar-bellied Pitta,Hydrornis,Pittidae (Pittas),,,,
13124,Hydrornis_gurneyi,Gurney's Pitta,Hydrornis,Pittidae (Pittas),,,,
13126,Pitta_angolensis,African Pitta,Pitta,Pittidae (Pittas),,,,
13130,Pitta_reichenowi,Green-breasted Pitta,Pitta,Pittidae (Pittas),,,,
13131,Pitta_brachyura,Indian Pitta,Pitta,Pittidae (Pittas),,,,
13132,Pitta_moluccensis,Blue-winged Pitta,Pitta,Pittidae (Pittas),,,,
13133,Pitta_nympha,Fairy Pitta,Pitta,Pittidae (Pittas),,,,
13134,Pitta_abbotti,Nicobar Hooded Pitta,Pitta,Pittidae (Pittas),"Pitta_abbotti, Pitta_sordida, Pitta_forsteni, Pitta_novaeguineae, Pitta_rosenbergii",,Recent splits,yes
13135,Pitta_sordida,Western Hooded Pitta,Pitta,Pittidae (Pittas),,,,
13145,Pitta_forsteni,Minahasa Hooded Pitta,Pitta,Pittidae (Pittas),"Pitta_abbotti, Pitta_sordida, Pitta_forsteni, Pitta_novaeguineae, Pitta_rosenbergii",,Recent splits,yes
13146,Pitta_novaeguineae,Eastern Hooded Pitta,Pitta,Pittidae (Pittas),"Pitta_abbotti, Pitta_sordida, Pitta_forsteni, Pitta_novaeguineae, Pitta_rosenbergii",,Recent splits,yes
13151,Pitta_rosenbergii,Biak Hooded Pitta,Pitta,Pittidae (Pittas),"Pitta_abbotti, Pitta_sordida, Pitta_forsteni, Pitta_novaeguineae, Pitta_rosenbergii",,Recent splits,yes
13152,Pitta_steerii,Azure-breasted Pitta,Pitta,Pittidae (Pittas),,,,
13155,Pitta_versicolor,Noisy Pitta,Pitta,Pittidae (Pittas),,,,
13159,Pitta_maxima,Ivory-breasted Pitta,Pitta,Pittidae (Pittas),,,,
13162,Pitta_concinna,Ornate Pitta,Pitta,Pittidae (Pittas),"Pitta_concinna, Pitta_elegans, Pitta_vigorsii",,MJI guess based on morphology and recent split,
13163,Pitta_elegans,Elegant Pitta,Pitta,Pittidae (Pittas),,,,
13167,Pitta_vigorsii,Banda Sea Pitta,Pitta,Pittidae (Pittas),"Pitta_concinna, Pitta_elegans, Pitta_vigorsii",,MJI guess based on morphology and recent split,
13169,Pitta_anerythra,Black-faced Pitta,Pitta,Pittidae (Pittas),,,,
13173,Pitta_megarhyncha,Mangrove Pitta,Pitta,Pittidae (Pittas),"Pitta_moluccensis, Pitta_megarhyncha",,"Sometimes considered conspecific with P. moluccensis, but differs in morphology, plumage pattern and behaviour, separated ecologically, and no apparent interbreeding where ranges come into contact.",
13174,Pitta_superba,Superb Pitta,Pitta,Pittidae (Pittas),,,,
13175,Pitta_iris,Rainbow Pitta,Pitta,Pittidae (Pittas),,,,
13181,Euchrepomis_callinota,Rufous-rumped Antwren,Euchrepomis,Thamnophilidae (Typical Antbirds),,,,
13186,Euchrepomis_humeralis,Chestnut-shouldered Antwren,Euchrepomis,Thamnophilidae (Typical Antbirds),,,,
13187,Euchrepomis_sharpei,Yellow-rumped Antwren,Euchrepomis,Thamnophilidae (Typical Antbirds),,,,
13188,Euchrepomis_spodioptila,Ash-winged Antwren,Euchrepomis,Thamnophilidae (Typical Antbirds),,,,
13193,Cymbilaimus_lineatus,Fasciated Antshrike,Cymbilaimus,Thamnophilidae (Typical Antbirds),,,,
13197,Cymbilaimus_sanctaemariae,Bamboo Antshrike,Cymbilaimus,Thamnophilidae (Typical Antbirds),,,,
13198,Hypoedaleus_guttatus,Spot-backed Antshrike,Hypoedaleus,Thamnophilidae (Typical Antbirds),,,,
13199,Batara_cinerea,Giant Antshrike,Batara,Thamnophilidae (Typical Antbirds),,,,
13203,Mackenziaena_leachii,Large-tailed Antshrike,Mackenziaena,Thamnophilidae (Typical Antbirds),,,,
13204,Mackenziaena_severa,Tufted Antshrike,Mackenziaena,Thamnophilidae (Typical Antbirds),,,,
13205,Frederickena_viridis,Black-throated Antshrike,Frederickena,Thamnophilidae (Typical Antbirds),,,,
13206,Frederickena_unduliger,Undulated Antshrike,Frederickena,Thamnophilidae (Typical Antbirds),,,,
13210,Frederickena_fulva,Fulvous Antshrike,Frederickena,Thamnophilidae (Typical Antbirds),,,,
13212,Taraba_major,Great Antshrike,Taraba,Thamnophilidae (Typical Antbirds),,,,
13223,Sakesphorus_canadensis,Black-crested Antshrike,Sakesphorus,Thamnophilidae (Typical Antbirds),,,,
13231,Sakesphorus_luctuosus,Glossy Antshrike,Sakesphorus,Thamnophilidae (Typical Antbirds),,,,
13234,Sakesphoroides_cristatus,Silvery-cheeked Antshrike,Sakesphoroides,Thamnophilidae (Typical Antbirds),,,,
13235,Radinopsyche_sellowi,Caatinga Antwren,Radinopsyche,Thamnophilidae (Typical Antbirds),,,,
13236,Biatas_nigropectus,White-bearded Antshrike,Biatas,Thamnophilidae (Typical Antbirds),,,,
13237,Thamnophilus_doliatus,Barred Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,
13251,Thamnophilus_ruficapillus,Rufous-capped Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,
13259,Thamnophilus_torquatus,Rufous-winged Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,
13261,Thamnophilus_zarumae,Chapman's Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,
13264,Thamnophilus_multistriatus,Bar-crested Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,
13269,Thamnophilus_tenuepunctatus,Lined Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,
13273,Thamnophilus_palliatus,Chestnut-backed Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,
13279,Thamnophilus_bernardi,Collared Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,
13282,Thamnophilus_atrinucha,Black-crowned Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,
13285,Thamnophilus_bridgesi,Black-hooded Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,
13286,Thamnophilus_schistaceus,Plain-winged Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,
13290,Thamnophilus_murinus,Mouse-colored Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,
13295,Thamnophilus_nigriceps,Black Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,
13296,Thamnophilus_praecox,Cocha Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,
13297,Thamnophilus_cryptoleucus,Castelnau's Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,
13298,Thamnophilus_nigrocinereus,Blackish-gray Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,
13304,Thamnophilus_punctatus,Northern Slaty-Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,
13311,Thamnophilus_stictocephalus,Natterer's Slaty-Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,
13314,Thamnophilus_sticturus,Bolivian Slaty-Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,
13315,Thamnophilus_pelzelni,Planalto Slaty-Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,
13316,Thamnophilus_ambiguus,Sooretama Slaty-Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,
13317,Thamnophilus_caerulescens,Variable Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,
13326,Thamnophilus_unicolor,Uniform Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,
13330,Thamnophilus_aethiops,White-shouldered Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,
13341,Thamnophilus_aroyae,Upland Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,
13342,Thamnophilus_melanonotus,Black-backed Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,
13343,Thamnophilus_melanothorax,Band-tailed Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,
13344,Thamnophilus_amazonicus,Amazonian Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,
13350,Thamnophilus_insignis,Streak-backed Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,
13353,Thamnophilus_divisorius,Acre Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,
13355,Rhopias_gularis,Star-throated Antwren,Rhopias,Thamnophilidae (Typical Antbirds),,,,
13356,Megastictus_margaritatus,Pearly Antshrike,Megastictus,Thamnophilidae (Typical Antbirds),,,,
13357,Neoctantes_niger,Black Bushbird,Neoctantes,Thamnophilidae (Typical Antbirds),,,,
13358,Clytoctantes_alixii,Recurve-billed Bushbird,Clytoctantes,Thamnophilidae (Typical Antbirds),,,,
13359,Clytoctantes_atrogularis,Rondonia Bushbird,Clytoctantes,Thamnophilidae (Typical Antbirds),,,,
13360,Thamnistes_anabatinus,Russet Antshrike,Thamnistes,Thamnophilidae (Typical Antbirds),,,,
13369,Thamnistes_rufescens,Rufescent Antshrike,Thamnistes,Thamnophilidae (Typical Antbirds),Thamnistes,,MJI two-species genus match,
13372,Dysithamnus_stictothorax,Spot-breasted Antvireo,Dysithamnus,Thamnophilidae (Typical Antbirds),,,,
13373,Dysithamnus_mentalis,Plain Antvireo,Dysithamnus,Thamnophilidae (Typical Antbirds),,,,
13392,Dysithamnus_striaticeps,Streak-crowned Antvireo,Dysithamnus,Thamnophilidae (Typical Antbirds),,,,
13393,Dysithamnus_puncticeps,Spot-crowned Antvireo,Dysithamnus,Thamnophilidae (Typical Antbirds),,,,
13394,Dysithamnus_xanthopterus,Rufous-backed Antvireo,Dysithamnus,Thamnophilidae (Typical Antbirds),,,,
13395,Dysithamnus_occidentalis,Bicolored Antvireo,Dysithamnus,Thamnophilidae (Typical Antbirds),,,,
13398,Dysithamnus_plumbeus,Plumbeous Antvireo,Dysithamnus,Thamnophilidae (Typical Antbirds),,,,
13399,Dysithamnus_leucostictus,White-streaked Antvireo,Dysithamnus,Thamnophilidae (Typical Antbirds),,,,
13403,Thamnomanes_ardesiacus,Dusky-throated Antshrike,Thamnomanes,Thamnophilidae (Typical Antbirds),,,,
13406,Thamnomanes_saturninus,Saturnine Antshrike,Thamnomanes,Thamnophilidae (Typical Antbirds),,,,
13410,Thamnomanes_caesius,Cinereous Antshrike,Thamnomanes,Thamnophilidae (Typical Antbirds),,,,
13416,Thamnomanes_schistogynus,Bluish-slate Antshrike,Thamnomanes,Thamnophilidae (Typical Antbirds),,,,
13420,Xenornis_setifrons,Spiny-faced Antshrike,Xenornis,Thamnophilidae (Typical Antbirds),,,,
13421,Isleria_hauxwelli,Plain-throated Antwren,Isleria,Thamnophilidae (Typical Antbirds),,,,
13425,Isleria_guttata,Rufous-bellied Antwren,Isleria,Thamnophilidae (Typical Antbirds),,,,
13426,Pygiptila_stellaris,Spot-winged Antshrike,Pygiptila,Thamnophilidae (Typical Antbirds),,,,
13431,Epinecrophylla_fulviventris,Checker-throated Stipplethroat,Epinecrophylla,Thamnophilidae (Typical Antbirds),,,,
13432,Epinecrophylla_gutturalis,Brown-bellied Stipplethroat,Epinecrophylla,Thamnophilidae (Typical Antbirds),,,,
13433,Epinecrophylla_leucophthalma,White-eyed Stipplethroat,Epinecrophylla,Thamnophilidae (Typical Antbirds),,,,
13438,Epinecrophylla_haematonota,Rufous-backed Stipplethroat,Epinecrophylla,Thamnophilidae (Typical Antbirds),,,,
13443,Epinecrophylla_amazonica,Rio Madeira Stipplethroat,Epinecrophylla,Thamnophilidae (Typical Antbirds),,,,
13447,Epinecrophylla_spodionota,Foothill Stipplethroat,Epinecrophylla,Thamnophilidae (Typical Antbirds),,,,
13450,Epinecrophylla_ornata,Ornate Stipplethroat,Epinecrophylla,Thamnophilidae (Typical Antbirds),,,,
13457,Epinecrophylla_erythrura,Rufous-tailed Stipplethroat,Epinecrophylla,Thamnophilidae (Typical Antbirds),,,,
13461,Myrmotherula_brachyura,Pygmy Antwren,Myrmotherula,Thamnophilidae (Typical Antbirds),,,,
13462,Myrmotherula_ignota,Moustached Antwren,Myrmotherula,Thamnophilidae (Typical Antbirds),,,,
13465,Myrmotherula_ambigua,Yellow-throated Antwren,Myrmotherula,Thamnophilidae (Typical Antbirds),,,,
13466,Myrmotherula_sclateri,Sclater's Antwren,Myrmotherula,Thamnophilidae (Typical Antbirds),,,,
13467,Myrmotherula_surinamensis,Guianan Streaked-Antwren,Myrmotherula,Thamnophilidae (Typical Antbirds),,,,
13468,Myrmotherula_multostriata,Amazonian Streaked-Antwren,Myrmotherula,Thamnophilidae (Typical Antbirds),,,,
13469,Myrmotherula_pacifica,Pacific Antwren,Myrmotherula,Thamnophilidae (Typical Antbirds),,,,
13470,Myrmotherula_cherriei,Cherrie's Antwren,Myrmotherula,Thamnophilidae (Typical Antbirds),,,,
13471,Myrmotherula_klagesi,Klages's Antwren,Myrmotherula,Thamnophilidae (Typical Antbirds),,,,
13472,Myrmotherula_longicauda,Stripe-chested Antwren,Myrmotherula,Thamnophilidae (Typical Antbirds),,,,
13477,Myrmotherula_axillaris,White-flanked Antwren,Myrmotherula,Thamnophilidae (Typical Antbirds),,,,
13485,Myrmotherula_schisticolor,Slaty Antwren,Myrmotherula,Thamnophilidae (Typical Antbirds),,,,
13489,Myrmotherula_sunensis,Rio Suno Antwren,Myrmotherula,Thamnophilidae (Typical Antbirds),,,,
13492,Myrmotherula_minor,Salvadori's Antwren,Myrmotherula,Thamnophilidae (Typical Antbirds),,,,
13493,Myrmotherula_longipennis,Long-winged Antwren,Myrmotherula,Thamnophilidae (Typical Antbirds),,,,
13500,Myrmotherula_urosticta,Band-tailed Antwren,Myrmotherula,Thamnophilidae (Typical Antbirds),,,,
13501,Myrmotherula_iheringi,Ihering's Antwren,Myrmotherula,Thamnophilidae (Typical Antbirds),,,,
13505,Myrmotherula_fluminensis,Rio de Janeiro Antwren,Myrmotherula,Thamnophilidae (Typical Antbirds),,,,
13506,Myrmotherula_grisea,Ashy Antwren,Myrmotherula,Thamnophilidae (Typical Antbirds),,,,
13507,Myrmotherula_unicolor,Unicolored Antwren,Myrmotherula,Thamnophilidae (Typical Antbirds),,,,
13508,Myrmotherula_snowi,Alagoas Antwren,Myrmotherula,Thamnophilidae (Typical Antbirds),,,,
13509,Myrmotherula_behni,Plain-winged Antwren,Myrmotherula,Thamnophilidae (Typical Antbirds),,,,
13514,Myrmotherula_menetriesii,Gray Antwren,Myrmotherula,Thamnophilidae (Typical Antbirds),,,,
13520,Myrmotherula_assimilis,Leaden Antwren,Myrmotherula,Thamnophilidae (Typical Antbirds),,,,
13524,Dichrozona_cincta,Banded Antbird,Dichrozona,Thamnophilidae (Typical Antbirds),,,,
13525,Myrmorchilus_strigilatus,Stripe-backed Antbird,Myrmorchilus,Thamnophilidae (Typical Antbirds),,,,
13528,Herpsilochmus_pileatus,Bahia Antwren,Herpsilochmus,Thamnophilidae (Typical Antbirds),,,,
13529,Herpsilochmus_atricapillus,Black-capped Antwren,Herpsilochmus,Thamnophilidae (Typical Antbirds),,,,
13530,Herpsilochmus_praedictus,Predicted Antwren,Herpsilochmus,Thamnophilidae (Typical Antbirds),,,,
13531,Herpsilochmus_stotzi,Aripuana Antwren,Herpsilochmus,Thamnophilidae (Typical Antbirds),,,,
13532,Herpsilochmus_motacilloides,Creamy-bellied Antwren,Herpsilochmus,Thamnophilidae (Typical Antbirds),,,,
13533,Herpsilochmus_parkeri,Ash-throated Antwren,Herpsilochmus,Thamnophilidae (Typical Antbirds),,,,
13536,Herpsilochmus_sticturus,Spot-tailed Antwren,Herpsilochmus,Thamnophilidae (Typical Antbirds),,,,
13537,Herpsilochmus_dugandi,Dugand's Antwren,Herpsilochmus,Thamnophilidae (Typical Antbirds),,,,
13538,Herpsilochmus_stictocephalus,Todd's Antwren,Herpsilochmus,Thamnophilidae (Typical Antbirds),,,,
13539,Herpsilochmus_gentryi,Ancient Antwren,Herpsilochmus,Thamnophilidae (Typical Antbirds),,,,
13540,Herpsilochmus_dorsimaculatus,Spot-backed Antwren,Herpsilochmus,Thamnophilidae (Typical Antbirds),,,,
13541,Herpsilochmus_roraimae,Roraiman Antwren,Herpsilochmus,Thamnophilidae (Typical Antbirds),,,,
13544,Herpsilochmus_pectoralis,Pectoral Antwren,Herpsilochmus,Thamnophilidae (Typical Antbirds),,,,
13545,Herpsilochmus_longirostris,Large-billed Antwren,Herpsilochmus,Thamnophilidae (Typical Antbirds),,,,
13546,Herpsilochmus_axillaris,Yellow-breasted Antwren,Herpsilochmus,Thamnophilidae (Typical Antbirds),,,,
13551,Herpsilochmus_frater,Rusty-winged Antwren,Herpsilochmus,Thamnophilidae (Typical Antbirds),"Herpsilochmus_frater, Herpsilochmus_rufimarginatus",,obvious sisters,
13554,Herpsilochmus_rufimarginatus,Rufous-margined Antwren,Herpsilochmus,Thamnophilidae (Typical Antbirds),,,,
13556,Microrhopias_quixensis,Dot-winged Antwren,Microrhopias,Thamnophilidae (Typical Antbirds),,,,
13569,Formicivora_iheringi,Narrow-billed Antwren,Formicivora,Thamnophilidae (Typical Antbirds),,,,
13570,Formicivora_erythronotos,Black-hooded Antwren,Formicivora,Thamnophilidae (Typical Antbirds),,,,
13571,Formicivora_intermedia,Northern White-fringed Antwren,Formicivora,Thamnophilidae (Typical Antbirds),"Formicivora_intermedia, Formicivora_grisea",,,yes
13578,Formicivora_grisea,Southern White-fringed Antwren,Formicivora,Thamnophilidae (Typical Antbirds),,,,
13582,Formicivora_serrana,Serra Antwren,Formicivora,Thamnophilidae (Typical Antbirds),,,,
13587,Formicivora_melanogaster,Black-bellied Antwren,Formicivora,Thamnophilidae (Typical Antbirds),,,,
13590,Formicivora_rufa,Rusty-backed Antwren,Formicivora,Thamnophilidae (Typical Antbirds),,,,
13594,Formicivora_grantsaui,Sincora Antwren,Formicivora,Thamnophilidae (Typical Antbirds),,,,
13595,Formicivora_acutirostris,Marsh Antwren,Formicivora,Thamnophilidae (Typical Antbirds),,,,
13599,Drymophila_ferruginea,Ferruginous Antbird,Drymophila,Thamnophilidae (Typical Antbirds),,,,
13600,Drymophila_rubricollis,Bertoni's Antbird,Drymophila,Thamnophilidae (Typical Antbirds),,,,
13601,Drymophila_genei,Rufous-tailed Antbird,Drymophila,Thamnophilidae (Typical Antbirds),,,,
13602,Drymophila_ochropyga,Ochre-rumped Antbird,Drymophila,Thamnophilidae (Typical Antbirds),,,,
13603,Drymophila_malura,Dusky-tailed Antbird,Drymophila,Thamnophilidae (Typical Antbirds),,,,
13604,Drymophila_squamata,Scaled Antbird,Drymophila,Thamnophilidae (Typical Antbirds),,,,
13607,Drymophila_devillei,Striated Antbird,Drymophila,Thamnophilidae (Typical Antbirds),,,,
13610,Drymophila_caudata,East Andean Antbird,Drymophila,Thamnophilidae (Typical Antbirds),,,,
13611,Drymophila_klagesi,Klages's Antbird,Drymophila,Thamnophilidae (Typical Antbirds),,,,
13612,Drymophila_hellmayri,Santa Marta Antbird,Drymophila,Thamnophilidae (Typical Antbirds),,,,
13613,Drymophila_striaticeps,Streak-headed Antbird,Drymophila,Thamnophilidae (Typical Antbirds),,,,
13619,Hypocnemis_cantator,Guianan Warbling-Antbird,Hypocnemis,Thamnophilidae (Typical Antbirds),,,,
13620,Hypocnemis_flavescens,Imeri Warbling-Antbird,Hypocnemis,Thamnophilidae (Typical Antbirds),,,,
13621,Hypocnemis_peruviana,Peruvian Warbling-Antbird,Hypocnemis,Thamnophilidae (Typical Antbirds),,,,
13624,Hypocnemis_subflava,Yellow-breasted Warbling-Antbird,Hypocnemis,Thamnophilidae (Typical Antbirds),,,,
13627,Hypocnemis_ochrogyna,Rondonia Warbling-Antbird,Hypocnemis,Thamnophilidae (Typical Antbirds),,,,
13628,Hypocnemis_striata,Spix's Warbling-Antbird,Hypocnemis,Thamnophilidae (Typical Antbirds),,,,
13633,Hypocnemis_rondoni,Manicore Warbling-Antbird,Hypocnemis,Thamnophilidae (Typical Antbirds),,,,
13635,Hypocnemis_hypoxantha,Yellow-browed Antbird,Hypocnemis,Thamnophilidae (Typical Antbirds),,,,
13638,Terenura_sicki,Orange-bellied Antwren,Terenura,Thamnophilidae (Typical Antbirds),Terenura,,,
13639,Terenura_maculata,Streak-capped Antwren,Terenura,Thamnophilidae (Typical Antbirds),,,,
13640,Cercomacroides_laeta,Willis's Antbird,Cercomacroides,Thamnophilidae (Typical Antbirds),,,,
13644,Cercomacroides_parkeri,Parker's Antbird,Cercomacroides,Thamnophilidae (Typical Antbirds),,,,
13645,Cercomacroides_tyrannina,Dusky Antbird,Cercomacroides,Thamnophilidae (Typical Antbirds),,,,
13652,Cercomacroides_serva,Black Antbird,Cercomacroides,Thamnophilidae (Typical Antbirds),,,,
13653,Cercomacroides_nigrescens,Blackish Antbird,Cercomacroides,Thamnophilidae (Typical Antbirds),,,,
13659,Cercomacroides_fuscicauda,Riparian Antbird,Cercomacroides,Thamnophilidae (Typical Antbirds),"Cercomacroides_nigrescens, Cercomacroides_fuscicauda",,Recently split from C. nigrescens on account of its strong vocal distinctiveness,
13662,Cercomacra_manu,Manu Antbird,Cercomacra,Thamnophilidae (Typical Antbirds),,,,
13663,Cercomacra_cinerascens,Gray Antbird,Cercomacra,Thamnophilidae (Typical Antbirds),,,,
13668,Cercomacra_brasiliana,Rio de Janeiro Antbird,Cercomacra,Thamnophilidae (Typical Antbirds),,,,
13669,Cercomacra_melanaria,Mato Grosso Antbird,Cercomacra,Thamnophilidae (Typical Antbirds),,,,
13670,Cercomacra_ferdinandi,Bananal Antbird,Cercomacra,Thamnophilidae (Typical Antbirds),,,,
13671,Cercomacra_nigricans,Jet Antbird,Cercomacra,Thamnophilidae (Typical Antbirds),,,,
13672,Cercomacra_carbonaria,Rio Branco Antbird,Cercomacra,Thamnophilidae (Typical Antbirds),,,,
13673,Pyriglena_maura,Western Fire-eye,Pyriglena,Thamnophilidae (Typical Antbirds),"Pyriglena_maura, Pyriglena_similis, Pyriglena_leuconota",,Recent splits,
13681,Pyriglena_similis,Tapajos Fire-eye,Pyriglena,Thamnophilidae (Typical Antbirds),"Pyriglena_maura, Pyriglena_similis, Pyriglena_leuconota",,Recent splits,
13682,Pyriglena_leuconota,East Amazonian Fire-eye,Pyriglena,Thamnophilidae (Typical Antbirds),,,,
13686,Pyriglena_atra,Fringe-backed Fire-eye,Pyriglena,Thamnophilidae (Typical Antbirds),,,,
13687,Pyriglena_leucoptera,White-shouldered Fire-eye,Pyriglena,Thamnophilidae (Typical Antbirds),,,,
13688,Rhopornis_ardesiacus,Slender Antbird,Rhopornis,Thamnophilidae (Typical Antbirds),,,,
13689,Myrmoborus_leucophrys,White-browed Antbird,Myrmoborus,Thamnophilidae (Typical Antbirds),,,,
13694,Myrmoborus_lugubris,Ash-breasted Antbird,Myrmoborus,Thamnophilidae (Typical Antbirds),,,,
13699,Myrmoborus_myotherinus,Black-faced Antbird,Myrmoborus,Thamnophilidae (Typical Antbirds),,,,
13707,Myrmoborus_melanurus,Black-tailed Antbird,Myrmoborus,Thamnophilidae (Typical Antbirds),,,,
13708,Myrmoborus_lophotes,White-lined Antbird,Myrmoborus,Thamnophilidae (Typical Antbirds),,,,
13709,Hypocnemoides_melanopogon,Black-chinned Antbird,Hypocnemoides,Thamnophilidae (Typical Antbirds),,,,
13712,Hypocnemoides_maculicauda,Band-tailed Antbird,Hypocnemoides,Thamnophilidae (Typical Antbirds),,,,
13713,Myrmochanes_hemileucus,Black-and-white Antbird,Myrmochanes,Thamnophilidae (Typical Antbirds),,,,
13714,Gymnocichla_nudiceps,Bare-crowned Antbird,Gymnocichla,Thamnophilidae (Typical Antbirds),,,,
13719,Sclateria_naevia,Silvered Antbird,Sclateria,Thamnophilidae (Typical Antbirds),,,,
13724,Percnostola_rufifrons,Black-headed Antbird,Percnostola,Thamnophilidae (Typical Antbirds),,,,
13731,Percnostola_arenarum,Allpahuayo Antbird,Percnostola,Thamnophilidae (Typical Antbirds),,,,
13732,Myrmelastes_schistaceus,Slate-colored Antbird,Myrmelastes,Thamnophilidae (Typical Antbirds),,,,
13733,Myrmelastes_saturatus,Roraiman Antbird,Myrmelastes,Thamnophilidae (Typical Antbirds),,,,
13736,Myrmelastes_hyperythrus,Plumbeous Antbird,Myrmelastes,Thamnophilidae (Typical Antbirds),,,,
13737,Myrmelastes_leucostigma,Spot-winged Antbird,Myrmelastes,Thamnophilidae (Typical Antbirds),,,,
13742,Myrmelastes_humaythae,Humaita Antbird,Myrmelastes,Thamnophilidae (Typical Antbirds),,,,
13743,Myrmelastes_brunneiceps,Brownish-headed Antbird,Myrmelastes,Thamnophilidae (Typical Antbirds),,,,
13744,Myrmelastes_rufifacies,Rufous-faced Antbird,Myrmelastes,Thamnophilidae (Typical Antbirds),,,,
13745,Myrmelastes_caurensis,Caura Antbird,Myrmelastes,Thamnophilidae (Typical Antbirds),,,,
13749,Myrmeciza_longipes,White-bellied Antbird,Myrmeciza,Thamnophilidae (Typical Antbirds),,,,
13754,Poliocrania_exsul,Chestnut-backed Antbird,Poliocrania,Thamnophilidae (Typical Antbirds),,,,
