TAXON_ORDER,SPECIES_CODE,TAXON_CONCEPT_ID,PRIMARY_COM_NAME,SCI_NAME,ORDER1,FAMILY,ott_id,ott_name,ott_tax_sources,ott_match_type,H_M_name,H_M_match_type,Birdlife_name,Birdlife_match_type,IOC_name,IOC_match_type
6488,damter2,avibase-9F9A13D8,Damara Tern,Sternula balaenarum,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",4130477,Sternula balaenarum,"worms:567804,gbif:6065769,irmng:10189078,irmng:11799150",canonical_match,Sternula balaenarum,concepts_match,Sternula balaenarum,concepts_match,Sternula balaenarum,concepts_match
6490,labter1,avibase-C3C30D03,Large-billed Tern,Phaetusa simplex,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",341044,Phaetusa simplex,"ncbi:297813,worms:344102,gbif:5229213,irmng:10456581",canonical_match,Phaetusa simplex,concepts_match,Phaetusa simplex,concepts_match,Phaetusa simplex,concepts_match
6493,gubter1,avibase-441918B5,Gull-billed Tern,Gelochelidon nilotica,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",1021956,Gelochelidon nilotica,"ncbi:126865,worms:148798,gbif:5229240,irmng:11234388",canonical_match,Gelochelidon nilotica,concepts_match,Gelochelidon nilotica;Gelochelidon macrotarsa,parent_of,Gelochelidon nilotica;Gelochelidon macrotarsa,parent_of
6501,caster1,avibase-BC06BC0D,Caspian Tern,Hydroprogne caspia,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",651058,Hydroprogne caspia,"ncbi:425641,worms:567825,gbif:2481236",canonical_match,Hydroprogne caspia,concepts_match,Hydroprogne caspia,concepts_match,Hydroprogne caspia,concepts_match
6502,incter1,avibase-FF6C3B9C,Inca Tern,Larosterna inca,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",341047,Larosterna inca,"ncbi:297811,worms:344082,gbif:2481125,irmng:11241418",canonical_match,Larosterna inca,concepts_match,Larosterna inca,concepts_match,Larosterna inca,concepts_match
6503,blkter,avibase-115AF02D,Black Tern,Chlidonias niger,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",234666,Chlidonias niger,"ncbi:279945,worms:137137,gbif:2481119,irmng:11121194",canonical_match,Chlidonias niger,concepts_match,Chlidonias niger,concepts_match,Chlidonias niger,concepts_match
6506,whwter,avibase-43CAAEE3,White-winged Tern,Chlidonias leucopterus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",915891,Chlidonias leucopterus,"ncbi:297806,worms:137136,gbif:2481120,irmng:10768565",canonical_match,Chlidonias leucopterus,concepts_match,Chlidonias leucopterus,concepts_match,Chlidonias leucopterus,concepts_match
6507,whiter2,avibase-7AB4E42B,Whiskered Tern,Chlidonias hybrida,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",915886,Chlidonias hybridus,"ncbi:297805,worms:137135,gbif:2481121,irmng:11228863",synonym_match,Chlidonias hybrida,concepts_match,Chlidonias hybrida,concepts_match,Chlidonias hybrida,concepts_match
6511,blfter1,avibase-37868999,Black-fronted Tern,Chlidonias albostriatus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",341038,Sterna albostriata,"ncbi:297814,worms:379000,gbif:2481123,irmng:10991210,irmng:10810769",synonym_match,Chlidonias albostriatus,concepts_match,Chlidonias albostriatus,concepts_match,Chlidonias albostriatus,concepts_match
6513,roster,avibase-74236837,Roseate Tern,Sterna dougallii,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",285543,Sterna dougallii,"ncbi:289485,worms:137160,gbif:5229249,irmng:10189074",canonical_match,Sterna dougallii,concepts_match,Sterna dougallii,concepts_match,Sterna dougallii,concepts_match
6519,whfter1,avibase-E1F9123B,White-fronted Tern,Sterna striata,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",966604,Sterna striata,"ncbi:297824,worms:225976,gbif:5229233,irmng:10194652",canonical_match,Sterna striata,concepts_match,Sterna striata,concepts_match,Sterna striata,concepts_match
6523,blnter1,avibase-9D6704AC,Black-naped Tern,Sterna sumatrana,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",966606,Sterna sumatrana,"ncbi:297825,worms:212608,gbif:5229214,irmng:10762346",canonical_match,Sterna sumatrana,concepts_match,Sterna sumatrana,concepts_match,Sterna sumatrana,concepts_match
6526,comter,avibase-4D2FF6F1,Common Tern,Sterna hirundo,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",1057459,Sterna hirundo,"ncbi:108405,worms:137162,gbif:9367409,irmng:11060593",canonical_match,Sterna hirundo,concepts_match,Sterna hirundo,concepts_match,Sterna hirundo,concepts_match
6533,arcter,avibase-BDC5CF80,Arctic Tern,Sterna paradisaea,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",809006,Sterna paradisaea,"ncbi:279953,worms:137165,gbif:5229230,irmng:10999098",canonical_match,Sterna paradisaea,concepts_match,Sterna paradisaea,concepts_match,Sterna paradisaea,concepts_match
6536,soater1,avibase-ECAE1DA1,South American Tern,Sterna hirundinacea,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",738509,Sterna hirundinacea,"ncbi:227186,worms:225979,gbif:5229231,irmng:10837610",canonical_match,Sterna hirundinacea,concepts_match,Sterna hirundinacea,concepts_match,Sterna hirundinacea,concepts_match
6537,antter1,avibase-E9C409B5,Antarctic Tern,Sterna vittata,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",966611,Sterna vittata,"ncbi:297828,worms:225766,gbif:9606968,irmng:10194917",canonical_match,Sterna vittata,concepts_match,Sterna vittata,concepts_match,Sterna vittata,concepts_match
6546,forter,avibase-D13B9122,Forster's Tern,Sterna forsteri,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",341030,Sterna forsteri,"ncbi:297819,worms:159057,gbif:5229247,irmng:11374282",canonical_match,Sterna forsteri,concepts_match,Sterna forsteri,concepts_match,Sterna forsteri,concepts_match
6548,truter,avibase-98FBF9CA,Snowy-crowned Tern,Sterna trudeaui,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",1031870,Sterna trudeaui,"ncbi:297827,worms:225966,gbif:5229263,irmng:10190538",canonical_match,Sterna trudeaui,concepts_match,Sterna trudeaui,concepts_match,Sterna trudeaui,concepts_match
6549,blbter1,avibase-807E1277,Black-bellied Tern,Sterna acuticauda,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",3596946,Sterna acuticauda,"worms:343924,gbif:5229261,irmng:10189077",canonical_match,Sterna acuticauda,concepts_match,Sterna acuticauda,concepts_match,Sterna acuticauda,concepts_match
6550,rivter1,avibase-A874F334,River Tern,Sterna aurantia,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",3596941,Sterna aurantia,"worms:343926,gbif:5229239,irmng:10683815",canonical_match,Sterna aurantia,concepts_match,Sterna aurantia,concepts_match,Sterna aurantia,concepts_match
6552,whcter1,avibase-CF5C013D,White-cheeked Tern,Sterna repressa,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",3596947,Sterna repressa,"worms:212607,gbif:5229267,irmng:11394575",canonical_match,Sterna repressa,concepts_match,Sterna repressa,concepts_match,Sterna repressa,concepts_match
6553,kerter1,avibase-754993F1,Kerguelen Tern,Sterna virgata,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",3596944,Sterna virgata,"worms:225962,gbif:5229219,irmng:10797660",canonical_match,Sterna virgata,concepts_match,Sterna virgata,concepts_match,Sterna virgata,concepts_match
6555,royter1,avibase-719935EF,Royal Tern,Thalasseus maximus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",5925675,Thalasseus maximus maximus,ncbi:1848250 ,sub_spp_fix_ejm,Thalasseus maximus,child_of,Thalasseus maximus,child_of,Thalasseus maximus,concepts_match
6556,grcter1,avibase-526978C4,Great Crested Tern,Thalasseus bergii,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",341034,Thalasseus bergii,"ncbi:1843445,worms:212606,gbif:5789283,irmng:11096360",canonical_match,Thalasseus bergii,concepts_match,Thalasseus bergii,concepts_match,Thalasseus bergii,concepts_match
6561,santer1,avibase-F7504353,Sandwich Tern,Thalasseus sandvicensis,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",154128,Thalasseus sandvicensis,"ncbi:126723,worms:137166,gbif:2481240,irmng:11074318",canonical_match,Thalasseus sandvicensis,concepts_match,Thalasseus sandvicensis,concepts_match,Thalasseus acuflavidus;Thalasseus sandvicensis,overlaps
6566,eleter1,avibase-3F9E1C51,Elegant Tern,Thalasseus elegans,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",341032,Sterna elegans,"ncbi:297817,worms:225959,gbif:2481285,irmng:11340072",synonym_match,Thalasseus elegans,concepts_match,Thalasseus elegans,concepts_match,Thalasseus elegans,concepts_match
6569,lecter2,avibase-D01CDECD,Lesser Crested Tern,Thalasseus bengalensis,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",341036,Sterna bengalensis,"ncbi:297815,worms:137158,gbif:6065833,irmng:11406436",synonym_match,Thalasseus bengalensis,concepts_match,Thalasseus bengalensis,concepts_match,Thalasseus bengalensis,concepts_match
6573,royter2,avibase-CF8461BF,West African Crested Tern,Thalasseus albididorsalis,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",5859773,Thalasseus maximus albididorsalis,ncbi:1848251,unknown,Thalasseus maximus,child_of,Thalasseus maximus,child_of,Thalasseus albididorsalis,concepts_match
6575,chcter2,avibase-FCEF84DC,Chinese Crested Tern,Thalasseus bernsteini,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",3596903,Thalasseus bernsteini,"ncbi:2109560,worms:343928,gbif:6065837,irmng:10910752,irmng:11414241",canonical_match,Thalasseus bernsteini,concepts_match,Thalasseus bernsteini,concepts_match,Thalasseus bernsteini,concepts_match
6580,blkski,avibase-88AB027C,Black Skimmer,Rynchops niger,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",738512,Rynchops niger,"ncbi:227184,worms:159079,gbif:2481209,irmng:10218333",canonical_match,Rynchops niger,concepts_match,Rynchops niger,concepts_match,Rynchops niger,concepts_match
6584,afrski1,avibase-907B1140,African Skimmer,Rynchops flavirostris,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",3596907,Rynchops flavirostris,"worms:212828,gbif:2481208,irmng:10586928",canonical_match,Rynchops flavirostris,concepts_match,Rynchops flavirostris,concepts_match,Rynchops flavirostris,concepts_match
6585,indski1,avibase-88151F23,Indian Skimmer,Rynchops albicollis,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",3596906,Rynchops albicollis,"worms:344002,gbif:2481207,irmng:11225989",canonical_match,Rynchops albicollis,concepts_match,Rynchops albicollis,concepts_match,Rynchops albicollis,concepts_match
6587,kagu1,avibase-227D77FB,Kagu,Rhynochetos jubatus,Eurypygiformes,Rhynochetidae (Kagu),86672,Rhynochetos jubatus,"ncbi:54386,gbif:2474354,irmng:10196798",canonical_match,Rhynochetos jubatus,concepts_match,Rhynochetos jubatus,concepts_match,Rhynochetos jubatus,concepts_match
6588,sunbit1,avibase-900C590B,Sunbittern,Eurypyga helias,Eurypygiformes,Eurypygidae (Sunbittern),86680,Eurypyga helias,"ncbi:54383,gbif:2474332,irmng:10590519",canonical_match,Eurypyga helias,concepts_match,Eurypyga helias,concepts_match,Eurypyga helias,concepts_match
6592,whttro,avibase-1D07B501,White-tailed Tropicbird,Phaethon lepturus,Phaethontiformes,Phaethontidae (Tropicbirds),855119,Phaethon lepturus,"ncbi:97097,worms:212594,gbif:2481364,irmng:10195214",canonical_match,Phaethon lepturus,concepts_match,Phaethon lepturus,concepts_match,Phaethon lepturus,concepts_match
6599,rebtro,avibase-7EE005BD,Red-billed Tropicbird,Phaethon aethereus,Phaethontiformes,Phaethontidae (Tropicbirds),330009,Phaethon aethereus,"ncbi:37045,worms:137177,gbif:9743996,irmng:10935420",canonical_match,Phaethon aethereus,concepts_match,Phaethon aethereus,concepts_match,Phaethon aethereus,concepts_match
6603,rettro,avibase-C412CD62,Red-tailed Tropicbird,Phaethon rubricauda,Phaethontiformes,Phaethontidae (Tropicbirds),509057,Phaethon rubricauda,"ncbi:57073,worms:212595,gbif:2481361,irmng:10840353",canonical_match,Phaethon rubricauda,concepts_match,Phaethon rubricauda,concepts_match,Phaethon rubricauda,concepts_match
6610,retloo,avibase-6C50988A,Red-throated Loon,Gavia stellata,Gaviiformes,Gaviidae (Loons),1057044,Gavia stellata,"ncbi:37040,worms:137188,gbif:2481958,irmng:10855603",canonical_match,Gavia stellata,concepts_match,Gavia stellata,concepts_match,Gavia stellata,concepts_match
6611,arcloo,avibase-CA5852BE,Arctic Loon,Gavia arctica,Gaviiformes,Gaviidae (Loons),1085739,Gavia arctica,"ncbi:57069,worms:137186,gbif:2481959,irmng:10934623",canonical_match,Gavia arctica,concepts_match,Gavia arctica,concepts_match,Gavia arctica,concepts_match
6614,pacloo,avibase-B7D7EF23,Pacific Loon,Gavia pacifica,Gaviiformes,Gaviidae (Loons),651474,Gavia pacifica,"ncbi:85097,worms:422575,gbif:2481955,irmng:10589926",canonical_match,Gavia pacifica,concepts_match,Gavia pacifica,concepts_match,Gavia pacifica,concepts_match
6616,comloo,avibase-7E022378,Common Loon,Gavia immer,Gaviiformes,Gaviidae (Loons),1057518,Gavia immer,"ncbi:37039,worms:137187,gbif:2481962,irmng:10190144",canonical_match,Gavia immer,concepts_match,Gavia immer,concepts_match,Gavia immer,concepts_match
6617,yebloo,avibase-5349255D,Yellow-billed Loon,Gavia adamsii,Gaviiformes,Gaviidae (Loons),90560,Gavia adamsii,"ncbi:372293,worms:137185,gbif:2481957,irmng:10589925",canonical_match,Gavia adamsii,concepts_match,Gavia adamsii,concepts_match,Gavia adamsii,concepts_match
6620,kinpen1,avibase-827A77C7,King Penguin,Aptenodytes patagonicus,Sphenisciformes,Spheniscidae (Penguins),494361,Aptenodytes patagonicus,"ncbi:9234,worms:212656,gbif:2481660,irmng:10190139",canonical_match,Aptenodytes patagonicus,concepts_match,Aptenodytes patagonicus,concepts_match,Aptenodytes patagonicus,concepts_match
6621,emppen1,avibase-58848B71,Emperor Penguin,Aptenodytes forsteri,Sphenisciformes,Spheniscidae (Penguins),494370,Aptenodytes forsteri,"ncbi:9233,worms:225773,gbif:2481661,irmng:10190138",canonical_match,Aptenodytes forsteri,concepts_match,Aptenodytes forsteri,concepts_match,Aptenodytes forsteri,concepts_match
6622,adepen1,avibase-4A947BE7,Adelie Penguin,Pygoscelis adeliae,Sphenisciformes,Spheniscidae (Penguins),494357,Pygoscelis adeliae,"ncbi:9238,worms:225757,gbif:2481663,irmng:10855125",canonical_match,Pygoscelis adeliae,concepts_match,Pygoscelis adeliae,concepts_match,Pygoscelis adeliae,concepts_match
6623,genpen1,avibase-F2B3BF2A,Gentoo Penguin,Pygoscelis papua,Sphenisciformes,Spheniscidae (Penguins),1028837,Pygoscelis papua,"ncbi:30457,worms:225777,gbif:2481666,irmng:11127925",canonical_match,Pygoscelis papua,concepts_match,Pygoscelis papua,concepts_match,Pygoscelis papua,concepts_match
6628,chipen2,avibase-75B943A3,Chinstrap Penguin,Pygoscelis antarcticus,Sphenisciformes,Spheniscidae (Penguins),134466,Pygoscelis antarcticus,"ncbi:79643,worms:225783,gbif:2481664,irmng:11828275,irmng:10583809",canonical_match,Pygoscelis antarcticus,concepts_match,Pygoscelis antarcticus,concepts_match,Pygoscelis antarcticus,concepts_match
6629,yeepen1,avibase-9DF07165,Yellow-eyed Penguin,Megadyptes antipodes,Sphenisciformes,Spheniscidae (Penguins),429618,Megadyptes antipodes,"ncbi:37085,worms:225968,gbif:2481632,irmng:11021683",canonical_match,Megadyptes antipodes,concepts_match,Megadyptes antipodes,concepts_match,Megadyptes antipodes,concepts_match
6630,litpen1,avibase-151738D5,Little Penguin,Eudyptula minor,Sphenisciformes,Spheniscidae (Penguins),613299,Eudyptula minor,"ncbi:37083,worms:225932,gbif:2481646,irmng:11259790",canonical_match,Eudyptula minor,concepts_match,Eudyptula minor,concepts_match,Eudyptula minor,concepts_match
6637,jacpen1,avibase-9B183BDD,African Penguin,Spheniscus demersus,Sphenisciformes,Spheniscidae (Penguins),60417,Spheniscus demersus,"ncbi:92683,worms:212659,gbif:5229384,irmng:10190142",canonical_match,Spheniscus demersus,concepts_match,Spheniscus demersus,concepts_match,Spheniscus demersus,concepts_match
6638,humpen1,avibase-37FC130F,Humboldt Penguin,Spheniscus humboldti,Sphenisciformes,Spheniscidae (Penguins),810741,Spheniscus humboldti,"ncbi:9240,worms:293019,gbif:5229386,irmng:10761790",canonical_match,Spheniscus humboldti,concepts_match,Spheniscus humboldti,concepts_match,Spheniscus humboldti,concepts_match
6639,galpen1,avibase-ACAA25BF,Galapagos Penguin,Spheniscus mendiculus,Sphenisciformes,Spheniscidae (Penguins),399791,Spheniscus mendiculus,"ncbi:156760,worms:344001,gbif:5229383,irmng:10190143",canonical_match,Spheniscus mendiculus,concepts_match,Spheniscus mendiculus,concepts_match,Spheniscus mendiculus,concepts_match
6640,magpen1,avibase-3B4B29E0,Magellanic Penguin,Spheniscus magellanicus,Sphenisciformes,Spheniscidae (Penguins),429622,Spheniscus magellanicus,"ncbi:37081,worms:225782,gbif:5229385,irmng:10589924",canonical_match,Spheniscus magellanicus,concepts_match,Spheniscus magellanicus,concepts_match,Spheniscus magellanicus,concepts_match
6641,fiopen1,avibase-A143FB33,Fiordland Penguin,Eudyptes pachyrhynchus,Sphenisciformes,Spheniscidae (Penguins),976561,Eudyptes pachyrhynchus,"ncbi:37080,worms:225971,gbif:2481634,irmng:11325121",canonical_match,Eudyptes pachyrhynchus,child_of,Eudyptes pachyrhynchus,concepts_match,Eudyptes pachyrhynchus,concepts_match
6642,bicpen1,avibase-3B58C04E,Erect-crested Penguin,Eudyptes sclateri,Sphenisciformes,Spheniscidae (Penguins),60413,Eudyptes sclateri,"ncbi:92688,worms:225987,gbif:2481642,irmng:10190140",canonical_match,Eudyptes sclateri,concepts_match,Eudyptes sclateri,concepts_match,Eudyptes sclateri,concepts_match
6643,macpen1,avibase-2C2BC004,Macaroni Penguin,Eudyptes chrysolophus,Sphenisciformes,Spheniscidae (Penguins),82219,Eudyptes chrysolophus,"ncbi:79627,worms:212658,gbif:2481643,irmng:11265953",canonical_match,Eudyptes chrysolophus,child_of,Eudyptes chrysolophus,concepts_match,Eudyptes chrysolophus,concepts_match
6644,roypen1,avibase-01A11B3A,Royal Penguin,Eudyptes schlegeli,Sphenisciformes,Spheniscidae (Penguins),605139,Eudyptes schlegeli,"ncbi:57240,worms:225926,gbif:2481641,irmng:11342729",canonical_match,Eudyptes chrysolophus,child_of,Eudyptes schlegeli,concepts_match,Eudyptes schlegeli,concepts_match
6645,rocpen1,avibase-4023CC81,Southern Rockhopper Penguin,Eudyptes chrysocome,Sphenisciformes,Spheniscidae (Penguins),82220,Eudyptes chrysocome,"ncbi:79626,worms:212657,gbif:2481635,irmng:10840612,irmng:10453135",canonical_match,Eudyptes chrysocome,concepts_match,Eudyptes chrysocome,concepts_match,Eudyptes chrysocome,concepts_match
6649,rocpen4,avibase-8722DFC2,Moseley's Rockhopper Penguin,Eudyptes moseleyi,Sphenisciformes,Spheniscidae (Penguins),7068880,Eudyptes moseleyi,"ncbi:2495534,worms:405087,gbif:4352338,irmng:10341682",canonical_match,Eudyptes moseleyi,concepts_match,Eudyptes moseleyi,concepts_match,Eudyptes moseleyi,concepts_match
6650,snapen1,avibase-5EA37AA8,Snares Penguin,Eudyptes robustus,Sphenisciformes,Spheniscidae (Penguins),219197,Eudyptes robustus,"ncbi:345251,worms:225944,gbif:2481644,irmng:11405425",canonical_match,Eudyptes pachyrhynchus,child_of,Eudyptes robustus,concepts_match,Eudyptes robustus,concepts_match
6652,yenalb,avibase-7709CE5C,Yellow-nosed Albatross,Thalassarche chlororhynchos,Procellariiformes,Diomedeidae (Albatrosses),663145,Thalassarche chlororhynchos,"ncbi:54017,worms:159069,gbif:2481399,irmng:10761915",canonical_match,Thalassarche chlororhynchos,concepts_match,Thalassarche chlororhynchos;Thalassarche carteri,parent_of,Thalassarche chlororhynchos;Thalassarche carteri,parent_of
6655,gyhalb,avibase-0E4475F6,Gray-headed Albatross,Thalassarche chrysostoma,Procellariiformes,Diomedeidae (Albatrosses),320280,Thalassarche chrysostoma,"ncbi:54025,worms:225760,gbif:2481408,irmng:10837617",canonical_match,Thalassarche chrysostoma,concepts_match,Thalassarche chrysostoma,concepts_match,Thalassarche chrysostoma,concepts_match
6656,bulalb2,avibase-F79F09E1,Buller's Albatross,Thalassarche bulleri,Procellariiformes,Diomedeidae (Albatrosses),844475,Thalassarche bulleri,"ncbi:54018,worms:225776,gbif:2481415,irmng:10596474",canonical_match,Thalassarche bulleri,concepts_match,Thalassarche bulleri,concepts_match,Thalassarche bulleri,concepts_match
6657,whcalb1,avibase-87797B47,White-capped Albatross,Thalassarche cauta,Procellariiformes,Diomedeidae (Albatrosses),320278,Thalassarche cauta,"ncbi:54024,worms:225902,gbif:2481401,irmng:10218335",canonical_match,Thalassarche cauta,child_of,Thalassarche cauta;Thalassarche steadi,parent_of,Thalassarche cauta,concepts_match
6660,salalb1,avibase-25428EB1,Salvin's Albatross,Thalassarche salvini,Procellariiformes,Diomedeidae (Albatrosses),514671,Thalassarche salvini,"ncbi:79647,worms:567903,gbif:4847291,irmng:11168232",canonical_match,Thalassarche cauta,child_of,Thalassarche salvini,concepts_match,Thalassarche salvini,concepts_match
6661,shyalb2,avibase-253271CB,Chatham Albatross,Thalassarche eremita,Procellariiformes,Diomedeidae (Albatrosses),134477,Thalassarche eremita,"ncbi:79645,worms:225779,gbif:4352294,irmng:11407602",canonical_match,Thalassarche cauta,child_of,Thalassarche eremita,concepts_match,Thalassarche eremita,concepts_match
6663,bkbalb,avibase-F9FCB9FF,Black-browed Albatross,Thalassarche melanophris,Procellariiformes,Diomedeidae (Albatrosses),320271,Thalassarche melanophrys,"ncbi:54026,worms:343995,irmng:10591928",synonym_match,Thalassarche melanophris,concepts_match,Thalassarche melanophris;Thalassarche impavida,parent_of,Thalassarche melanophris;Thalassarche impavida,parent_of
6667,sooalb1,avibase-4976BF1D,Sooty Albatross,Phoebetria fusca,Procellariiformes,Diomedeidae (Albatrosses),592673,Phoebetria fusca,"ncbi:46544,worms:212632,gbif:2481376,irmng:10200071",canonical_match,Phoebetria fusca,concepts_match,Phoebetria fusca,concepts_match,Phoebetria fusca,concepts_match
6668,limalb1,avibase-1819ECCE,Light-mantled Albatross,Phoebetria palpebrata,Procellariiformes,Diomedeidae (Albatrosses),592674,Phoebetria palpebrata,"ncbi:46545,worms:212631,gbif:2481374,irmng:10791974",canonical_match,Phoebetria palpebrata,concepts_match,Phoebetria palpebrata,concepts_match,Phoebetria palpebrata,concepts_match
6669,royalb1,avibase-7F8087A4,Royal Albatross,Diomedea epomophora,Procellariiformes,Diomedeidae (Albatrosses),904499,Diomedea epomophora,"ncbi:37070,worms:344000,gbif:5229299,irmng:10195170",canonical_match,Diomedea epomophora,concepts_match,Diomedea epomophora;Diomedea sanfordi,parent_of,Diomedea epomophora;Diomedea sanfordi,parent_of
6672,wanalb,avibase-47BA9D53,Wandering Albatross,Diomedea exulans,Procellariiformes,Diomedeidae (Albatrosses),71459,Diomedea exulans,"ncbi:46550,worms:212583,gbif:5229302,irmng:10195171",canonical_match,Diomedea exulans,concepts_match,Diomedea amsterdamensis;Diomedea antipodensis;Diomedea dabbenena;Diomedea exulans,overlaps,Diomedea amsterdamensis;Diomedea antipodensis;Diomedea dabbenena;Diomedea exulans,overlaps
6679,wavalb,avibase-1BC289CB,Waved Albatross,Phoebastria irrorata,Procellariiformes,Diomedeidae (Albatrosses),320282,Phoebastria irrorata,"ncbi:54022,worms:344105,gbif:2481379,irmng:11346299",canonical_match,Phoebastria irrorata,concepts_match,Phoebastria irrorata,concepts_match,Phoebastria irrorata,concepts_match
6680,layalb,avibase-98FB6D4B,Laysan Albatross,Phoebastria immutabilis,Procellariiformes,Diomedeidae (Albatrosses),320286,Phoebastria immutabilis,"ncbi:54020,worms:344104,gbif:2481381,irmng:10217620",canonical_match,Phoebastria immutabilis,concepts_match,Phoebastria immutabilis,concepts_match,Phoebastria immutabilis,concepts_match
6681,bkfalb,avibase-EE8ECB1D,Black-footed Albatross,Phoebastria nigripes,Procellariiformes,Diomedeidae (Albatrosses),320288,Phoebastria nigripes,"ncbi:54021,worms:344106,gbif:2481383,irmng:10217621",canonical_match,Phoebastria nigripes,concepts_match,Phoebastria nigripes,concepts_match,Phoebastria nigripes,concepts_match
6683,shtalb,avibase-B5565AD8,Short-tailed Albatross,Phoebastria albatrus,Procellariiformes,Diomedeidae (Albatrosses),320284,Phoebastria albatrus,"ncbi:54023,worms:344103,gbif:2481385,irmng:10217619",canonical_match,Phoebastria albatrus,concepts_match,Phoebastria albatrus,concepts_match,Phoebastria albatrus,concepts_match
6685,wispet,avibase-D295D249,Wilson's Storm-Petrel,Oceanites oceanicus,Procellariiformes,Oceanitidae (Southern Storm-Petrels),656591,Oceanites oceanicus,"ncbi:79653,worms:137190,gbif:5229419,irmng:10840300",canonical_match,Oceanites oceanicus,concepts_match,Oceanites oceanicus,concepts_match,Oceanites oceanicus,concepts_match
6690,pumstp1,avibase-7A8599C2,Pincoya Storm-Petrel,Oceanites pincoyae,Procellariiformes,Oceanitidae (Southern Storm-Petrels),6155057,Oceanites pincoyae,gbif:8218518,canonical_match,,missing,Oceanites pincoyae,concepts_match,Oceanites pincoyae,concepts_match
6691,wvspet1,avibase-934FEF66,Elliot's Storm-Petrel,Oceanites gracilis,Procellariiformes,Oceanitidae (Southern Storm-Petrels),49103,Oceanites gracilis,"ncbi:1112028,worms:343961,gbif:5229416,irmng:10200665",canonical_match,Oceanites gracilis,concepts_match,Oceanites gracilis,concepts_match,Oceanites gracilis,concepts_match
6695,gybstp1,avibase-F5C74C92,Gray-backed Storm-Petrel,Garrodia nereis,Procellariiformes,Oceanitidae (Southern Storm-Petrels),134492,Garrodia nereis,"ncbi:79649,worms:293022,gbif:2481988,irmng:10763188,irmng:11337286",canonical_match,Garrodia nereis,concepts_match,Garrodia nereis,concepts_match,Garrodia nereis,concepts_match
6696,wfspet,avibase-E9DF118E,White-faced Storm-Petrel,Pelagodroma marina,Procellariiformes,Oceanitidae (Southern Storm-Petrels),904490,Pelagodroma marina,"ncbi:37075,worms:212700,gbif:2481991,irmng:11374529",canonical_match,Pelagodroma marina,concepts_match,Pelagodroma marina,concepts_match,Pelagodroma marina,concepts_match
6703,wbspet1,avibase-224E1093,White-bellied Storm-Petrel,Fregetta grallaria,Procellariiformes,Oceanitidae (Southern Storm-Petrels),82197,Fregetta grallaria,"ncbi:79628,worms:212695,gbif:2481982,gbif:8856491,irmng:11009487",canonical_match,Fregetta grallaria,concepts_match,Fregetta grallaria,concepts_match,Fregetta grallaria,concepts_match
6709,nezstp1,avibase-5DB83DA9,New Zealand Storm-Petrel,Fregetta maoriana,Procellariiformes,Oceanitidae (Southern Storm-Petrels),49107,Oceanites maorianus,"ncbi:1112029,gbif:5229415,irmng:11324791",synonym_match,Fregetta maoriana,concepts_match,Fregetta maoriana,concepts_match,Fregetta maoriana,concepts_match
6711,bbspet1,avibase-ACE8EADE,Black-bellied Storm-Petrel,Fregetta tropica,Procellariiformes,Oceanitidae (Southern Storm-Petrels),904495,Fregetta tropica,"ncbi:37073,worms:212696,gbif:2481979,irmng:11452330",canonical_match,Fregetta tropica,concepts_match,Fregetta tropica,concepts_match,Fregetta tropica,concepts_match
