TAXON_ORDER,SPECIES_CODE,TAXON_CONCEPT_ID,PRIMARY_COM_NAME,SCI_NAME,ORDER1,FAMILY,ott_id,ott_name,ott_tax_sources,ott_match_type,H_M_name,H_M_match_type,Birdlife_name,Birdlife_match_type,IOC_name,IOC_match_type
23851,mohbul1,avibase-0A2ACE45,Moheli Bulbul,Hypsipetes moheliensis,Passeriformes,Pycnonotidae (Bulbuls),3598311,Hypsipetes moheliensis,"ncbi:2358189,gbif:6094128",canonical_match,Hypsipetes moheliensis,concepts_match,Hypsipetes moheliensis,concepts_match,Hypsipetes moheliensis,concepts_match
23852,reubul1,avibase-E55C03F8,Reunion Bulbul,Hypsipetes borbonicus,Passeriformes,Pycnonotidae (Bulbuls),832756,Hypsipetes borbonicus,"ncbi:289189,gbif:5230297,irmng:10213308",canonical_match,Hypsipetes borbonicus,concepts_match,Hypsipetes borbonicus,concepts_match,Hypsipetes borbonicus,concepts_match
23853,maubul1,avibase-650CC5B3,Mauritius Bulbul,Hypsipetes olivaceus,Passeriformes,Pycnonotidae (Bulbuls),443916,Hypsipetes olivaceus,"ncbi:289200,gbif:5788702",canonical_match,Hypsipetes olivaceus,concepts_match,Hypsipetes olivaceus,concepts_match,Hypsipetes olivaceus,concepts_match
23854,blabul1,avibase-B76214D7,Black Bulbul,Hypsipetes leucocephalus,Passeriformes,Pycnonotidae (Bulbuls),274984,Hypsipetes leucocephalus,"ncbi:182890,gbif:5230300,irmng:10593576",canonical_match,Hypsipetes leucocephalus,child_of,Hypsipetes leucocephalus,concepts_match,Hypsipetes leucocephalus,concepts_match
23868,sqtbul1,avibase-4E74E6CC,Square-tailed Bulbul,Hypsipetes ganeesa,Passeriformes,Pycnonotidae (Bulbuls),3598308,Hypsipetes ganeesa,gbif:7342071,canonical_match,Hypsipetes leucocephalus,child_of,Hypsipetes ganeesa,concepts_match,Hypsipetes ganeesa,concepts_match
23871,nicbul2,avibase-0D2A9574,Nicobar Bulbul,Hypsipetes nicobariensis,Passeriformes,Pycnonotidae (Bulbuls),3598307,Ixos nicobariensis,"gbif:6100803,irmng:11085689",synonym_match,Ixos nicobariensis,concepts_match,Ixos nicobariensis,concepts_match,Ixos nicobariensis,concepts_match
23872,whhbul1,avibase-A3E5953D,White-headed Bulbul,Hypsipetes thompsoni,Passeriformes,Pycnonotidae (Bulbuls),3598305,Cerasophila thompsoni,"ncbi:2022788,gbif:6100818,irmng:10766475",synonym_match,Cerasophila thompsoni,concepts_match,Hypsipetes thompsoni,concepts_match,Hypsipetes thompsoni,concepts_match
23873,brebul1,avibase-59BEAB80,Brown-eared Bulbul,Hypsipetes amaurotis,Passeriformes,Pycnonotidae (Bulbuls),1010893,Microscelis amaurotis,"ncbi:374649,gbif:7342055,gbif:9193084,irmng:10460061",synonym_match,Hypsipetes amaurotis,concepts_match,Hypsipetes amaurotis,concepts_match,Hypsipetes amaurotis,concepts_match
23888,visbul1,avibase-DD7A7E32,Visayan Bulbul,Hypsipetes guimarasensis,Passeriformes,Pycnonotidae (Bulbuls),3598302,Hypsipetes guimarasensis,gbif:6093946,canonical_match,Hypsipetes guimarasensis,concepts_match,Hypsipetes philippinus,child_of,Hypsipetes guimarasensis,concepts_match
23889,zambul1,avibase-BFD69DF2,Zamboanga Bulbul,Hypsipetes rufigularis,Passeriformes,Pycnonotidae (Bulbuls),147271,Ixos rufigularis,"ncbi:690609,gbif:6093941,irmng:10601795",synonym_match,Hypsipetes rufigularis,concepts_match,Hypsipetes rufigularis,concepts_match,Hypsipetes rufigularis,concepts_match
23890,yelbul1,avibase-8190AD1F,Yellowish Bulbul,Hypsipetes everetti,Passeriformes,Pycnonotidae (Bulbuls),209016,Ixos everetti,"ncbi:690602,gbif:7342046,irmng:10601794",synonym_match,Hypsipetes everetti,concepts_match,Hypsipetes everetti;Hypsipetes haynaldi;Hypsipetes catarmanensis,parent_of,Hypsipetes everetti;Hypsipetes catarmanensis,parent_of
23896,minbul1,avibase-B827CE64,Mindoro Bulbul,Hypsipetes mindorensis,Passeriformes,Pycnonotidae (Bulbuls),3598313,Hypsipetes mindorensis,gbif:6093905,canonical_match,Hypsipetes mindorensis,concepts_match,Hypsipetes philippinus,child_of,Hypsipetes mindorensis,concepts_match
23897,stbbul1,avibase-CE85FAB6,Streak-breasted Bulbul,Hypsipetes siquijorensis,Passeriformes,Pycnonotidae (Bulbuls),783277,Ixos siquijorensis,"ncbi:690610,gbif:7342043,irmng:11098265",synonym_match,Hypsipetes siquijorensis,concepts_match,Hypsipetes siquijorensis,concepts_match,Hypsipetes siquijorensis,concepts_match
23901,phibul1,avibase-6298D46A,Philippine Bulbul,Hypsipetes philippinus,Passeriformes,Pycnonotidae (Bulbuls),434229,Ixos philippinus,"ncbi:374654,gbif:7342036,irmng:11008730",synonym_match,Hypsipetes philippinus,concepts_match,Hypsipetes philippinus,child_of,Hypsipetes philippinus,concepts_match
23905,ashbul1,avibase-32E65FB3,Ashy Bulbul,Hemixos flavala,Passeriformes,Pycnonotidae (Bulbuls),434233,Hemixos flavala,"ncbi:374657,gbif:2486188,irmng:10213522",canonical_match,Hemixos flavala,child_of,Hemixos flavala,concepts_match,Hemixos flavala,concepts_match
23912,cinbul1,avibase-E0595A29,Cinereous Bulbul,Hemixos cinereus,Passeriformes,Pycnonotidae (Bulbuls),304540,Hemixos cinereus,"ncbi:690596,gbif:5846115",canonical_match,Hemixos flavala,child_of,Hemixos cinereus;Hemixos connectens,parent_of,Hemixos cinereus,concepts_match
23915,chebul1,avibase-5BAE0043,Chestnut Bulbul,Hemixos castanonotus,Passeriformes,Pycnonotidae (Bulbuls),304541,Hemixos castanonotus,"ncbi:690595,gbif:2486187,irmng:11454194",canonical_match,Hemixos flavala,child_of,Hemixos castanonotus,concepts_match,Hemixos castanonotus,concepts_match
23918,moubul2,avibase-473131CC,Mountain Bulbul,Ixos mcclellandii,Passeriformes,Pycnonotidae (Bulbuls),274986,Ixos mcclellandii,"ncbi:182891,gbif:7342005,irmng:11359386",canonical_match,Ixos mcclellandii,concepts_match,Ixos mcclellandii,concepts_match,Ixos mcclellandii,concepts_match
23928,sunbul2,avibase-BB8791BF,Sunda Bulbul,Ixos virescens,Passeriformes,Pycnonotidae (Bulbuls),7068636,Ixos virescens,"ncbi:374647,gbif:7342000",canonical_match,Ixos virescens,concepts_match,Ixos virescens;Ixos sumatranus,parent_of,Ixos virescens;Ixos sumatranus,parent_of
23931,strbul1,avibase-0457ECD3,Streaked Bulbul,Ixos malaccensis,Passeriformes,Pycnonotidae (Bulbuls),434240,Ixos malaccensis,"ncbi:374653,gbif:2486081,irmng:10213337",canonical_match,Ixos malaccensis,concepts_match,Ixos malaccensis,concepts_match,Ixos malaccensis,concepts_match
23933,woowar,avibase-572C4C7F,Wood Warbler,Phylloscopus sibilatrix,Passeriformes,Phylloscopidae (Leaf Warblers),726302,Phylloscopus sibilatrix,"ncbi:48153,irmng:10198948",canonical_match,Rhadina sibilatrix,concepts_match,Phylloscopus sibilatrix,concepts_match,Phylloscopus sibilatrix,concepts_match
23934,webwar1,avibase-C00674ED,Western Bonelli's Warbler,Phylloscopus bonelli,Passeriformes,Phylloscopidae (Leaf Warblers),151803,Phylloscopus bonelli,"ncbi:48149,gbif:2493070,irmng:10214258",canonical_match,Rhadina bonelli,concepts_match,Phylloscopus bonelli,concepts_match,Phylloscopus bonelli,concepts_match
23935,eabwar1,avibase-666F9FC9,Eastern Bonelli's Warbler,Phylloscopus orientalis,Passeriformes,Phylloscopidae (Leaf Warblers),71818,Phylloscopus orientalis,"ncbi:322144,gbif:4408827",canonical_match,Rhadina orientalis,concepts_match,Phylloscopus orientalis,concepts_match,Phylloscopus orientalis,concepts_match
23937,astwar2,avibase-E3DFBF9B,Ashy-throated Warbler,Phylloscopus maculipennis,Passeriformes,Phylloscopidae (Leaf Warblers),930302,Abrornis maculipennis,"ncbi:56432,irmng:11203647",synonym_match,Abrornis maculipennis,concepts_match,Phylloscopus maculipennis,concepts_match,Phylloscopus maculipennis,concepts_match
23940,bubwar1,avibase-56F0521E,Buff-barred Warbler,Phylloscopus pulcher,Passeriformes,Phylloscopidae (Leaf Warblers),930299,Phylloscopus pulcher,"ncbi:56434,gbif:2493077,irmng:11036399",canonical_match,Abrornis pulcher,concepts_match,Phylloscopus pulcher,concepts_match,Phylloscopus pulcher,concepts_match
23943,yebwar3,avibase-0C120038,Yellow-browed Warbler,Phylloscopus inornatus,Passeriformes,Phylloscopidae (Leaf Warblers),930297,Abrornis inornata,"ncbi:56436,gbif:2493095,irmng:10592791",synonym_match,Abrornis inornatus,concepts_match,Phylloscopus inornatus,concepts_match,Phylloscopus inornatus,concepts_match
23944,humwar1,avibase-BC391A83,Hume's Warbler,Phylloscopus humei,Passeriformes,Phylloscopidae (Leaf Warblers),726306,Abrornis humei,"ncbi:48151,gbif:7341522",synonym_match,Abrornis humei,concepts_match,Phylloscopus humei,concepts_match,Phylloscopus humei,concepts_match
23948,brlwar1,avibase-3827F740,Brooks's Leaf Warbler,Phylloscopus subviridis,Passeriformes,Phylloscopidae (Leaf Warblers),3598095,Phylloscopus subviridis,"ncbi:1464036,gbif:2493082,irmng:11164898",canonical_match,Abrornis subviridis,concepts_match,Phylloscopus subviridis,concepts_match,Phylloscopus subviridis,concepts_match
23949,chilew1,avibase-5A696583,Chinese Leaf Warbler,Phylloscopus yunnanensis,Passeriformes,Phylloscopidae (Leaf Warblers),803128,Abrornis yunnanensis,"ncbi:282069,gbif:7807833",synonym_match,Abrornis yunnanensis,concepts_match,Phylloscopus yunnanensis,concepts_match,Phylloscopus yunnanensis,concepts_match
23950,palwar5,avibase-943E36CA,Pallas's Leaf Warbler,Phylloscopus proregulus,Passeriformes,Phylloscopidae (Leaf Warblers),930298,Abrornis proregulus,"ncbi:56435,gbif:2493090,irmng:10802491",synonym_match,Abrornis proregulus,concepts_match,Phylloscopus proregulus,concepts_match,Phylloscopus proregulus,concepts_match
23951,ganlew1,avibase-D234BA9D,Gansu Leaf Warbler,Phylloscopus kansuensis,Passeriformes,Phylloscopidae (Leaf Warblers),803126,Abrornis kansuensis,"ncbi:282068,gbif:5789198",synonym_match,Abrornis kansuensis,concepts_match,Phylloscopus kansuensis,concepts_match,Phylloscopus kansuensis,concepts_match
23952,parwar1,avibase-5D488808,Lemon-rumped Warbler,Phylloscopus chloronotus,Passeriformes,Phylloscopidae (Leaf Warblers),118843,Abrornis chloronotus,"ncbi:235326,gbif:9198684,gbif:2493059,irmng:10786271",synonym_match,Abrornis chloronotus,concepts_match,Phylloscopus chloronotus,concepts_match,Phylloscopus chloronotus,concepts_match
23955,siclew1,avibase-75889921,Sichuan Leaf Warbler,Phylloscopus forresti,Passeriformes,Phylloscopidae (Leaf Warblers),1002596,Abrornis forresti,"ncbi:300940,gbif:5789202",synonym_match,Abrornis forresti,concepts_match,Phylloscopus forresti,concepts_match,Phylloscopus forresti,concepts_match
23957,tylwar1,avibase-EA9942E7,Tytler's Leaf Warbler,Phylloscopus tytleri,Passeriformes,Phylloscopidae (Leaf Warblers),720188,Phylloscopus tytleri,"ncbi:163862,gbif:2493067,irmng:10214545",canonical_match,Phylloscopus tytleri,concepts_match,Phylloscopus tytleri,concepts_match,Phylloscopus tytleri,concepts_match
23958,radwar1,avibase-9A536399,Radde's Warbler,Phylloscopus schwarzi,Passeriformes,Phylloscopidae (Leaf Warblers),354802,Phylloscopus schwarzi,"ncbi:56429,gbif:2493063,irmng:11161122",canonical_match,Phylloscopus schwarzi,concepts_match,Phylloscopus schwarzi,concepts_match,Phylloscopus schwarzi,concepts_match
23959,yeswar1,avibase-B763DEC5,Yellow-streaked Warbler,Phylloscopus armandii,Passeriformes,Phylloscopidae (Leaf Warblers),175280,Phylloscopus armandii,"ncbi:274621,gbif:2493086,irmng:10214257",canonical_match,Phylloscopus armandii,concepts_match,Phylloscopus armandii,concepts_match,Phylloscopus armandii,concepts_match
23962,subwar2,avibase-37DD095F,Sulphur-bellied Warbler,Phylloscopus griseolus,Passeriformes,Phylloscopidae (Leaf Warblers),853511,Phylloscopus griseolus,"ncbi:163864,gbif:2493062,irmng:10593053",canonical_match,Phylloscopus griseolus,concepts_match,Phylloscopus griseolus,concepts_match,Phylloscopus griseolus,concepts_match
23963,tilwar1,avibase-0C37124A,Tickell's Leaf Warbler,Phylloscopus affinis,Passeriformes,Phylloscopidae (Leaf Warblers),930303,Phylloscopus affinis,"ncbi:56431,gbif:2493068,irmng:11037237",canonical_match,Phylloscopus affinis,concepts_match,Phylloscopus affinis,child_of,Phylloscopus affinis,child_of
23967,alplew1,avibase-CD3F3594,Alpine Leaf Warbler,Phylloscopus occisinensis,Passeriformes,Phylloscopidae (Leaf Warblers),76686,Phylloscopus occisinensis,"ncbi:947499,gbif:5845786",canonical_match,Phylloscopus occisinensis,concepts_match,Phylloscopus affinis,child_of,Phylloscopus affinis,child_of
23969,duswar,avibase-96819591,Dusky Warbler,Phylloscopus fuscatus,Passeriformes,Phylloscopidae (Leaf Warblers),930304,Phylloscopus fuscatus,"ncbi:56430,gbif:2493075,irmng:10584052",canonical_match,Phylloscopus fuscatus,child_of,Phylloscopus fuscatus,concepts_match,Phylloscopus fuscatus,concepts_match
23974,smowar1,avibase-54BE5060,Smoky Warbler,Phylloscopus fuligiventer,Passeriformes,Phylloscopidae (Leaf Warblers),626797,Phylloscopus fuligiventer,"ncbi:565574,gbif:2493079,irmng:10214261",canonical_match,Phylloscopus fuligiventer;Phylloscopus fuscatus,overlaps,Phylloscopus fuligiventer,concepts_match,Phylloscopus fuligiventer,concepts_match
23979,pllwar2,avibase-116192F7,Plain Leaf Warbler,Phylloscopus neglectus,Passeriformes,Phylloscopidae (Leaf Warblers),3598094,Phylloscopus neglectus,"ncbi:2163031,gbif:2493087,irmng:10213087",canonical_match,Phylloscopus neglectus,concepts_match,Phylloscopus neglectus,concepts_match,Phylloscopus neglectus,concepts_match
23980,butwar1,avibase-CACE0EBE,Buff-throated Warbler,Phylloscopus subaffinis,Passeriformes,Phylloscopidae (Leaf Warblers),54174,Phylloscopus subaffinis,"ncbi:565569,gbif:2493094,irmng:10764560",canonical_match,Phylloscopus subaffinis,concepts_match,Phylloscopus subaffinis,concepts_match,Phylloscopus subaffinis,concepts_match
23981,wlwwar,avibase-88F4B969,Willow Warbler,Phylloscopus trochilus,Passeriformes,Phylloscopidae (Leaf Warblers),96282,Phylloscopus trochilus,"ncbi:9182,worms:558579,gbif:2493052,irmng:11316237",canonical_match,Phylloscopus trochilus,concepts_match,Phylloscopus trochilus,concepts_match,Phylloscopus trochilus,concepts_match
23985,mouchi2,avibase-F05BA180,Mountain Chiffchaff,Phylloscopus sindianus,Passeriformes,Phylloscopidae (Leaf Warblers),204588,Phylloscopus sindianus,"ncbi:52912,gbif:7341578",canonical_match,Phylloscopus sindianus;Phylloscopus lorenzii,parent_of,Phylloscopus sindianus,concepts_match,Phylloscopus sindianus,concepts_match
23988,caichi1,avibase-AAD30068,Canary Islands Chiffchaff,Phylloscopus canariensis,Passeriformes,Phylloscopidae (Leaf Warblers),204587,Phylloscopus canariensis,"ncbi:52911,gbif:7341593",canonical_match,Phylloscopus canariensis,concepts_match,Phylloscopus canariensis,concepts_match,Phylloscopus canariensis,concepts_match
23991,comchi1,avibase-F9F4B04D,Common Chiffchaff,Phylloscopus collybita,Passeriformes,Phylloscopidae (Leaf Warblers),726307,Phylloscopus collybita,"ncbi:48150,worms:558578,gbif:2493091,irmng:10860776",canonical_match,Phylloscopus collybita,concepts_match,Phylloscopus collybita;Phylloscopus tristis,parent_of,Phylloscopus collybita,concepts_match
24001,ibechi2,avibase-12EE678E,Iberian Chiffchaff,Phylloscopus ibericus,Passeriformes,Phylloscopidae (Leaf Warblers),5342871,Phylloscopus ibericus,"ncbi:1689810,gbif:7341585",canonical_match,Phylloscopus ibericus,concepts_match,Phylloscopus ibericus,concepts_match,Phylloscopus ibericus,concepts_match
24006,letwar1,avibase-6CD6A624,Lemon-throated Leaf Warbler,Phylloscopus cebuensis,Passeriformes,Phylloscopidae (Leaf Warblers),720201,Phylloscopus cebuensis,"ncbi:163865,gbif:2493076,irmng:11214493",canonical_match,Seicercus cebuensis,concepts_match,Phylloscopus cebuensis,concepts_match,Phylloscopus cebuensis,concepts_match
24010,phlwar1,avibase-A80ACEA2,Philippine Leaf Warbler,Phylloscopus olivaceus,Passeriformes,Phylloscopidae (Leaf Warblers),305495,Phylloscopus olivaceus,"ncbi:573050,gbif:2493088,irmng:11229965",canonical_match,Seicercus olivaceus,concepts_match,Phylloscopus olivaceus,concepts_match,Phylloscopus olivaceus,concepts_match
24011,eacwar1,avibase-2D272F5A,Eastern Crowned Warbler,Phylloscopus coronatus,Passeriformes,Phylloscopidae (Leaf Warblers),613884,Phylloscopus coronatus,"ncbi:125291,gbif:2493060,irmng:10956782",canonical_match,Seicercus coronatus,concepts_match,Phylloscopus coronatus,concepts_match,Phylloscopus coronatus,concepts_match
24012,ijlwar1,avibase-87D743DD,Ijima's Leaf Warbler,Phylloscopus ijimae,Passeriformes,Phylloscopidae (Leaf Warblers),908755,Seicercus ijimae,"ncbi:298999,gbif:2493064,irmng:11226048",synonym_match,Seicercus ijimae,concepts_match,Phylloscopus ijimae,concepts_match,Phylloscopus ijimae,concepts_match
24013,brwwar1,avibase-E22B8495,Brown Woodland-Warbler,Phylloscopus umbrovirens,Passeriformes,Phylloscopidae (Leaf Warblers),383587,Seicercus umbrovirens,"ncbi:298983,gbif:8979850,gbif:2493049,irmng:10861299",synonym_match,Seicercus umbrovirens,concepts_match,Phylloscopus umbrovirens,concepts_match,Phylloscopus umbrovirens,concepts_match
24023,yetwow1,avibase-F6B77E64,Yellow-throated Woodland-Warbler,Phylloscopus ruficapilla,Passeriformes,Phylloscopidae (Leaf Warblers),383585,Phylloscopus ruficapilla,"ncbi:298981,gbif:7341644,irmng:10719593",canonical_match,Seicercus ruficapilla,concepts_match,Phylloscopus ruficapilla,concepts_match,Phylloscopus ruficapilla,concepts_match
24031,rfwwar1,avibase-A75DF142,Red-faced Woodland-Warbler,Phylloscopus laetus,Passeriformes,Phylloscopidae (Leaf Warblers),869002,Phylloscopus laetus,"ncbi:98118,gbif:2493083,irmng:10789342",canonical_match,Seicercus laetus,concepts_match,Phylloscopus laetus,concepts_match,Phylloscopus laetus,concepts_match
24034,lauwow1,avibase-A10F5F87,Laura's Woodland-Warbler,Phylloscopus laurae,Passeriformes,Phylloscopidae (Leaf Warblers),374073,Phylloscopus laurae,"ncbi:1002881,gbif:2493066,irmng:11075208",canonical_match,Seicercus laurae,concepts_match,Phylloscopus laurae,concepts_match,Phylloscopus laurae,concepts_match
24037,bcwwar1,avibase-7CECD0FB,Black-capped Woodland-Warbler,Phylloscopus herberti,Passeriformes,Phylloscopidae (Leaf Warblers),3598093,Seicercus herberti,"ncbi:2163028,gbif:2493081,irmng:11196377",synonym_match,Seicercus herberti,concepts_match,Phylloscopus herberti,concepts_match,Phylloscopus herberti,concepts_match
24040,ugawow1,avibase-132E0773,Uganda Woodland-Warbler,Phylloscopus budongoensis,Passeriformes,Phylloscopidae (Leaf Warblers),3598099,Seicercus budongoensis,"ncbi:2163026,gbif:2493056,irmng:11062535",synonym_match,Seicercus budongoensis,concepts_match,Phylloscopus budongoensis,concepts_match,Phylloscopus budongoensis,concepts_match
24041,whswar1,avibase-1B17E3C3,White-spectacled Warbler,Phylloscopus intermedius,Passeriformes,Phylloscopidae (Leaf Warblers),7661965,Phylloscopus intermedius,gbif:10497125,canonical_match,Seicercus affinis,concepts_match,Phylloscopus intermedius,concepts_match,Phylloscopus intermedius,concepts_match
24044,gycwar2,avibase-C8AB31F2,Gray-cheeked Warbler,Phylloscopus poliogenys,Passeriformes,Phylloscopidae (Leaf Warblers),7661968,Phylloscopus poliogenys,gbif:10337417,canonical_match,Seicercus poliogenys,concepts_match,Phylloscopus poliogenys,concepts_match,Phylloscopus poliogenys,concepts_match
24045,goswar1,avibase-D83BD358,Green-crowned Warbler,Phylloscopus burkii,Passeriformes,Phylloscopidae (Leaf Warblers),7661959,Phylloscopus burkii,gbif:10489018,canonical_match,Seicercus burkii,concepts_match,Phylloscopus burkii,concepts_match,Phylloscopus burkii,concepts_match
24046,gycwar1,avibase-5ED14FEA,Gray-crowned Warbler,Phylloscopus tephrocephalus,Passeriformes,Phylloscopidae (Leaf Warblers),7661972,Phylloscopus tephrocephalus,gbif:10244132,canonical_match,Seicercus tephrocephalus,concepts_match,Phylloscopus tephrocephalus,concepts_match,Phylloscopus tephrocephalus,concepts_match
24047,whiwar2,avibase-6011D298,Whistler's Warbler,Phylloscopus whistleri,Passeriformes,Phylloscopidae (Leaf Warblers),7661975,Phylloscopus whistleri,gbif:10279813,canonical_match,Seicercus whistleri,concepts_match,Phylloscopus whistleri,concepts_match,Phylloscopus whistleri,concepts_match
24052,biawar1,avibase-6A26566D,Bianchi's Warbler,Phylloscopus valentini,Passeriformes,Phylloscopidae (Leaf Warblers),7661974,Phylloscopus valentini,gbif:10403439,canonical_match,Seicercus valentini,concepts_match,Phylloscopus valentini,concepts_match,Phylloscopus valentini,concepts_match
24056,marwar4,avibase-86B50297,Martens's Warbler,Phylloscopus omeiensis,Passeriformes,Phylloscopidae (Leaf Warblers),7661966,Phylloscopus omeiensis,gbif:10431139,canonical_match,Seicercus omeiensis,concepts_match,Phylloscopus omeiensis,concepts_match,Phylloscopus omeiensis,concepts_match
24057,pltwar1,avibase-65EA17D9,Alström's Warbler,Phylloscopus soror,Passeriformes,Phylloscopidae (Leaf Warblers),7661971,Phylloscopus soror,gbif:10093205,canonical_match,Seicercus soror,concepts_match,Phylloscopus soror,concepts_match,Phylloscopus soror,concepts_match
24060,grnwar1,avibase-3542C46B,Green Warbler,Phylloscopus nitidus,Passeriformes,Phylloscopidae (Leaf Warblers),726303,Phylloscopus nitidus,"ncbi:48152,gbif:9584952",canonical_match,Seicercus nitidus,concepts_match,Phylloscopus nitidus,concepts_match,Phylloscopus nitidus,concepts_match
24061,grewar3,avibase-23EF1BD9,Greenish Warbler,Phylloscopus trochiloides,Passeriformes,Phylloscopidae (Leaf Warblers),726314,Phylloscopus trochiloides,"ncbi:48154,gbif:2493084,irmng:11192149",canonical_match,Seicercus trochiloides,concepts_match,Phylloscopus trochiloides,concepts_match,Phylloscopus trochiloides,concepts_match
24068,grewar2,avibase-38C788AE,Two-barred Warbler,Phylloscopus plumbeitarsus,Passeriformes,Phylloscopidae (Leaf Warblers),505347,Phylloscopus plumbeitarsus,"ncbi:56441,gbif:4408813",canonical_match,Seicercus plumbeitarsus,concepts_match,Phylloscopus plumbeitarsus,concepts_match,Phylloscopus plumbeitarsus,concepts_match
24070,emlwar1,avibase-FFD86E74,Emei Leaf Warbler,Phylloscopus emeiensis,Passeriformes,Phylloscopidae (Leaf Warblers),572650,Phylloscopus emeiensis,"ncbi:287171,gbif:5789196",canonical_match,Seicercus emeiensis,concepts_match,Phylloscopus emeiensis,concepts_match,Phylloscopus emeiensis,concepts_match
24071,lblwar1,avibase-C31573A5,Large-billed Leaf Warbler,Phylloscopus magnirostris,Passeriformes,Phylloscopidae (Leaf Warblers),930283,Phylloscopus magnirostris,"ncbi:56439,gbif:2493069,irmng:11168572",canonical_match,Seicercus magnirostris,concepts_match,Phylloscopus magnirostris,concepts_match,Phylloscopus magnirostris,concepts_match
24073,pllwar1,avibase-D0FA2385,Pale-legged Leaf Warbler,Phylloscopus tenellipes,Passeriformes,Phylloscopidae (Leaf Warblers),505346,Seicercus tenellipes,"ncbi:56440,gbif:2493065,irmng:10214543",synonym_match,Seicercus tenellipes,concepts_match,Phylloscopus tenellipes,concepts_match,Phylloscopus tenellipes,concepts_match
24074,salwar1,avibase-21AA0D1D,Sakhalin Leaf Warbler,Phylloscopus borealoides,Passeriformes,Phylloscopidae (Leaf Warblers),71803,Phylloscopus borealoides,"ncbi:322143,gbif:2493054,irmng:11395191",canonical_match,Seicercus borealoides,concepts_match,Phylloscopus borealoides,concepts_match,Phylloscopus borealoides,concepts_match
24076,arcwar3,avibase-C794AF7E,Japanese Leaf Warbler,Phylloscopus xanthodryas,Passeriformes,Phylloscopidae (Leaf Warblers),45321,Seicercus xanthodryas,"ncbi:433639,gbif:5845803",synonym_match,Seicercus xanthodryas,concepts_match,Phylloscopus xanthodryas,concepts_match,Phylloscopus xanthodryas,concepts_match
24077,arcwar1,avibase-ECFC7E6C,Arctic Warbler,Phylloscopus borealis,Passeriformes,Phylloscopidae (Leaf Warblers),256518,Seicercus borealis,"ncbi:36273,gbif:2493071,irmng:11214232",synonym_match,Seicercus borealis,concepts_match,Phylloscopus borealis,concepts_match,Phylloscopus borealis,concepts_match
24079,arcwar2,avibase-CF467708,Kamchatka Leaf Warbler,Phylloscopus examinandus,Passeriformes,Phylloscopidae (Leaf Warblers),570880,Seicercus examinandus,"ncbi:474924,gbif:5845801",synonym_match,Seicercus examinandus,concepts_match,Phylloscopus examinandus,concepts_match,Phylloscopus examinandus,concepts_match
24082,chcwar2,avibase-F1DD5495,Chestnut-crowned Warbler,Phylloscopus castaniceps,Passeriformes,Phylloscopidae (Leaf Warblers),7661961,Phylloscopus castaniceps,gbif:10582700,canonical_match,Seicercus castaniceps,concepts_match,Phylloscopus castaniceps,concepts_match,Phylloscopus castaniceps,concepts_match
24092,yebwar2,avibase-1AFEC004,Yellow-breasted Warbler,Phylloscopus montis,Passeriformes,Phylloscopidae (Leaf Warblers),908746,Seicercus montis,"ncbi:298990,gbif:2493018,irmng:10219928",hand_match_eliot,Seicercus montis,concepts_match,Phylloscopus montis,concepts_match,Phylloscopus montis,concepts_match
24099,sunwar1,avibase-D3BF3262,Sunda Warbler,Phylloscopus grammiceps,Passeriformes,Phylloscopidae (Leaf Warblers),226132,Seicercus grammiceps,"ncbi:274602,gbif:2493021,irmng:10731174",hand_match_eliot,Seicercus grammiceps,concepts_match,Phylloscopus grammiceps;Phylloscopus sumatrensis,parent_of,Phylloscopus grammiceps,concepts_match
24102,limlew1,avibase-C24A5DDC,Limestone Leaf Warbler,Phylloscopus calciatilis,Passeriformes,Phylloscopidae (Leaf Warblers),998421,Phylloscopus calciatilis,"ncbi:891403,gbif:5845767",canonical_match,Seicercus calciatilis,concepts_match,Phylloscopus calciatilis,concepts_match,Phylloscopus calciatilis,concepts_match
24103,yevwar1,avibase-758EC511,Yellow-vented Warbler,Phylloscopus cantator,Passeriformes,Phylloscopidae (Leaf Warblers),226122,Phylloscopus cantator,"ncbi:274604,gbif:2493089,irmng:10214259",canonical_match,Seicercus cantator,concepts_match,Phylloscopus cantator,concepts_match,Phylloscopus cantator,concepts_match
24106,subwar3,avibase-93C31E93,Sulphur-breasted Warbler,Phylloscopus ricketti,Passeriformes,Phylloscopidae (Leaf Warblers),226120,Phylloscopus ricketti,"ncbi:274605,gbif:2493078,irmng:10875694",canonical_match,Seicercus ricketti,concepts_match,Phylloscopus ricketti,concepts_match,Phylloscopus ricketti,concepts_match
24108,weclew1,avibase-9517BF86,Western Crowned Warbler,Phylloscopus occipitalis,Passeriformes,Phylloscopidae (Leaf Warblers),309740,Phylloscopus occipitalis,"ncbi:47980,gbif:2493055,irmng:11303653",canonical_match,Seicercus occipitalis,concepts_match,Phylloscopus occipitalis,concepts_match,Phylloscopus occipitalis,concepts_match
24109,blylew1,avibase-1219F329,Blyth's Leaf Warbler,Phylloscopus reguloides,Passeriformes,Phylloscopidae (Leaf Warblers),930296,Phylloscopus reguloides,"ncbi:56437,gbif:2493092,irmng:11087302",canonical_match,Seicercus reguloides,concepts_match,Phylloscopus reguloides,concepts_match,Phylloscopus reguloides,concepts_match
