,species,PRIMARY_COM_NAME,genus,family,addition.style,add.to,do.not.break,notes,actually.missing,actually.not.missing
196,Aythya_ferina,Common Pochard,Aythya,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,0,0
197,Aythya_collaris,Ring-necked Duck,Aythya,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,0,0
198,Aythya_nyroca,Ferruginous Duck,Aythya,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,0,0
199,Aythya_innotata,Madagascar Pochard,Aythya,"Anatidae (Ducks, Geese, and Waterfowl)",Actually missing,"Aythya_nyroca, Aythya_innotata, Aythya_baeri, Aythya_australis",,"Generally considered to be closest to A. australis, A. baeri and A. nyroca",1,0
200,Aythya_baeri,Baer's Pochard,Aythya,"Anatidae (Ducks, Geese, and Waterfowl)",Actually missing,"Aythya_nyroca, Aythya_innotata, Aythya_baeri, Aythya_australis",,,1,0
201,Aythya_australis,Hardhead,Aythya,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,0,0
202,Aythya_fuligula,Tufted Duck,Aythya,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,0,0
203,Aythya_novaeseelandiae,New Zealand Scaup,Aythya,"Anatidae (Ducks, Geese, and Waterfowl)",Actually missing,"Aythya_collaris, Aythya_fuligula, Aythya_novaeseelandiae",,Generally considered to be closest to A. collaris and A. fuligula,1,0
204,Aythya_marila,Greater Scaup,Aythya,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,0,0
205,Aythya_affinis,Lesser Scaup,Aythya,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,0,0
206,Polysticta_stelleri,Steller's Eider,Polysticta,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,0,0
207,Somateria_fischeri,Spectacled Eider,Somateria,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,0,0
208,Somateria_spectabilis,King Eider,Somateria,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,0,0
209,Somateria_mollissima,Common Eider,Somateria,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,0,0
210,Histrionicus_histrionicus,Harlequin Duck,Histrionicus,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,0,0
211,Camptorhynchus_labradorius,Labrador Duck,Camptorhynchus,"Anatidae (Ducks, Geese, and Waterfowl)",Actually missing,"Camptorhynchus_labradorius, Melanitta_perspicillata, Melanitta_fusca, Melanitta_deglandi, Melanitta_stejnegeri, Melanitta_nigra, Melanitta_americana",Melanitta,"He considered Labrador Duck to be sister group of scoters, but recommended caution because of numerous missing character states",1,0
212,Melanitta_perspicillata,Surf Scoter,Melanitta,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,0,0
213,Melanitta_fusca,Velvet Scoter,Melanitta,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,0,0
214,Melanitta_deglandi,White-winged Scoter,Melanitta,"Anatidae (Ducks, Geese, and Waterfowl)",Actually missing,"Melanitta_fusca, Melanitta_deglandi, Melanitta_stejnegeri",,Recent splits,1,0
215,Melanitta_stejnegeri,Stejneger's Scoter,Melanitta,"Anatidae (Ducks, Geese, and Waterfowl)",Actually missing,"Melanitta_fusca, Melanitta_deglandi, Melanitta_stejnegeri",,Recent splits,1,0
216,Melanitta_nigra,Common Scoter,Melanitta,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,0,0
217,Melanitta_americana,Black Scoter,Melanitta,"Anatidae (Ducks, Geese, and Waterfowl)",Actually missing,"Melanitta_nigra, Melanitta_americana",,"Treated together, the Black (M. americana) and Common (M. nigra) scoters are sister to a clade containing the Surf Scoter (M. perspicillata) and White-winged Scoter (M. fusca) complex (Johnsgard 1965, Livezey 1995). For a century the Nearctic M. americana and Palearctic M. nigra have been treated either as conspecific or as allospecies",1,0
218,Clangula_hyemalis,Long-tailed Duck,Clangula,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,0,0
219,Bucephala_albeola,Bufflehead,Bucephala,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,0,0
220,Bucephala_clangula,Common Goldeneye,Bucephala,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,0,0
221,Bucephala_islandica,Barrow's Goldeneye,Bucephala,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,0,0
222,Mergellus_albellus,Smew,Mergellus,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,0,0
223,Lophodytes_cucullatus,Hooded Merganser,Lophodytes,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,0,0
224,Mergus_australis,Auckland Islands Merganser,Mergus,"Anatidae (Ducks, Geese, and Waterfowl)",Actually missing,Mergus,,,1,0
225,Mergus_merganser,Common Merganser,Mergus,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,0,0
226,Mergus_octosetaceus,Brazilian Merganser,Mergus,"Anatidae (Ducks, Geese, and Waterfowl)",Actually missing,Mergus,,,1,0
227,Mergus_serrator,Red-breasted Merganser,Mergus,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,0,0
228,Mergus_squamatus,Scaly-sided Merganser,Mergus,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,0,0
229,Heteronetta_atricapilla,Black-headed Duck,Heteronetta,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,0,0
230,Nomonyx_dominicus,Masked Duck,Nomonyx,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,0,0
231,Oxyura_jamaicensis,Ruddy Duck,Oxyura,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,0,0
232,Oxyura_ferruginea,Andean Duck,Oxyura,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,0,0
233,Oxyura_leucocephala,White-headed Duck,Oxyura,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,0,0
234,Oxyura_maccoa,Maccoa Duck,Oxyura,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,0,0
235,Oxyura_vittata,Lake Duck,Oxyura,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,0,0
236,Oxyura_australis,Blue-billed Duck,Oxyura,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,0,0
237,Biziura_lobata,Musk Duck,Biziura,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,0,0
238,Alectura_lathami,Australian Brushturkey,Alectura,Megapodiidae (Megapodes),,,,,0,0
239,Aepypodius_arfakianus,Wattled Brushturkey,Aepypodius,Megapodiidae (Megapodes),,,,,0,0
240,Aepypodius_bruijnii,Waigeo Brushturkey,Aepypodius,Megapodiidae (Megapodes),,,,,0,0
241,Talegalla_cuvieri,Red-billed Brushturkey,Talegalla,Megapodiidae (Megapodes),,,,,0,0
242,Talegalla_fuscirostris,Yellow-legged Brushturkey,Talegalla,Megapodiidae (Megapodes),,,,,0,0
243,Talegalla_jobiensis,Red-legged Brushturkey,Talegalla,Megapodiidae (Megapodes),,,,,0,0
244,Leipoa_ocellata,Malleefowl,Leipoa,Megapodiidae (Megapodes),,,,,0,0
245,Macrocephalon_maleo,Maleo,Macrocephalon,Megapodiidae (Megapodes),,,,,0,0
246,Eulipoa_wallacei,Moluccan Scrubfowl,Eulipoa,Megapodiidae (Megapodes),,,,,0,0
247,Megapodius_pritchardii,Niuafoou Scrubfowl,Megapodius,Megapodiidae (Megapodes),,,,,0,0
248,Megapodius_laperouse,Micronesian Scrubfowl,Megapodius,Megapodiidae (Megapodes),,,,,0,0
249,Megapodius_nicobariensis,Nicobar Scrubfowl,Megapodius,Megapodiidae (Megapodes),,,,,0,0
250,Megapodius_cumingii,Tabon Scrubfowl,Megapodius,Megapodiidae (Megapodes),,,,,0,0
251,Megapodius_bernsteinii,Sula Scrubfowl,Megapodius,Megapodiidae (Megapodes),,,,,0,0
252,Megapodius_tenimberensis,Tanimbar Scrubfowl,Megapodius,Megapodiidae (Megapodes),,,,,0,0
253,Megapodius_freycinet,Dusky Scrubfowl,Megapodius,Megapodiidae (Megapodes),,,,,0,0
254,Megapodius_geelvinkianus,Biak Scrubfowl,Megapodius,Megapodiidae (Megapodes),,,,,0,0
255,Megapodius_forsteni,Forsten's Scrubfowl,Megapodius,Megapodiidae (Megapodes),,,,,0,0
256,Megapodius_eremita,Melanesian Scrubfowl,Megapodius,Megapodiidae (Megapodes),,,,,0,0
257,Megapodius_layardi,Vanuatu Scrubfowl,Megapodius,Megapodiidae (Megapodes),,,,,0,0
258,Megapodius_decollatus,New Guinea Scrubfowl,Megapodius,Megapodiidae (Megapodes),,,,,0,0
259,Megapodius_reinwardt,Orange-footed Scrubfowl,Megapodius,Megapodiidae (Megapodes),,,,,0,0
260,Ortalis_vetula,Plain Chachalaca,Ortalis,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,0,0
261,Ortalis_cinereiceps,Gray-headed Chachalaca,Ortalis,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,0,0
262,Ortalis_garrula,Chestnut-winged Chachalaca,Ortalis,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,0,0
263,Ortalis_ruficauda,Rufous-vented Chachalaca,Ortalis,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,0,0
264,Ortalis_erythroptera,Rufous-headed Chachalaca,Ortalis,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,0,0
265,Ortalis_wagleri,Rufous-bellied Chachalaca,Ortalis,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,0,0
266,Ortalis_poliocephala,West Mexican Chachalaca,Ortalis,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,0,0
267,Ortalis_canicollis,Chaco Chachalaca,Ortalis,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,0,0
268,Ortalis_leucogastra,White-bellied Chachalaca,Ortalis,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,0,0
269,Ortalis_columbiana,Colombian Chachalaca,Ortalis,"Cracidae (Guans, Chachalacas, and Curassows)",genus-level,"Ortalis_leucogastra, Ortalis_columbiana, Ortalis_guttata, Ortalis_araucuan, Ortalis_squamata, Ortalis_motmot, Ortalis_ruficeps, Ortalis_superciliaris",,I have identified what I believe would be considered the guttata group here,0,0
270,Ortalis_guttata,Speckled Chachalaca,Ortalis,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,0,0
271,Ortalis_araucuan,East Brazilian Chachalaca,Ortalis,"Cracidae (Guans, Chachalacas, and Curassows)",genus-level,"Ortalis_leucogastra, Ortalis_columbiana, Ortalis_guttata, Ortalis_araucuan, Ortalis_squamata, Ortalis_motmot, Ortalis_ruficeps, Ortalis_superciliaris",,I have identified what I believe would be considered the guttata group here,0,0
272,Ortalis_squamata,Scaled Chachalaca,Ortalis,"Cracidae (Guans, Chachalacas, and Curassows)",genus-level,"Ortalis_leucogastra, Ortalis_columbiana, Ortalis_guttata, Ortalis_araucuan, Ortalis_squamata, Ortalis_motmot, Ortalis_ruficeps, Ortalis_superciliaris",,I have identified what I believe would be considered the guttata group here,0,0
273,Ortalis_motmot,Variable Chachalaca,Ortalis,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,0,0
274,Ortalis_ruficeps,Chestnut-headed Chachalaca,Ortalis,"Cracidae (Guans, Chachalacas, and Curassows)",genus-level,"Ortalis_motmot, Ortalis_superciliaris, Ortalis_ruficeps",,,0,0
275,Ortalis_superciliaris,Buff-browed Chachalaca,Ortalis,"Cracidae (Guans, Chachalacas, and Curassows)",genus-level,"Ortalis_motmot, Ortalis_superciliaris, Ortalis_ruficeps",,,0,0
276,Penelope_argyrotis,Band-tailed Guan,Penelope,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,0,0
277,Penelope_barbata,Bearded Guan,Penelope,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,0,0
278,Penelope_ortoni,Baudo Guan,Penelope,"Cracidae (Guans, Chachalacas, and Curassows)",genus-level,"Penelope_ortoni, Penelope_montagnii, Penelope_marail",,"BOW: Has been considered a race of P. montagnii, but ranges contiguous, with overlap in W Ecuador and possibly also in SW Colombia, but without any trace of intergradation; possibly closest to P. marail. Monotypic.",0,0
279,Penelope_montagnii,Andean Guan,Penelope,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,0,0
280,Penelope_marail,Marail Guan,Penelope,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,0,0
281,Penelope_superciliaris,Rusty-margined Guan,Penelope,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,0,0
282,Penelope_dabbenei,Red-faced Guan,Penelope,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,0,0
283,Penelope_jacquacu,Spix's Guan,Penelope,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,0,0
284,Penelope_purpurascens,Crested Guan,Penelope,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,0,0
285,Penelope_perspicax,Cauca Guan,Penelope,"Cracidae (Guans, Chachalacas, and Curassows)",genus-level,"Penelope_jacquacu, Penelope_purpurascens, Penelope_perspicax, Penelope_albipennis, Penelope_obscura, Penelope_bridgesi",,BOW: Long considered a race of either P. jacquacu or P. purpurascens. Closely related to these two and also to P. albipennis and P. obscura.,0,0
286,Penelope_albipennis,White-winged Guan,Penelope,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,0,0
287,Penelope_obscura,Dusky-legged Guan,Penelope,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,0,0
288,Penelope_bridgesi,Yungas Guan,Penelope,"Cracidae (Guans, Chachalacas, and Curassows)",genus-level,"Penelope_jacquacu, Penelope_purpurascens, Penelope_perspicax, Penelope_albipennis, Penelope_obscura, Penelope_bridgesi",,"BOW: Delacour and Amadon (5) documented size and plumage differences between bridgesi and obscura; however, it wasn't until 2018 that it was proposed bridgesi be elevated to full species status based upon its allopatric distribution",0,0
289,Penelope_pileata,White-crested Guan,Penelope,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,0,0
290,Penelope_ochrogaster,Chestnut-bellied Guan,Penelope,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,0,0
291,Penelope_jacucaca,White-browed Guan,Penelope,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,0,0
292,Pipile_pipile,Trinidad Piping-Guan,Pipile,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,0,0
293,Pipile_cumanensis,Blue-throated Piping-Guan,Pipile,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,0,0
294,Pipile_cujubi,Red-throated Piping-Guan,Pipile,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,0,0
295,Pipile_jacutinga,Black-fronted Piping-Guan,Pipile,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,0,0
296,Aburria_aburri,Wattled Guan,Aburria,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,0,0
297,Chamaepetes_unicolor,Black Guan,Chamaepetes,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,0,0
298,Chamaepetes_goudotii,Sickle-winged Guan,Chamaepetes,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,0,0
299,Penelopina_nigra,Highland Guan,Penelopina,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,0,0
300,Oreophasis_derbianus,Horned Guan,Oreophasis,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,0,0
301,Nothocrax_urumutum,Nocturnal Curassow,Nothocrax,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,0,0
302,Mitu_tomentosum,Crestless Curassow,Mitu,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,0,0
303,Mitu_salvini,Salvin's Curassow,Mitu,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,0,0
304,Mitu_tuberosum,Razor-billed Curassow,Mitu,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,0,0
305,Mitu_mitu,Alagoas Curassow,Mitu,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,0,0
306,Pauxi_pauxi,Helmeted Curassow,Pauxi,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,0,0
307,Pauxi_koepckeae,Sira Curassow,Pauxi,"Cracidae (Guans, Chachalacas, and Curassows)",genus-level,Pauxi,,Add at genus,0,0
308,Pauxi_unicornis,Horned Curassow,Pauxi,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,0,0
309,Crax_rubra,Great Curassow,Crax,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,0,0
310,Crax_alberti,Blue-billed Curassow,Crax,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,0,0
311,Crax_daubentoni,Yellow-knobbed Curassow,Crax,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,0,0
312,Crax_alector,Black Curassow,Crax,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,0,0
313,Crax_globulosa,Wattled Curassow,Crax,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,0,0
314,Crax_fasciolata,Bare-faced Curassow,Crax,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,0,0
315,Crax_blumenbachii,Red-billed Curassow,Crax,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,0,0
316,Numida_meleagris,Helmeted Guineafowl,Numida,Numididae (Guineafowl),,,,,0,0
317,Agelastes_meleagrides,White-breasted Guineafowl,Agelastes,Numididae (Guineafowl),,,,,0,0
318,Agelastes_niger,Black Guineafowl,Agelastes,Numididae (Guineafowl),,,,,0,0
319,Acryllium_vulturinum,Vulturine Guineafowl,Acryllium,Numididae (Guineafowl),,,,,0,0
320,Guttera_plumifera,Plumed Guineafowl,Guttera,Numididae (Guineafowl),,,,,0,0
321,Guttera_pucherani,Crested Guineafowl,Guttera,Numididae (Guineafowl),,,,,0,0
322,Ptilopachus_petrosus,Stone Partridge,Ptilopachus,Odontophoridae (New World Quail),,,,,0,0
323,Ptilopachus_nahani,Nahan's Francolin,Ptilopachus,Odontophoridae (New World Quail),,,,,0,0
324,Rhynchortyx_cinctus,Tawny-faced Quail,Rhynchortyx,Odontophoridae (New World Quail),,,,,0,0
325,Oreortyx_pictus,Mountain Quail,Oreortyx,Odontophoridae (New World Quail),,,,,0,0
326,Dendrortyx_leucophrys,Buffy-crowned Wood-Partridge,Dendrortyx,Odontophoridae (New World Quail),,,,,0,0
327,Dendrortyx_macroura,Long-tailed Wood-Partridge,Dendrortyx,Odontophoridae (New World Quail),,,,,0,0
328,Dendrortyx_barbatus,Bearded Wood-Partridge,Dendrortyx,Odontophoridae (New World Quail),,,,,0,0
329,Philortyx_fasciatus,Banded Quail,Philortyx,Odontophoridae (New World Quail),,,,,0,0
330,Colinus_virginianus,Northern Bobwhite,Colinus,Odontophoridae (New World Quail),,,,,0,0
331,Colinus_nigrogularis,Black-throated Bobwhite,Colinus,Odontophoridae (New World Quail),,,,,0,0
332,Colinus_cristatus,Crested Bobwhite,Colinus,Odontophoridae (New World Quail),,,,,0,0
333,Callipepla_squamata,Scaled Quail,Callipepla,Odontophoridae (New World Quail),,,,,0,0
334,Callipepla_douglasii,Elegant Quail,Callipepla,Odontophoridae (New World Quail),,,,,0,0
335,Callipepla_californica,California Quail,Callipepla,Odontophoridae (New World Quail),,,,,0,0
336,Callipepla_gambelii,Gambel's Quail,Callipepla,Odontophoridae (New World Quail),,,,,0,0
337,Cyrtonyx_montezumae,Montezuma Quail,Cyrtonyx,Odontophoridae (New World Quail),,,,,0,0
338,Cyrtonyx_ocellatus,Ocellated Quail,Cyrtonyx,Odontophoridae (New World Quail),,,,,0,0
339,Dactylortyx_thoracicus,Singing Quail,Dactylortyx,Odontophoridae (New World Quail),,,,,0,0
340,Odontophorus_gujanensis,Marbled Wood-Quail,Odontophorus,Odontophoridae (New World Quail),,,,,0,0
341,Odontophorus_capueira,Spot-winged Wood-Quail,Odontophorus,Odontophoridae (New World Quail),,,,,0,0
342,Odontophorus_melanotis,Black-eared Wood-Quail,Odontophorus,Odontophoridae (New World Quail),,,,,0,0
343,Odontophorus_atrifrons,Black-fronted Wood-Quail,Odontophorus,Odontophoridae (New World Quail),,,,,0,0
344,Odontophorus_erythrops,Rufous-fronted Wood-Quail,Odontophorus,Odontophoridae (New World Quail),,,,,0,0
345,Odontophorus_hyperythrus,Chestnut Wood-Quail,Odontophorus,Odontophoridae (New World Quail),,,,,0,0
346,Odontophorus_melanonotus,Dark-backed Wood-Quail,Odontophorus,Odontophoridae (New World Quail),,,,,0,0
347,Odontophorus_speciosus,Rufous-breasted Wood-Quail,Odontophorus,Odontophoridae (New World Quail),,,,,0,0
348,Odontophorus_dialeucos,Tacarcuna Wood-Quail,Odontophorus,Odontophoridae (New World Quail),,,,,0,0
349,Odontophorus_strophium,Gorgeted Wood-Quail,Odontophorus,Odontophoridae (New World Quail),,,,,0,0
350,Odontophorus_columbianus,Venezuelan Wood-Quail,Odontophorus,Odontophoridae (New World Quail),,,,,0,0
351,Odontophorus_leucolaemus,Black-breasted Wood-Quail,Odontophorus,Odontophoridae (New World Quail),,,,,0,0
352,Odontophorus_balliviani,Stripe-faced Wood-Quail,Odontophorus,Odontophoridae (New World Quail),,,,,0,0
353,Odontophorus_stellatus,Starred Wood-Quail,Odontophorus,Odontophoridae (New World Quail),,,,,0,0
354,Odontophorus_guttatus,Spotted Wood-Quail,Odontophorus,Odontophoridae (New World Quail),,,,,0,0
355,Xenoperdix_udzungwensis,Udzungwa Partridge,Xenoperdix,"Phasianidae (Pheasants, Grouse, and Allies)",,,,,0,0
356,Caloperdix_oculeus,Ferruginous Partridge,Caloperdix,"Phasianidae (Pheasants, Grouse, and Allies)",,,,,0,0
357,Rollulus_rouloul,Crested Partridge,Rollulus,"Phasianidae (Pheasants, Grouse, and Allies)",,,,,0,0
358,Melanoperdix_niger,Black Partridge,Melanoperdix,"Phasianidae (Pheasants, Grouse, and Allies)",,,,,0,0
359,Arborophila_torqueola,Hill Partridge,Arborophila,"Phasianidae (Pheasants, Grouse, and Allies)",,,,,0,0
360,Arborophila_rufipectus,Sichuan Partridge,Arborophila,"Phasianidae (Pheasants, Grouse, and Allies)",,,,,0,0
361,Arborophila_mandellii,Chestnut-breasted Partridge,Arborophila,"Phasianidae (Pheasants, Grouse, and Allies)",genus-level,Arborophila,,Add at genus,0,0
362,Arborophila_gingica,White-necklaced Partridge,Arborophila,"Phasianidae (Pheasants, Grouse, and Allies)",,,,,0,0
363,Arborophila_rufogularis,Rufous-throated Partridge,Arborophila,"Phasianidae (Pheasants, Grouse, and Allies)",,,,,0,0
364,Arborophila_rubrirostris,Red-billed Partridge,Arborophila,"Phasianidae (Pheasants, Grouse, and Allies)",genus-level,Arborophila,,Add at genus,0,0
365,Arborophila_cambodiana,Chestnut-headed Partridge,Arborophila,"Phasianidae (Pheasants, Grouse, and Allies)",genus-level,Arborophila,,Add at genus,0,0
366,Arborophila_ardens,Hainan Partridge,Arborophila,"Phasianidae (Pheasants, Grouse, and Allies)",,,,,0,0
367,Arborophila_crudigularis,Taiwan Partridge,Arborophila,"Phasianidae (Pheasants, Grouse, and Allies)",,,,,0,0
368,Arborophila_atrogularis,White-cheeked Partridge,Arborophila,"Phasianidae (Pheasants, Grouse, and Allies)",genus-level,Arborophila,,Add at genus,0,0
369,Arborophila_brunneopectus,Bar-backed Partridge,Arborophila,"Phasianidae (Pheasants, Grouse, and Allies)",,,,,0,0
370,Arborophila_davidi,Orange-necked Partridge,Arborophila,"Phasianidae (Pheasants, Grouse, and Allies)",genus-level,Arborophila,,Add at genus,0,0
371,Arborophila_hyperythra,Red-breasted Partridge,Arborophila,"Phasianidae (Pheasants, Grouse, and Allies)",genus-level,Arborophila,,Add at genus,0,0
372,Arborophila_campbelli,Malayan Partridge,Arborophila,"Phasianidae (Pheasants, Grouse, and Allies)",genus-level,Arborophila,,Add at genus,0,0
373,Arborophila_rolli,Roll's Partridge,Arborophila,"Phasianidae (Pheasants, Grouse, and Allies)",genus-level,Arborophila,,Add at genus,0,0
374,Arborophila_sumatrana,Sumatran Partridge,Arborophila,"Phasianidae (Pheasants, Grouse, and Allies)",genus-level,Arborophila,,Add at genus,0,0
375,Arborophila_javanica,Chestnut-bellied Partridge,Arborophila,"Phasianidae (Pheasants, Grouse, and Allies)",,,,,0,0
